City,Category Name,Grade,Avg Growth Rate
SCRANTON,IMPORTED CORDIALS & LIQUEUR,low,-0.24950011361054303
NEVADA,FLAVORED RUM,high,-0.24974974974974976
ALLERTON,IMPORTED VODKAS,low,-0.24974991663887958
WASHBURN,AMERICAN CORDIALS & LIQUEUR,high,-0.24999999999999994
NORTH ENGLISH,FLAVORED GIN,low,-0.24999999999999994
RAYMOND,TRIPLE SEC,low,-0.24999999999999994
SLATER,100% AGAVE TEQUILA,low,-0.25
SHEFFIELD,IRISH WHISKIES,low,-0.25
WALCOTT,CREAM LIQUEURS,high,-0.25
PRIMGHAR,IMPORTED SCHNAPPS,high,-0.25
CAMANCHE,TRIPLE SEC,low,-0.25
CASCADE,100% AGAVE TEQUILA,high,-0.25
PLEASANT HILL,IMPORTED DRY GINS,high,-0.25
MINDEN,SCOTCH WHISKIES,low,-0.25
KEOKUK,AMERICAN VODKAS,mid,-0.25
BELLE PLAINE,IRISH WHISKIES,high,-0.25
CLARINDA,MEZCAL,low,-0.25
INDIANOLA,AMERICAN VODKAS,mid,-0.25
FREMONT,COCKTAILS/RTD,low,-0.25
HUXLEY,IOWA SPIRITS MANUFACTURERS,high,-0.25
ARNOLDS PARK,IMPORTED FLAVORED VODKA,high,-0.25
PARKERSBURG,TRIPLE SEC,low,-0.25
LAKE CITY,NEUTRAL GRAIN SPIRITS,low,-0.25
DUMONT,COFFEE LIQUEURS,high,-0.25
MAQUOKETA,IMPORTED CORDIALS & LIQUEURS,low,-0.25
WALKER,AMERICAN DRY GINS,low,-0.25
ADEL,GOLD RUM,high,-0.25
SHELDON,IMPORTED CORDIALS & LIQUEURS,low,-0.25
LAURENS,IMPORTED CORDIALS & LIQUEUR,high,-0.25
WEST BRANCH,FLAVORED RUM,high,-0.25
CHARLES CITY,AMERICAN SLOE GINS,low,-0.25
GLIDDEN,FLAVORED RUM,high,-0.25
VILLISCA,NEUTRAL GRAIN SPIRITS,low,-0.25
CORNING,IMPORTED CORDIALS & LIQUEURS,low,-0.25
CLARION,IMPORTED CORDIALS & LIQUEUR,high,-0.25
SAGEVILLE,100% AGAVE TEQUILA,low,-0.25
MERRILL,SPICED RUM,high,-0.25
APLINGTON,SPICED RUM,high,-0.25
CEDAR RAPIDS,IMPORTED DISTILLED SPIRIT SPECIALTY,high,-0.25
STRAWBERRY POINT,SINGLE MALT SCOTCH,low,-0.25
JESUP,SPICED RUM,high,-0.25
NORTHWOOD,IMPORTED CORDIALS & LIQUEUR,mid,-0.25000000000000006
JEFFERSON,CREAM LIQUEURS,high,-0.25000000000000006
JOHNSTON,AMERICAN SLOE GINS,low,-0.25000000000000006
PLEASANT HILL,AMERICAN VODKAS,mid,-0.25000000000000006
NASHUA,TEMPORARY & SPECIALTY PACKAGES,low,-0.25000000000000006
KALONA,COFFEE LIQUEURS,high,-0.25000000000000006
LA PORTE CITY,IRISH WHISKIES,low,-0.25015039932274286
WINDSOR HEIGHTS,WHITE RUM,high,-0.25042421012644533
ARNOLD'S PARK,GOLD RUM,low,-0.25052504953900245
ESSEX,STRAIGHT BOURBON WHISKIES,low,-0.25054223604997444
LAMONT,IMPORTED SCHNAPPS,low,-0.25114468864468864
ESSEX,IMPORTED VODKAS,low,-0.2514724044823401
HOLSTEIN,SINGLE MALT SCOTCH,low,-0.25155137626861274
PACIFIC JUNCTION,IMPORTED CORDIALS & LIQUEURS,low,-0.2516694033935413
ESTHERVILLE,IMPORTED FLAVORED VODKA,low,-0.25209815725660945
MADRID,FLAVORED GIN,low,-0.2521367521367521
NORA SPRINGS,CANADIAN WHISKIES,high,-0.2522522802489143
GLIDDEN,STRAIGHT RYE WHISKIES,low,-0.2523107216849074
BALDWIN,IMPORTED SCHNAPPS,low,-0.252701014473411
GLADBROOK,100% AGAVE TEQUILA,low,-0.25276126285575495
WEST UNION,STRAIGHT RYE WHISKIES,low,-0.2528373145187066
MEDIAPOLIS,COFFEE LIQUEURS,low,-0.252953958122502
LAMONT,BLENDED WHISKIES,low,-0.25379044117633054
OTTUMWA,SPECIAL ORDER ITEMS,high,-0.2541104545469542
CLARENCE,AMERICAN FLAVORED VODKA,low,-0.25427211114330794
ADAIR,IRISH WHISKIES,low,-0.25440854601564716
KANAWHA,CANADIAN WHISKIES,low,-0.25449261834043685
MARTELLE,100% AGAVE TEQUILA,low,-0.2545143068802667
CUMMING,STRAIGHT RYE WHISKIES,low,-0.25535714285714284
DEWITT,TENNESSEE WHISKIES,mid,-0.2555244319950203
EVANSDALE,IMPORTED DISTILLED SPIRIT SPECIALTY,low,-0.256068376068376
NORWALK,IOWA SPIRITS MANUFACTURERS,mid,-0.25625
RIVERSIDE,AMERICAN DRY GINS,low,-0.256604409328063
PALO,AMERICAN BRANDIES,low,-0.2569105693718144
LAKE MILLS,IMPORTED DRY GINS,low,-0.2569228532690775
CLEARLAKE,SINGLE MALT SCOTCH,mid,-0.25750368626072256
GILBERTVILLE,FLAVORED RUM,high,-0.25773889636608344
DUBUQUE,IMPORTED CORDIALS & LIQUEURS,low,-0.258094462172132
MORAVIA,STRAIGHT RYE WHISKIES,low,-0.25817513442335127
LA PORTE CITY,WHITE RUM,low,-0.2586287691915456
RUTHVEN,BLENDED WHISKIES,low,-0.2586628940534806
WAUKEE,IMPORTED FLAVORED VODKA,low,-0.2588621611100209
SLOAN,IMPORTED VODKAS,high,-0.2590909090909092
SCRANTON,IMPORTED VODKAS,low,-0.25916712732633135
MOUNT PLEASANT,COFFEE LIQUEURS,high,-0.25925925925925924
RAYMOND,AMERICAN FLAVORED VODKA,low,-0.2596850041862066
COLO,COCKTAILS/RTD,low,-0.25982552237000767
NORWALK,SPICED RUM,high,-0.2598721199079666
ROCKWELL,WHITE RUM,low,-0.2601738082657365
SWEA CITY,IMPORTED VODKAS,low,-0.2603640711271475
KELLOGG,NEUTRAL GRAIN SPIRITS FLAVORED,low,-0.2608695652173913
TRIPOLI,TENNESSEE WHISKIES,high,-0.2608903605592347
SLOAN,IMPORTED CORDIALS & LIQUEUR,high,-0.2609857035364936
CASCADE,IMPORTED VODKAS,low,-0.26099268336142545
MISSOURI VALLEY,WHITE RUM,high,-0.26118968198285797
NORTHWOOD,IOWA SPIRITS MANUFACTURERS,high,-0.2614096301465457
FARMINGTON,IMPORTED SCHNAPPS,low,-0.2614674954067472
OSCEOLA,SCOTCH WHISKIES,mid,-0.26172874863515133
CASCADE,IMPORTED CORDIALS & LIQUEUR,low,-0.2618565835434258
MARTELLE,TEMPORARY & SPECIALTY PACKAGES,low,-0.26197172344459857
RUNNELLS,IMPORTED BRANDIES,low,-0.26223032667600643
RED OAK,AMERICAN VODKAS,mid,-0.2622913847541723
DENISON,COFFEE LIQUEURS,high,-0.2623015873015873
STATE CENTER,AMERICAN SCHNAPPS,low,-0.26298453440123254
SERGEANT BLUFF,FLAVORED GIN,low,-0.26302044838630206
LAWLER,SCOTCH WHISKIES,low,-0.26305622078036234
CEDAR FALLS,IMPORTED DISTILLED SPIRIT SPECIALTY,mid,-0.26365469208211145
CLARION,COCKTAILS/RTD,low,-0.26366445225141116
ROCK VALLEY,CANADIAN WHISKIES,high,-0.2637441238980865
TIFFIN,AMERICAN BRANDIES,high,-0.2637925488563977
LARCHWOOD,IMPORTED VODKAS,high,-0.26413255360623783
LE CLAIRE,IOWA SPIRITS MANUFACTURERS,high,-0.2643186052275741
LOHRVILLE,100% AGAVE TEQUILA,low,-0.26445871312952063
ROCKWELL,MIXTO TEQUILA,low,-0.26447292413783835
LONE TREE,TENNESSEE WHISKIES,high,-0.26453982000339615
ONAWA,AMERICAN DRY GINS,low,-0.2646043801505656
SHELLSBURG,AMERICAN DRY GINS,low,-0.26477646632660834
ANKENY,IMPORTED FLAVORED VODKA,high,-0.2647788929636062
LECLAIRE,CREAM LIQUEURS,high,-0.2649240551042034
VILLISCA,AMERICAN FLAVORED VODKA,low,-0.26616317656482447
RAYMOND,AMERICAN SCHNAPPS,low,-0.26631158549070694
EVANSDALE,WHISKEY LIQUEUR,mid,-0.2664886515353805
GOLDFIELD,COCKTAILS/RTD,low,-0.2665734265734266
GRINNELL,IMPORTED CORDIALS & LIQUEURS,low,-0.26666666666666666
ACKLEY,NEUTRAL GRAIN SPIRITS,low,-0.2666666666666667
SCRANTON,100% AGAVE TEQUILA,low,-0.2669905126801679
LECLAIRE,CANADIAN WHISKIES,high,-0.2677178423236515
NORTH ENGLISH,AMERICAN DRY GINS,low,-0.26787310098302053
SOLON,AMERICAN SCHNAPPS,low,-0.26789581634106735
MONTEZUMA,FLAVORED GIN,low,-0.2680728857199446
CRESCO,SCOTCH WHISKIES,high,-0.26820847445296775
ST ANSGAR,STRAIGHT RYE WHISKIES,low,-0.2682521401725498
HAMBURG,AMERICAN DRY GINS,low,-0.26841655113202056
BELLEVUE,IMPORTED BRANDIES,low,-0.26892171485203975
LECLAIRE,AMERICAN DRY GINS,low,-0.2690234392280032
EAGLE GROVE,IMPORTED CORDIALS & LIQUEUR,high,-0.2691873589164785
SHELBY,IMPORTED CORDIALS & LIQUEUR,low,-0.2692250037475641
WAPELLO,IMPORTED SCHNAPPS,high,-0.2692307692307692
KEOSAUQUA,IMPORTED SCHNAPPS,high,-0.26925535018067076
ARNOLD'S PARK,SPICED RUM,low,-0.26989350589628425
PACIFIC JUNCTION,STRAIGHT RYE WHISKIES,mid,-0.27
BUFFALO CENTER,STRAIGHT RYE WHISKIES,mid,-0.27
ROCKWELL,AMERICAN FLAVORED VODKA,low,-0.27006098148184904
SPRINGVILLE,STRAIGHT RYE WHISKIES,low,-0.2706766917293233
DEWITT,IRISH WHISKIES,high,-0.27078520802678124
ELK RUN HEIGHTS,AMERICAN SCHNAPPS,low,-0.2712750330509719
CALMAR,IMPORTED VODKAS,low,-0.271294764978508
URBANA,IMPORTED VODKAS,low,-0.2713291400847006
BLAIRSTOWN,AMERICAN FLAVORED VODKA,low,-0.27155094495975285
RIVERSIDE,IMPORTED VODKAS,high,-0.27176133196231883
MELCHER-DALLAS,IMPORTED CORDIALS & LIQUEURS,low,-0.2720797720797721
DUBUQUE,IMPORTED FLAVORED VODKA,high,-0.27227099249553827
SIGOURNEY,WHISKEY LIQUEUR,mid,-0.2727272727272727
ARNOLD'S PARK,IMPORTED BRANDIES,low,-0.27289000280433723
AVOCA,BLENDED WHISKIES,high,-0.2734082397003744
ATLANTIC,100% AGAVE TEQUILA,high,-0.2734599407417612
ROBINS,AMERICAN CORDIALS & LIQUEUR,low,-0.2739179954441913
AVOCA,NEUTRAL GRAIN SPIRITS,low,-0.27406269385706555
DANVILLE,MIXTO TEQUILA,low,-0.27423239012642986
ESTHERVILLE,IMPORTED BRANDIES,low,-0.27427283765153593
AMES,COCKTAILS/RTD,high,-0.2744421052631578
DYSART,IMPORTED VODKAS,low,-0.27509602214399786
GLADBROOK,STRAIGHT RYE WHISKIES,low,-0.27548582123725307
DYERSVILLE,IRISH WHISKIES,high,-0.2757936507936508
HULL,AMERICAN FLAVORED VODKA,low,-0.27609375437001715
DENISON,SPECIAL ORDER ITEMS,low,-0.2763598492624724
ELMA,COCKTAILS/RTD,low,-0.2767645090284843
WHITTEMORE,FLAVORED RUM,low,-0.2769939533544486
ACKLEY,AMERICAN SCHNAPPS,low,-0.2771387693251967
MERRILL,AMERICAN DRY GINS,low,-0.2775948012227333
DE SOTO,IMPORTED CORDIALS & LIQUEUR,low,-0.2777188714095343
DUMONT,COFFEE LIQUEURS,low,-0.27777777777777773
WOODBINE,IMPORTED CORDIALS & LIQUEURS,low,-0.27777777777777773
WALL LAKE,AMERICAN DRY GINS,low,-0.2777777777777778
ALLISON,COFFEE LIQUEURS,high,-0.2777777777777778
LA PORTE CITY,IMPORTED VODKAS,low,-0.2781260193995056
GRAND MOUNDS,SPICED RUM,high,-0.2783171521035599
MILFORD,AMERICAN BRANDIES,high,-0.27864583333333326
SIBLEY,SINGLE MALT SCOTCH,low,-0.27878514412912103
KELLOGG,TRIPLE SEC,low,-0.2788018433179723
SUMNER,TRIPLE SEC,low,-0.2788034403175393
NORTH ENGLISH,BLENDED WHISKIES,high,-0.2792174360734512
WOODBINE,SINGLE MALT SCOTCH,mid,-0.28042763157894735
LIME SPRINGS,SPICED RUM,low,-0.2810298987825926
AVOCA,CREAM LIQUEURS,high,-0.2812394945942426
SCRANTON,CREAM LIQUEURS,low,-0.2813059757659578
MITCHELLVILLE,IMPORTED FLAVORED VODKA,low,-0.2819025522041763
POSTVILLE,NEUTRAL GRAIN SPIRITS FLAVORED,low,-0.28205128205128205
MOUNT VERNON,SPECIAL ORDER ITEMS,low,-0.28220342270491655
CORNING,STRAIGHT BOURBON WHISKIES,mid,-0.2826024765572072
ELLSWORTH,AMERICAN SCHNAPPS,low,-0.28278439724036725
PACIFIC JUNCTION,BOTTLED IN BOND BOURBON,low,-0.28296634215057037
WAUKEE,IMPORTED CORDIALS & LIQUEURS,low,-0.283068783068783
LAURENS,IOWA SPIRITS MANUFACTURERS,low,-0.28323373017740333
DECORAH,FLAVORED GIN,low,-0.2834394904458599
ROLFE,AMERICAN SCHNAPPS,low,-0.2837707537827047
SLOAN,AMERICAN SCHNAPPS,low,-0.28410404427766756
SIOUX RAPIDS,FLAVORED RUM,high,-0.2857142857142857
ARNOLDS PARK,BOTTLED IN BOND BOURBON,low,-0.2857142857142857
WINTERSET,IMPORTED VODKAS,high,-0.2858041329739443
SCHLESWIG,SPICED RUM,low,-0.28607518247394104
LIME SPRINGS,STRAIGHT BOURBON WHISKIES,low,-0.28619528619528617
ROCK VALLEY,AMERICAN DRY GINS,low,-0.28649769955577337
ALLISON,IMPORTED VODKAS,low,-0.28651433637357987
WALL LAKE,STRAIGHT BOURBON WHISKIES,mid,-0.2865384615384616
TRAER,TEMPORARY & SPECIALTY PACKAGES,mid,-0.2869548248609621
ONAWA,IMPORTED DISTILLED SPIRIT SPECIALTY,low,-0.28708791208791207
SERGEANT BLUFF,NEUTRAL GRAIN SPIRITS FLAVORED,high,-0.2875
SUMNER,MIXTO TEQUILA,high,-0.28846153846153844
NEW HAMPTON,GOLD RUM,low,-0.2885660084715861
CENTERVILLE,SCOTCH WHISKIES,mid,-0.2887590888728075
INDIANOLA,AMERICAN SLOE GINS,low,-0.2888888888888889
COUNCIL BLUFFS,AMERICAN SLOE GINS,low,-0.28921322677370404
PALO,AMERICAN FLAVORED VODKA,low,-0.2895721148968616
TIFFIN,IRISH WHISKIES,high,-0.28958333333333336
LECLAIRE,CANADIAN WHISKIES,low,-0.2897372747113338
DELMAR,COCKTAILS/RTD,low,-0.28975332492217837
WALL LAKE,IMPORTED VODKAS,low,-0.28976302782407987
ARNOLD'S PARK,TEMPORARY & SPECIALTY PACKAGES,low,-0.2901179981839833
AVOCA,100% AGAVE TEQUILA,high,-0.29012345679012336
ESSEX,WHITE RUM,low,-0.2901396241705637
GRAND MOUNDS,SINGLE MALT SCOTCH,mid,-0.2904393391661331
KALONA,IRISH WHISKIES,high,-0.2904761904761905
AFTON,COCKTAILS/RTD,low,-0.29068013613485033
LECLAIRE,IMPORTED CORDIALS & LIQUEUR,low,-0.29087485979810923
LA PORTE CITY,AMERICAN FLAVORED VODKA,low,-0.2909459945124611
LA PORTE CITY,COFFEE LIQUEURS,low,-0.29121906104527173
MOUNT VERNON,NEUTRAL GRAIN SPIRITS,low,-0.2915916692303205
ARLINGTON,IMPORTED SCHNAPPS,high,-0.29166666666666663
LAKE VIEW,MIXTO TEQUILA,high,-0.29166666666666663
BLUE GRASS,IRISH WHISKIES,high,-0.2916666666666667
RED OAK,SINGLE MALT SCOTCH,high,-0.2919745484400657
HOLSTEIN,IMPORTED BRANDIES,mid,-0.292042042042042
WEST BEND,WHITE RUM,low,-0.2923884925210518
SHELDON,SPICED RUM,high,-0.2931101768070441
PALO,IOWA SPIRITS MANUFACTURERS,low,-0.29386012946203444
GARNER,STRAIGHT BOURBON WHISKIES,high,-0.29411764705882343
MAXWELL,CREAM LIQUEURS,high,-0.29411764705882354
WALNUT,IOWA SPIRITS MANUFACTURERS,low,-0.2942966997757128
LISBON,AMERICAN BRANDIES,low,-0.29450199410015604
RUTHVEN,IOWA SPIRITS MANUFACTURERS,low,-0.2947248890265305
SCHLESWIG,IMPORTED FLAVORED VODKA,low,-0.29474525474525487
HUDSON,IOWA SPIRITS MANUFACTURERS,low,-0.29498661003479404
RUDD,IRISH WHISKIES,low,-0.29502279635258366
KEOKUK,CORN WHISKIES,low,-0.2950252726789041
CHARITON,NEUTRAL GRAIN SPIRITS FLAVORED,high,-0.29545454545454536
ALBERT CITY,WHITE RUM,low,-0.2961527659864269
FONTANELLE,IOWA SPIRITS MANUFACTURERS,low,-0.29625884732052576
HARTLEY,AMERICAN DRY GINS,low,-0.29644274585410424
ADEL,IMPORTED CORDIALS & LIQUEUR,high,-0.29703872048288305
DENVER,WHITE RUM,low,-0.29735788429465476
COLUMBUS JUNCTION,AMERICAN BRANDIES,low,-0.29748439318265657
MARTELLE,AMERICAN CORDIALS & LIQUEUR,low,-0.29781542576905934
SAC CITY,STRAIGHT BOURBON WHISKIES,high,-0.29811508713545704
MAXWELL,AMERICAN DRY GINS,low,-0.2983490566037736
HARTLEY,IMPORTED DRY GINS,low,-0.2984008917574695
BROOKLYN,GOLD RUM,low,-0.2987753142445628
POCAHONTAS,IMPORTED CORDIALS & LIQUEUR,high,-0.29971170797594265
CRESTON,TENNESSEE WHISKIES,mid,-0.29971988795518206
ALTOONA,TENNESSEE WHISKIES,mid,-0.29971988795518206
NORTHWOOD,TENNESSEE WHISKIES,mid,-0.29971988795518206
HOLY CROSS,STRAIGHT BOURBON WHISKIES,mid,-0.3
GLIDDEN,STRAIGHT BOURBON WHISKIES,mid,-0.3
INDEPENDENCE,STRAIGHT RYE WHISKIES,high,-0.3000533333333333
POLK CITY,IMPORTED BRANDIES,high,-0.30063689099833674
HAZLETON,BLENDED WHISKIES,low,-0.30122427565737286
ALLISON,CREAM LIQUEURS,high,-0.3014435647092433
NORTHWOOD,IMPORTED CORDIALS & LIQUEUR,high,-0.301624421832462
GREENE,IMPORTED VODKAS,low,-0.3020428080229762
SUTHERLAND,IMPORTED CORDIALS & LIQUEUR,low,-0.30219071840988176
FOREST CITY,AMERICAN DRY GINS,mid,-0.30229093767432413
SHELLSBURG,TRIPLE SEC,low,-0.30239910944789977
GRIMES,IMPORTED DISTILLED SPIRIT SPECIALTY,mid,-0.3024268823895457
LAMONI,SINGLE MALT SCOTCH,low,-0.3025651161358669
TRIPOLI,IOWA SPIRITS MANUFACTURERS,low,-0.3026227303295225
FONDA,IMPORTED BRANDIES,low,-0.3030119264200526
BRITT,AMERICAN SCHNAPPS,low,-0.303351206639485
IOWA FALLS,IRISH WHISKIES,high,-0.30360857213949416
LOST NATION,100% AGAVE TEQUILA,low,-0.3036654846253669
MANNING,AMERICAN CORDIALS & LIQUEUR,high,-0.30411093202206524
MANLY,STRAIGHT RYE WHISKIES,low,-0.30422500614099734
CORNING,SINGLE MALT SCOTCH,mid,-0.30432338422078953
DEWITT,BLENDED WHISKIES,mid,-0.30434782608695654
SCHLESWIG,COFFEE LIQUEURS,low,-0.3044087970722031
WALNUT,IMPORTED CORDIALS & LIQUEUR,low,-0.3048108975965187
NORWAY,STRAIGHT RYE WHISKIES,mid,-0.30522088353413657
CORYDON,IMPORTED VODKAS,low,-0.3052558229207624
FREDERICKSBURG,NEUTRAL GRAIN SPIRITS,low,-0.30537918871252206
FARMINGTON,AMERICAN SCHNAPPS,low,-0.30544940739492504
KALONA,SCOTCH WHISKIES,mid,-0.3055228152887692
HARPERS FERRY,AMERICAN DRY GINS,low,-0.3057291727032377
CALMAR,FLAVORED RUM,low,-0.3058161708070809
CAMANCHE,IMPORTED DRY GINS,low,-0.30622222222222223
OXFORD,WHITE RUM,low,-0.3069251063944223
LECLAIRE,AMERICAN BRANDIES,low,-0.30705255649481716
MILFORD,IMPORTED CORDIALS & LIQUEURS,low,-0.30706605222734257
GRAND MOUNDS,100% AGAVE TEQUILA,low,-0.3070865231167749
MISSOURI VALLEY,AGED DARK RUM,low,-0.3071426680449278
OSCEOLA,WHITE RUM,high,-0.3071693877184475
MARTENSDALE,SCOTCH WHISKIES,low,-0.30726704743567484
JEFFERSON,COFFEE LIQUEURS,high,-0.30769230769230754
NEVADA,TEMPORARY & SPECIALTY PACKAGES,high,-0.307782792394853
ODEBOLT,CREAM LIQUEURS,low,-0.3080556727119362
SOLON,IMPORTED VODKAS,high,-0.30808080808080807
LAURENS,AMERICAN DRY GINS,low,-0.30809210726794745
WHAT CHEER,COCKTAILS/RTD,low,-0.30867728416784035
CENTERVILLE,SPECIAL ORDER ITEMS,low,-0.3095614035087719
IOWA CITY,BOTTLED IN BOND BOURBON,high,-0.31034482758620685
IOWA CITY,IMPORTED DISTILLED SPIRIT SPECIALTY,mid,-0.31144144144144137
DAVENPORT,SPECIAL ORDER ITEMS,high,-0.31153356789184417
LIVERMORE,IMPORTED VODKAS,low,-0.31155277414020743
GILMORE CITY,WHITE RUM,low,-0.31168989973098554
MELBOURNE,CANADIAN WHISKIES,high,-0.31194978301301923
MAXWELL,STRAIGHT BOURBON WHISKIES,high,-0.31270180436847106
LAURENS,IMPORTED BRANDIES,low,-0.3130048439807495
BELLE PLAINE,IOWA SPIRITS MANUFACTURERS,mid,-0.31309222994314595
SHELDON,IRISH WHISKIES,mid,-0.31458366709702545
CENTER POINT,FLAVORED RUM,high,-0.31475596084411633
ST CHARLES,AMERICAN CORDIALS & LIQUEUR,low,-0.3148148148148148
BEDFORD,IMPORTED DRY GINS,low,-0.3151097409303449
WEST UNION,IMPORTED BRANDIES,low,-0.3155251263395193
KEOTA,AMERICAN DRY GINS,low,-0.317157044432621
PLEASANT VALLEY,IMPORTED DRY GINS,low,-0.317207775160621
TRIPOLI,FLAVORED RUM,low,-0.31748465852447444
BLOOMFIELD,IMPORTED BRANDIES,low,-0.3176081109042003
ANTHON,CREAM LIQUEURS,low,-0.3176722027674481
GEORGE,CANADIAN WHISKIES,high,-0.3183380537247948
SIOUX RAPIDS,TENNESSEE WHISKIES,high,-0.31837135148393436
FAYETTE,AMERICAN BRANDIES,low,-0.31861797723197977
LISBON,NEUTRAL GRAIN SPIRITS,low,-0.3190913370998117
SAGEVILLE,TEMPORARY & SPECIALTY PACKAGES,high,-0.3196666666666667
SHENANDOAH,SINGLE MALT SCOTCH,low,-0.31978967162906863
KEOSAUQUA,100% AGAVE TEQUILA,high,-0.3207881773399015
SWISHER,AMERICAN CORDIALS & LIQUEUR,low,-0.3209065625184922
SCHLESWIG,AMERICAN DRY GINS,low,-0.32092739475289805
ELDORA,GOLD RUM,low,-0.3218390804597701
CENTRAL CITY,AGED DARK RUM,low,-0.32252300544983475
IDA GROVE,IMPORTED FLAVORED VODKA,low,-0.32261168222557884
ROLFE,IMPORTED VODKAS,low,-0.32296180853326334
MOUNT PLEASANT,100% AGAVE TEQUILA,high,-0.3231977915441105
VAN HORNE,WHITE RUM,low,-0.324057674835356
MAPLETON,BOTTLED IN BOND BOURBON,mid,-0.32432432432432434
PRIMGHAR,AMERICAN FLAVORED VODKA,low,-0.3246120570746979
SUTHERLAND,AMERICAN CORDIALS & LIQUEUR,high,-0.32506887052341604
WINTERSET,AMERICAN VODKAS,mid,-0.32556949065779367
DENVER,IMPORTED DRY GINS,low,-0.325768664731526
ESTHERVILLE,STRAIGHT BOURBON WHISKIES,mid,-0.3263329497506713
MOUNT VERNON,AMERICAN CORDIALS & LIQUEUR,high,-0.32638888888888884
GRAETTINGER,AMERICAN DRY GINS,low,-0.3269055616672719
CAMANCHE,AMERICAN DRY GINS,low,-0.326975779695805
DOWS,CREAM LIQUEURS,low,-0.32707159256940105
GARWIN,MEZCAL,low,-0.3272283272283272
PRIMGHAR,AMERICAN BRANDIES,low,-0.3276752017490278
LAURENS,SCOTCH WHISKIES,low,-0.3278087560084822
MELCHER-DALLAS,STRAIGHT RYE WHISKIES,mid,-0.32842648525013196
NEOLA,AMERICAN DRY GINS,low,-0.3288472996131772
TOLEDO,AGED DARK RUM,low,-0.32917699918424287
MONTROSE,AMERICAN FLAVORED VODKA,high,-0.3293959330143541
ACKLEY,AMERICAN VODKAS,high,-0.32957904350265377
PRIMGHAR,COFFEE LIQUEURS,low,-0.32977619682821996
SIOUX CENTER,100% AGAVE TEQUILA,high,-0.33004926108374383
MALVERN,AMERICAN SCHNAPPS,low,-0.3305870236869207
NORWAY,SINGLE BARREL BOURBON WHISKIES,low,-0.33295728038507816
ELDORA,IMPORTED DISTILLED SPIRIT SPECIALTY,low,-0.33333333333333326
INWOOD,WHITE RUM,high,-0.33333333333333326
CRESCO,WHITE RUM,high,-0.33333333333333326
HUDSON,AMERICAN SLOE GINS,low,-0.33333333333333326
KEOKUK,GOLD RUM,high,-0.33333333333333326
GRAND MOUNDS,SINGLE BARREL BOURBON WHISKIES,low,-0.3333333333333333
WOODWARD,IMPORTED FLAVORED VODKA,low,-0.3333333333333333
LECLAIRE,AMERICAN DISTILLED SPIRIT SPECIALTY,low,-0.3333333333333333
ROCKFORD,GOLD RUM,low,-0.3333333333333333
LOHRVILLE,IMPORTED FLAVORED VODKA,low,-0.3333333333333333
CORRECTIONVILLE,100% AGAVE TEQUILA,mid,-0.3333333333333333
LA PORTE CITY,CREAM LIQUEURS,high,-0.3333333333333333
GEORGE,NEUTRAL GRAIN SPIRITS,low,-0.3333333333333333
EMMETSBURG,IMPORTED SCHNAPPS,high,-0.3333333333333333
TOLEDO,AMERICAN SLOE GINS,low,-0.3333333333333333
CORWITH,SCOTCH WHISKIES,low,-0.3333333333333333
WHEATLAND,100% AGAVE TEQUILA,high,-0.3333333333333333
SPENCER,COCKTAILS/RTD,high,-0.3333333333333333
IDA GROVE,BOTTLED IN BOND BOURBON,low,-0.3333333333333333
VICTOR,SINGLE BARREL BOURBON WHISKIES,low,-0.3333333333333333
RIVERSIDE,IOWA SPIRITS MANUFACTURERS,high,-0.3333333333333333
LOST NATION,NEUTRAL GRAIN SPIRITS FLAVORED,low,-0.3333333333333333
BLAIRSTOWN,IMPORTED DRY GINS,low,-0.3333333333333333
SCHLESWIG,SINGLE MALT SCOTCH,low,-0.3333333333333333
CRESTON,AMERICAN DRY GINS,mid,-0.3333333333333333
WEBSTER CITY,MEZCAL,low,-0.3333333333333333
SCRANTON,IMPORTED FLAVORED VODKA,low,-0.3333333333333333
TABOR,MIXTO TEQUILA,high,-0.3333333333333333
LAMONI,SPECIAL ORDER ITEMS,low,-0.3333333333333333
RUNNELLS,CREAM LIQUEURS,high,-0.3333333333333333
NORA SPRINGS,IMPORTED FLAVORED VODKA,low,-0.3333333333333333
PELLA,WHISKEY LIQUEUR,mid,-0.3333333333333333
MONTICELLO,FLAVORED GIN,low,-0.3333333333333333
DUMONT,IMPORTED DRY GINS,low,-0.3333333333333333
DOON,GOLD RUM,low,-0.3333333333333333
HAMBURG,SPICED RUM,high,-0.33333333333333337
MOUNT AYR,IRISH WHISKIES,mid,-0.33333333333333337
RAYMOND,COFFEE LIQUEURS,high,-0.33333333333333337
GLENWOOD,COFFEE LIQUEURS,high,-0.33333333333333337
OXFORD,AMERICAN DRY GINS,mid,-0.33333333333333337
ORANGE CITY,AMERICAN VODKAS,mid,-0.3333333333333334
LONE TREE,STRAIGHT RYE WHISKIES,low,-0.3333333333333334
WOODWARD,SPICED RUM,high,-0.3333333333333334
SWISHER,COCKTAILS/RTD,low,-0.3346568349404424
FORT ATKINSON,CREAM LIQUEURS,high,-0.33471659919028335
JOHNSTON,IMPORTED DISTILLED SPIRIT SPECIALTY,low,-0.33519838526378976
MONONA,IMPORTED FLAVORED VODKA,low,-0.335486884105596
FARLEY,AMERICAN FLAVORED VODKA,low,-0.335785087576387
