City,Category Name,Grade,Avg Growth Rate
OSSIAN,STRAIGHT BOURBON WHISKIES,low,-0.3359570661896243
FARMINGTON,SCOTCH WHISKIES,low,-0.3360082837173181
SAINT ANSGAR,IMPORTED VODKAS,low,-0.3360134677818862
WASHINGTON,SINGLE BARREL BOURBON WHISKIES,mid,-0.33665185185185187
EARLY,MIXTO TEQUILA,low,-0.3368109068896894
PACIFIC JUNCTION,AMERICAN SCHNAPPS,high,-0.33744444444444444
CASCADE,IRISH WHISKIES,low,-0.33748743109349594
OKOBOJI,IMPORTED FLAVORED VODKA,low,-0.337629967544166
ZWINGLE,COCKTAILS/RTD,low,-0.33787878787878795
LAKE MILLS,CREAM LIQUEURS,high,-0.3386367169099768
PLEASANTVILLE,CREAM LIQUEURS,high,-0.34021397105097545
CLARENCE,COCKTAILS/RTD,low,-0.34069339531280257
NORWAY,IMPORTED CORDIALS & LIQUEUR,low,-0.34102258578151373
WEST POINT,SINGLE BARREL BOURBON WHISKIES,low,-0.34126984126984133
SANBORN,IMPORTED FLAVORED VODKA,low,-0.34134299879649665
ARNOLD'S PARK,AMERICAN VODKAS,high,-0.3415544594054126
DANVILLE,CREAM LIQUEURS,low,-0.34210526315789475
ROLFE,FLAVORED RUM,low,-0.342749531167541
FARMINGTON,TEMPORARY & SPECIALTY PACKAGES,high,-0.3427716976329855
MONTICELLO,IMPORTED CORDIALS & LIQUEURS,low,-0.3428206531654807
WEST UNION,FLAVORED RUM,high,-0.34394618834080726
DANVILLE,BLENDED WHISKIES,low,-0.34404825770901587
CORNING,IMPORTED BRANDIES,low,-0.3440765527767993
RIVERSIDE,GOLD RUM,low,-0.34528292497292234
EXIRA,IMPORTED CORDIALS & LIQUEUR,low,-0.3455857477630951
MAXWELL,AMERICAN FLAVORED VODKA,low,-0.3458580915763719
SAGEVILLE,COFFEE LIQUEURS,low,-0.346254518602195
DURANT,IMPORTED SCHNAPPS,high,-0.3473163002574767
WEBSTER CITY,BOTTLED IN BOND BOURBON,low,-0.34782608695652173
VICTOR,MIXTO TEQUILA,low,-0.3482460901098632
EDDYVILLE,WHITE RUM,low,-0.34844486943004155
ARNOLD'S PARK,IRISH WHISKIES,low,-0.3491008521274206
SIBLEY,FLAVORED GIN,low,-0.34932659932659926
MEDIAPOLIS,GOLD RUM,low,-0.34939706657746966
ROCKWELL,SCOTCH WHISKIES,low,-0.3495368447846822
CARLISLE,AGED DARK RUM,low,-0.3495657568238214
WALNUT,COCKTAILS/RTD,low,-0.3496870194810698
MALVERN,BLENDED WHISKIES,low,-0.34995103971508007
KELLOGG,IMPORTED FLAVORED VODKA,high,-0.3499999999999999
SPENCER,IMPORTED BRANDIES,high,-0.3502206434553325
ATKINS,IMPORTED CORDIALS & LIQUEUR,low,-0.35131524911931916
ORANGE CITY,100% AGAVE TEQUILA,high,-0.35169464432076997
GRANGER,IMPORTED CORDIALS & LIQUEUR,low,-0.352035952607926
POLK CITY,IRISH WHISKIES,high,-0.3521164021164021
FARLEY,IMPORTED CORDIALS & LIQUEUR,high,-0.3529411764705883
SHENANDOAH,IRISH WHISKIES,mid,-0.3530631331478376
NEW HAMPTON,AMERICAN FLAVORED VODKA,high,-0.3532267601658024
CENTERVILLE,100% AGAVE TEQUILA,mid,-0.3536945260179064
ADAIR,IMPORTED SCHNAPPS,high,-0.35406698564593303
GRANGER,MIXTO TEQUILA,high,-0.35416666666666663
WEBSTER CITY,WHITE RUM,high,-0.35431615568601865
WEST BEND,NEUTRAL GRAIN SPIRITS FLAVORED,low,-0.35503685503685506
OXFORD,IMPORTED BRANDIES,low,-0.35510701117630683
ROLFE,STRAIGHT BOURBON WHISKIES,low,-0.3555739659318233
MERRILL,AMERICAN FLAVORED VODKA,high,-0.3559787069718457
KALONA,WHITE RUM,high,-0.35641025641025637
DELAWARE,SCOTCH WHISKIES,low,-0.3567799301365513
WOODWARD,AMERICAN FLAVORED VODKA,low,-0.3577477352520442
LECLAIRE,SCOTCH WHISKIES,low,-0.3588178246381857
MERRILL,IOWA SPIRITS MANUFACTURERS,low,-0.35897620764239363
SULLY,AMERICAN BRANDIES,low,-0.3592639982458638
JEFFERSON,SPICED RUM,high,-0.3596340692946776
JEFFERSON,IMPORTED SCHNAPPS,high,-0.35984665645309105
EARLING,STRAIGHT BOURBON WHISKIES,low,-0.36019185010213217
EARLHAM,IMPORTED FLAVORED VODKA,low,-0.36020881670533633
POCAHONTAS,AMERICAN DRY GINS,mid,-0.3602556791179546
SWEA CITY,CREAM LIQUEURS,high,-0.3604036520903412
FORT MADISON,SCOTCH WHISKIES,mid,-0.36082678886177705
SWEA CITY,COFFEE LIQUEURS,low,-0.36090943216973814
DUNLAP,IMPORTED SCHNAPPS,high,-0.3611111111111111
ANAMOSA,CORN WHISKIES,low,-0.3611111111111111
FOREST CITY,GOLD RUM,high,-0.3611111111111111
TABOR,100% AGAVE TEQUILA,high,-0.3615763546798029
PRIMGHAR,CREAM LIQUEURS,low,-0.3618143068336591
WHITTEMORE,IMPORTED SCHNAPPS,low,-0.36202143950995413
CARTER LAKE,IOWA SPIRITS MANUFACTURERS,low,-0.36225224227660274
MURRAY,AMERICAN FLAVORED VODKA,low,-0.36305732484076436
FAYETTE,WHISKEY LIQUEUR,high,-0.3631376851343939
STRATFORD,WHITE RUM,low,-0.36362276797571697
FORT ATKINSON,SPICED RUM,high,-0.3636363636363636
RIVERSIDE,CORN WHISKIES,low,-0.36363636363636365
ARNOLD'S PARK,COCKTAILS/RTD,low,-0.36387927013517585
KANAWHA,IMPORTED SCHNAPPS,low,-0.364148942898391
VAN METER,AMERICAN FLAVORED VODKA,low,-0.36420331312456894
SEYMOUR,TENNESSEE WHISKIES,high,-0.36534216335540837
PALO,TENNESSEE WHISKIES,high,-0.3653421633554084
TABOR,IMPORTED SCHNAPPS,low,-0.3653685092127303
MERRILL,IMPORTED SCHNAPPS,high,-0.36547619047619045
WASHBURN,STRAIGHT RYE WHISKIES,low,-0.3660574522120319
SERGEANT BLUFF,GOLD RUM,low,-0.36627452154952267
NEW VIRGINIA,AMERICAN DRY GINS,low,-0.36629798308392975
KANAWHA,WHISKEY LIQUEUR,high,-0.3664497354497354
DOWS,STRAIGHT RYE WHISKIES,low,-0.3666666666666667
WINTHROP,WHITE RUM,high,-0.3666666666666667
MOUNT PLEASANT,SPECIAL ORDER ITEMS,low,-0.36781562102166837
NEW LONDON,CREAM LIQUEURS,low,-0.36806463136836665
WEST BURLINGTON,SINGLE MALT SCOTCH,high,-0.3684555382215289
ZWINGLE,100% AGAVE TEQUILA,low,-0.3693810246876568
POCAHONTAS,AGED DARK RUM,low,-0.3697089947089947
ANITA,IOWA SPIRITS MANUFACTURERS,high,-0.36974789915966394
MONTROSE,AMERICAN CORDIALS & LIQUEUR,low,-0.36996336996337
DUBUQUE,BOTTLED IN BOND BOURBON,high,-0.37034691436211387
WALL LAKE,CREAM LIQUEURS,high,-0.37080619272428117
SPIRIT LAKE,TENNESSEE WHISKIES,mid,-0.37222222222222223
SHELBY,FLAVORED RUM,low,-0.3727986050566696
OTHO,AMERICAN SCHNAPPS,low,-0.3728115345005149
DYSART,COFFEE LIQUEURS,low,-0.37378545743082103
DES MOINES,IMPORTED FLAVORED VODKA,high,-0.3739942266400267
ONAWA,IMPORTED CORDIALS & LIQUEURS,low,-0.37499999999999994
LE CLAIRE,WHISKEY LIQUEUR,mid,-0.375
CASCADE,100% AGAVE TEQUILA,mid,-0.375
ST ANSGAR,WHITE RUM,high,-0.375
MONONA,IMPORTED SCHNAPPS,high,-0.375
CLARINDA,AMERICAN DRY GINS,mid,-0.375
GUTTENBERG,AMERICAN SLOE GINS,low,-0.375
ACKLEY,COFFEE LIQUEURS,low,-0.3750555802578924
FAYETTE,IMPORTED FLAVORED VODKA,low,-0.3761730862627968
SPRINGVILLE,AMERICAN SCHNAPPS,low,-0.37622791988667764
FOREST CITY,SPECIAL ORDER ITEMS,low,-0.3765622957365727
SAC CITY,SCOTCH WHISKIES,high,-0.3781962608987257
LAKE VIEW,NEUTRAL GRAIN SPIRITS FLAVORED,low,-0.37823834196891193
ALBERT CITY,MIXTO TEQUILA,low,-0.37842602246983986
ROCKWELL CITY,AMERICAN BRANDIES,low,-0.37943143908676785
ARNOLD'S PARK,IMPORTED CORDIALS & LIQUEUR,low,-0.37961551267013416
MANSON,STRAIGHT BOURBON WHISKIES,high,-0.380141572603788
PRINCETON,AMERICAN CORDIALS & LIQUEUR,high,-0.3801652892561983
MELCHER-DALLAS,COCKTAILS/RTD,low,-0.38027826725291053
CLARKSVILLE,TEMPORARY & SPECIALTY PACKAGES,high,-0.38046387154326494
LOST NATION,BLENDED WHISKIES,high,-0.38053097345132747
MOUNT VERNON,CORN WHISKIES,low,-0.3808028919330289
LIME SPRINGS,IMPORTED SCHNAPPS,high,-0.38125
WALFORD,IMPORTED CORDIALS & LIQUEUR,low,-0.3815726861765406
WHITTEMORE,AMERICAN DISTILLED SPIRIT SPECIALTY,low,-0.38167938931297707
PRAIRIE CITY,IMPORTED BRANDIES,low,-0.38194593819459377
ARNOLD'S PARK,FLAVORED RUM,low,-0.3821977532957017
DENISON,AMERICAN DRY GINS,mid,-0.3833333333333333
TEMPLETON,IMPORTED CORDIALS & LIQUEUR,low,-0.3833543505674653
FAIRFAX,AMERICAN DRY GINS,low,-0.3839835728952772
FARMINGTON,AMERICAN FLAVORED VODKA,high,-0.384478144513827
MASON CITY,BLENDED WHISKIES,mid,-0.3845055974309799
VAN METER,CREAM LIQUEURS,low,-0.38461538461538464
ARNOLD'S PARK,TENNESSEE WHISKIES,low,-0.3851585676999487
ANITA,SINGLE MALT SCOTCH,low,-0.3851843871600955
LAKE VIEW,BOTTLED IN BOND BOURBON,low,-0.3868312757201646
LAKE MILLS,AMERICAN CORDIALS & LIQUEUR,high,-0.3868965645112655
LECLAIRE,AMERICAN VODKAS,low,-0.38789023253160354
RUTHVEN,IMPORTED VODKAS,low,-0.3881260096930533
MARTELLE,IMPORTED VODKAS,high,-0.38825591586327785
WYOMING,IOWA SPIRITS MANUFACTURERS,low,-0.3883599898451384
RICEVILLE,STRAIGHT RYE WHISKIES,low,-0.3885360049568446
FORT MADISON,COFFEE LIQUEURS,high,-0.3888888888888889
DAVENPORT,IMPORTED DRY GINS,high,-0.3888888888888889
SWEA CITY,AMERICAN CORDIALS & LIQUEUR,low,-0.38929666017806985
HARLAN,NEUTRAL GRAIN SPIRITS FLAVORED,high,-0.38970588235294124
LAMONI,TEMPORARY & SPECIALTY PACKAGES,high,-0.3899319727891156
HAZLETON,IRISH WHISKIES,low,-0.39018911930610267
MARTENSDALE,CREAM LIQUEURS,high,-0.39040195341848233
CALMAR,SPICED RUM,low,-0.390595021906336
HAZLETON,AMERICAN FLAVORED VODKA,high,-0.39065998742778624
ARNOLD'S PARK,WHITE RUM,low,-0.39087767614406166
ZWINGLE,AMERICAN FLAVORED VODKA,low,-0.3911893690966517
RUTHVEN,AMERICAN FLAVORED VODKA,low,-0.3913808267370273
LECLAIRE,MIXTO TEQUILA,low,-0.3920831424713112
EARLING,SINGLE BARREL BOURBON WHISKIES,low,-0.3921951219512195
CLEAR LAKE,IMPORTED CORDIALS & LIQUEURS,low,-0.39285714285714285
ARNOLD'S PARK,WHISKEY LIQUEUR,high,-0.39291453659948383
CORRECTIONVILLE,AMERICAN DRY GINS,low,-0.3929851231977553
MAQUOKETA,100% AGAVE TEQUILA,mid,-0.3933408305888023
CEDAR FALLS,BOTTLED IN BOND BOURBON,high,-0.3935051900372415
STANWOOD,STRAIGHT BOURBON WHISKIES,low,-0.39444444444444443
ANKENY,BOTTLED IN BOND BOURBON,high,-0.3958602596500705
STANTON,SPICED RUM,high,-0.3961830714629042
ALBURNETT,CANADIAN WHISKIES,high,-0.39620821780031695
POMEROY,AMERICAN SCHNAPPS,low,-0.3970315398886828
MELCHER-DALLAS,SCOTCH WHISKIES,low,-0.39738104685624304
ROLFE,AMERICAN BRANDIES,low,-0.3977630199231038
ROCKWELL CITY,COCKTAILS/RTD,low,-0.3977837872018393
KALONA,NEUTRAL GRAIN SPIRITS,low,-0.3992199459949446
CONRAD,IOWA SPIRITS MANUFACTURERS,low,-0.39963223509961704
MONTEZUMA,100% AGAVE TEQUILA,high,-0.39975184053432433
NORTH LIBERTY,TENNESSEE WHISKIES,mid,-0.399859943977591
CLIVE,TENNESSEE WHISKIES,mid,-0.39985994397759106
DELMAR,CREAM LIQUEURS,high,-0.39999999999999997
PLEASANTVILLE,FLAVORED RUM,low,-0.39999999999999997
AVOCA,IMPORTED VODKAS,high,-0.4
BOONE,AMERICAN VODKAS,mid,-0.4
LOGAN,MIXTO TEQUILA,high,-0.4
LATIMER,MIXTO TEQUILA,low,-0.4
RAYMOND,100% AGAVE TEQUILA,mid,-0.4
JEWELL,FLAVORED RUM,high,-0.4
ROLAND,100% AGAVE TEQUILA,mid,-0.4
MONTICELLO,IOWA SPIRITS MANUFACTURERS,mid,-0.4
WOODBINE,MIXTO TEQUILA,high,-0.4
IDA GROVE,MEZCAL,low,-0.4
LECLAIRE,TENNESSEE WHISKIES,high,-0.4000000000000001
PACIFIC JUNCTION,STRAIGHT RYE WHISKIES,high,-0.40002666666666664
LAURENS,STRAIGHT RYE WHISKIES,low,-0.4000411820232952
MAXWELL,AMERICAN CORDIALS & LIQUEUR,low,-0.400043084877208
CORYDON,100% AGAVE TEQUILA,high,-0.4008739650413983
EAGLE GROVE,IMPORTED VODKAS,high,-0.4014202172096908
ROCKWELL CITY,IMPORTED FLAVORED VODKA,low,-0.40146886179963304
CAMANCHE,GOLD RUM,low,-0.40173448230703507
GRANGER,COCKTAILS/RTD,low,-0.40173553208572665
HUXLEY,SINGLE MALT SCOTCH,low,-0.4018143694850855
FREDERICKSBURG,AMERICAN SCHNAPPS,low,-0.40254922642012475
MANNING,AMERICAN DRY GINS,low,-0.402808087389632
WASHBURN,SPICED RUM,low,-0.40335863698254326
CALMAR,COCKTAILS/RTD,low,-0.4033850493653032
HULL,WHITE RUM,low,-0.403545175925894
GRANGER,CREAM LIQUEURS,high,-0.40444444444444444
LECLAIRE,GOLD RUM,low,-0.40635757086396673
ARNOLD'S PARK,IOWA SPIRITS MANUFACTURERS,low,-0.4068219876942498
OXFORD,NEUTRAL GRAIN SPIRITS,low,-0.4074074074074074
ALBURNETT,TEMPORARY & SPECIALTY PACKAGES,low,-0.4075925264786386
MARENGO,SPECIAL ORDER ITEMS,low,-0.40767967031437086
LIME SPRINGS,AMERICAN CORDIALS & LIQUEUR,high,-0.40771349862258954
MAQUOKETA,IMPORTED CORDIALS & LIQUEUR,mid,-0.4077524538346365
RAYMOND,GOLD RUM,low,-0.40849971284753894
FLOYD,STRAIGHT RYE WHISKIES,low,-0.4085245712337066
FARLEY,BLENDED WHISKIES,low,-0.4087861592894817
MORAVIA,SCOTCH WHISKIES,mid,-0.40938295550975873
LA PORTE CITY,IOWA SPIRITS MANUFACTURERS,low,-0.4097030121407715
WAPELLO,SCOTCH WHISKIES,low,-0.41009394800087395
LECLAIRE,COFFEE LIQUEURS,low,-0.41049038951120165
MONTICELLO,COFFEE LIQUEURS,high,-0.41111111111111115
ARNOLD'S PARK,FLAVORED RUM,high,-0.411220516950422
POSTVILLE,AMERICAN BRANDIES,high,-0.4112458150597771
PRIMGHAR,IMPORTED VODKAS,low,-0.41166614330446566
MEDIAPOLIS,AGED DARK RUM,low,-0.4117647058823529
BETTENDORF,BOTTLED IN BOND BOURBON,high,-0.411764705882353
OAKLAND,IMPORTED CORDIALS & LIQUEUR,high,-0.4119208814549316
ARNOLD'S PARK,AMERICAN VODKAS,low,-0.4119789091931605
NORTHWOOD,IMPORTED VODKAS,high,-0.41244319207747987
GRINNELL,TENNESSEE WHISKIES,mid,-0.41246498599439774
TEMPLETON,100% AGAVE TEQUILA,low,-0.4128113879003559
RIVERSIDE,AMERICAN CORDIALS & LIQUEUR,high,-0.41298099711942937
WELLSBURG,COFFEE LIQUEURS,low,-0.4143730365514765
SHUEYVILLE,WHISKEY LIQUEUR,high,-0.4145758506920317
ARNOLD'S PARK,CANADIAN WHISKIES,low,-0.41465808974126667
GREENE,AMERICAN DRY GINS,low,-0.41481190935255574
ALLERTON,CREAM LIQUEURS,low,-0.41485371342835703
COGGON,IMPORTED VODKAS,low,-0.41490003760226296
CLARENCE,IMPORTED BRANDIES,low,-0.41631784814753336
LAKE MILLS,AMERICAN SLOE GINS,low,-0.41666666666666663
WALCOTT,IMPORTED DRY GINS,low,-0.41666666666666663
NEW LONDON,AMERICAN DRY GINS,low,-0.41666666666666663
MARQUETTE,SPICED RUM,high,-0.41666666666666663
WALL LAKE,GOLD RUM,high,-0.41666666666666663
GUTHRIE CENTER,TENNESSEE WHISKIES,high,-0.4166666666666667
ELY,SPICED RUM,high,-0.4166666666666667
WHAT CHEER,IRISH WHISKIES,low,-0.4166666666666667
LEON,FLAVORED RUM,high,-0.4166666666666667
LAWLER,IOWA SPIRITS MANUFACTURERS,low,-0.41666666666666674
SHELLSBURG,IMPORTED BRANDIES,low,-0.41733711234602505
CHARITON,AMERICAN DRY GINS,mid,-0.4180076628352491
CAMANCHE,IOWA SPIRITS MANUFACTURERS,low,-0.4189299499725958
PANORA,IMPORTED BRANDIES,low,-0.419176605350044
NORWALK,AMERICAN BRANDIES,high,-0.42025791469014123
LIME SPRINGS,AMERICAN CORDIALS & LIQUEUR,low,-0.4203076923076923
BANCROFT,NEUTRAL GRAIN SPIRITS FLAVORED,high,-0.4216171617161716
TOLEDO,STRAIGHT RYE WHISKIES,mid,-0.42196531791907516
MAQUOKETA,STRAIGHT RYE WHISKIES,mid,-0.42196531791907516
NEW HAMPTON,STRAIGHT RYE WHISKIES,mid,-0.42196531791907516
MARENGO,STRAIGHT RYE WHISKIES,mid,-0.42196531791907516
PRIMGHAR,AMERICAN VODKAS,low,-0.4220347760469714
CASCADE,NEUTRAL GRAIN SPIRITS FLAVORED,low,-0.4222222222222222
HAMBURG,AMERICAN FLAVORED VODKA,low,-0.4225297765213803
SIOUX CENTER,AGED DARK RUM,low,-0.42292227469554966
LAKE MILLS,NEUTRAL GRAIN SPIRITS FLAVORED,low,-0.4229744500614838
LECLAIRE,WHITE RUM,low,-0.42342323111143365
SPIRIT LAKE,AMERICAN SLOE GINS,low,-0.4246031746031746
LA PORTE CITY,AMERICAN SCHNAPPS,low,-0.4260670918757672
BUFFALO,AMERICAN CORDIALS & LIQUEUR,low,-0.4261229314420804
GREENFIELD,MIXTO TEQUILA,high,-0.4261904761904762
PLEASANTVILLE,AMERICAN SCHNAPPS,high,-0.42666666666666664
PRIMGHAR,TENNESSEE WHISKIES,low,-0.42668403175595815
ORANGE CITY,IMPORTED VODKAS,low,-0.4270040209500208
KELLOGG,IOWA SPIRITS MANUFACTURERS,low,-0.42706433967178953
WYOMING,CANADIAN WHISKIES,high,-0.4271639558796036
LISBON,GOLD RUM,low,-0.4275343683538551
PRIMGHAR,IMPORTED CORDIALS & LIQUEUR,low,-0.4277380804182746
ROLFE,SPICED RUM,low,-0.4277598622194156
TEMPLETON,FLAVORED RUM,low,-0.42776035148989083
LECLAIRE,SPICED RUM,low,-0.42804107068184494
DEWITT,WHISKEY LIQUEUR,mid,-0.42857142857142855
SOLON,AGED DARK RUM,low,-0.42857142857142855
COUNCIL BLUFFS,IMPORTED DRY GINS,high,-0.42857142857142855
CORNING,CREAM LIQUEURS,high,-0.42857142857142855
WINDSOR HEIGHTS,COCKTAILS/RTD,high,-0.42857142857142855
LE CLAIRE,AMERICAN BRANDIES,high,-0.42859316479400744
MONTICELLO,100% AGAVE TEQUILA,high,-0.4293547188208701
PRIMGHAR,WHISKEY LIQUEUR,low,-0.4298146681027631
GRIMES,MEZCAL,low,-0.42992261392949266
JEWELL,SCOTCH WHISKIES,low,-0.4299467589896482
LAMONI,AMERICAN BRANDIES,low,-0.4303489544422548
GOWRIE,COCKTAILS/RTD,low,-0.4304689985501935
LECLAIRE,IRISH WHISKIES,low,-0.43130139455901
VILLISCA,AMERICAN SCHNAPPS,low,-0.43188890420832726
LECLAIRE,AGED DARK RUM,low,-0.4321167883211679
GARNER,TENNESSEE WHISKIES,high,-0.43322295805739514
ARNOLD'S PARK,SCOTCH WHISKIES,low,-0.43361824303933555
ZWINGLE,AMERICAN SCHNAPPS,low,-0.43406511751339333
WHITTEMORE,AMERICAN SCHNAPPS,low,-0.43435770634640297
APLINGTON,STRAIGHT BOURBON WHISKIES,low,-0.4344249806695386
IDA GROVE,SINGLE MALT SCOTCH,high,-0.4347498405704679
FREDERICKSBURG,IMPORTED DISTILLED SPIRIT SPECIALTY,low,-0.43481095176010437
ROCKWELL CITY,SCOTCH WHISKIES,low,-0.43486773588835664
WEST BEND,SINGLE MALT SCOTCH,high,-0.43509768682242456
DEWITT,SPECIAL ORDER ITEMS,high,-0.4351407407407408
CARROLL,IOWA SPIRITS MANUFACTURERS,high,-0.43520203858755
PRIMGHAR,CANADIAN WHISKIES,low,-0.4356256726478856
LAWLER,CANADIAN WHISKIES,high,-0.43623789059370044
ELDORA,TEMPORARY & SPECIALTY PACKAGES,mid,-0.43709090909090914
DOWS,IOWA SPIRITS MANUFACTURERS,low,-0.43711728685821954
GLIDDEN,NEUTRAL GRAIN SPIRITS,low,-0.4375
MONTEZUMA,IMPORTED SCHNAPPS,high,-0.4379742790249798
ELKADER,BLENDED WHISKIES,high,-0.43824868369504805
ARNOLD'S PARK,100% AGAVE TEQUILA,low,-0.44030649621659207
BELLE PLAINE,AMERICAN SLOE GINS,low,-0.4405594405594406
AURELIA,IOWA SPIRITS MANUFACTURERS,low,-0.44067258883248733
LISBON,AMERICAN SCHNAPPS,low,-0.44071878068330045
LECLAIRE,WHISKEY LIQUEUR,low,-0.4416020616342746
NORA SPRINGS,AMERICAN BRANDIES,low,-0.4422145535210405
LARCHWOOD,AGED DARK RUM,low,-0.44252887332917357
WAUKEE,IMPORTED FLAVORED VODKA,high,-0.44325812610988063
LOST NATION,IMPORTED VODKAS,low,-0.44335200169439193
NEVADA,IMPORTED SCHNAPPS,high,-0.4434742770905759
FORT ATKINSON,FLAVORED RUM,high,-0.4438697318007663
CENTERVILLE,SINGLE MALT SCOTCH,mid,-0.44397192965296234
VICTOR,IMPORTED FLAVORED VODKA,low,-0.44444444444444436
ADAIR,AMERICAN SLOE GINS,low,-0.4444444444444445
MOUNT VERNON,WHITE RUM,high,-0.4444444444444445
ROCK RAPIDS,SPECIAL ORDER ITEMS,low,-0.4447105788423154
MITCHELLVILLE,100% AGAVE TEQUILA,low,-0.44499259990133205
WINTHROP,MIXTO TEQUILA,high,-0.4455479452054794
DONNELLSON,COFFEE LIQUEURS,low,-0.4458932238193019
RAYMOND,WHITE RUM,high,-0.446
WALNUT,SPICED RUM,high,-0.44713947990543734
SPENCER,SPECIAL ORDER ITEMS,low,-0.4471874163208869
MIDDLETOWN,IMPORTED VODKAS,high,-0.44747474747474747
HAMPTON,STRAIGHT RYE WHISKIES,mid,-0.44750582750582746
LIVERMORE,GOLD RUM,low,-0.44766091606133984
RUTHVEN,MIXTO TEQUILA,low,-0.44787276740919124
CALMAR,IMPORTED SCHNAPPS,low,-0.4479937894314264
DELHI,AMERICAN VODKAS,high,-0.44801736521361063
LA PORTE CITY,AMERICAN DRY GINS,low,-0.44807050877414173
AMANA,IMPORTED FLAVORED VODKA,low,-0.44831393476560705
WEBSTER CITY,FLAVORED GIN,low,-0.4493106315927693
ROCKWELL,IRISH WHISKIES,low,-0.44982523323652623
DEWITT,IMPORTED FLAVORED VODKA,high,-0.44999999999999996
GLENWOOD,IMPORTED CORDIALS & LIQUEURS,low,-0.45
APLINGTON,CREAM LIQUEURS,low,-0.45121951219512196
BURLINGTON,FLAVORED GIN,low,-0.4512806674071798
BELMOND,SPECIAL ORDER ITEMS,low,-0.4514035087719298
INDIANOLA,STRAIGHT RYE WHISKIES,high,-0.4533202355431585
RED OAK,AMERICAN BRANDIES,high,-0.45364583333333336
CRESTON,IOWA SPIRITS MANUFACTURERS,mid,-0.45454545454545453
STANTON,AMERICAN CORDIALS & LIQUEUR,low,-0.45454545454545453
BRITT,STRAIGHT BOURBON WHISKIES,mid,-0.45454545454545453
HAMBURG,FLAVORED RUM,low,-0.4545454545454546
HAZLETON,IMPORTED CORDIALS & LIQUEUR,high,-0.4546573656134591
FREDERICKSBURG,IOWA SPIRITS MANUFACTURERS,high,-0.45487860742098024
LAKE MILLS,NEUTRAL GRAIN SPIRITS FLAVORED,high,-0.45535714285714296
WASHBURN,TENNESSEE WHISKIES,high,-0.45561405082699896
SHUEYVILLE,100% AGAVE TEQUILA,high,-0.45566502463054187
ARNOLD'S PARK,MIXTO TEQUILA,low,-0.45610900484851635
EDGEWOOD,WHITE RUM,low,-0.45612225341205476
EMMETSBURG,100% AGAVE TEQUILA,high,-0.45678101746826266
ARNOLD'S PARK,BLENDED WHISKIES,low,-0.45831866444974567
INWOOD,IRISH WHISKIES,high,-0.45833333333333326
LARCHWOOD,AMERICAN DRY GINS,mid,-0.4583333333333333
CORNING,MIXTO TEQUILA,high,-0.4583333333333333
MALVERN,AMERICAN FLAVORED VODKA,low,-0.4583974798609554
RUTHVEN,AMERICAN VODKAS,high,-0.4588607594936709
ARNOLD'S PARK,CREAM LIQUEURS,low,-0.4588633087138564
WYOMING,AMERICAN VODKAS,high,-0.4593151933342013
MORAVIA,IMPORTED BRANDIES,low,-0.45932848736587056
EXIRA,AMERICAN DRY GINS,low,-0.46149897330595485
FORT ATKINSON,CANADIAN WHISKIES,high,-0.4617185975411435
OSSIAN,TENNESSEE WHISKIES,low,-0.4623043427091915
MONONA,IOWA SPIRITS MANUFACTURERS,low,-0.46269561251920127
HARTLEY,SCOTCH WHISKIES,low,-0.46384753525972844
TABOR,IMPORTED BRANDIES,low,-0.4649286157666046
ROLFE,CREAM LIQUEURS,low,-0.4649879739364349
FORT ATKINSON,IOWA SPIRITS MANUFACTURERS,low,-0.4651930056087099
INWOOD,GOLD RUM,low,-0.4653604420149371
SHEFFIELD,CREAM LIQUEURS,high,-0.4662324203107481
DANVILLE,AMERICAN VODKAS,high,-0.4663492063492063
GOLDFIELD,FLAVORED RUM,low,-0.4666370106761566
WASHINGTON,BOTTLED IN BOND BOURBON,mid,-0.4666666666666667
SLOAN,IMPORTED FLAVORED VODKA,low,-0.46675031367628605
DYSART,TEMPORARY & SPECIALTY PACKAGES,low,-0.4668108216835964
BUFFALO CENTER,AMERICAN FLAVORED VODKA,high,-0.46690734055355004
CALMAR,IRISH WHISKIES,low,-0.4677732146931326
SHENANDOAH,IMPORTED BRANDIES,high,-0.4690831556503198
LE GRAND,IMPORTED BRANDIES,high,-0.4690831556503198
ELY,AMERICAN CORDIALS & LIQUEUR,low,-0.4692144373673036
SLATER,AMERICAN SCHNAPPS,low,-0.46983346983346985
ANAMOSA,TEMPORARY & SPECIALTY PACKAGES,mid,-0.4707971699464352
WALNUT,IMPORTED BRANDIES,low,-0.4713169856249015
WALKER,COCKTAILS/RTD,low,-0.47139588100686497
GARNER,WHITE RUM,high,-0.47222222222222215
MURRAY,SCOTCH WHISKIES,low,-0.47333772218564846
ESTHERVILLE,100% AGAVE TEQUILA,mid,-0.4739630350354034
WHAT CHEER,CANADIAN WHISKIES,high,-0.4749490744841024
WESLEY,IMPORTED BRANDIES,low,-0.47499166388796266
CHEROKEE,AMERICAN BRANDIES,high,-0.4753022688992205
BETTENDORF,GOLD RUM,high,-0.47703896856439226
CALMAR,AMERICAN BRANDIES,low,-0.47750449830297553
AURELIA,AMERICAN BRANDIES,low,-0.47793326157158234
HAMBURG,IMPORTED VODKAS,low,-0.4781902552204177
ROLFE,AMERICAN FLAVORED VODKA,low,-0.4790954087514514
