_c0,Store Number,Recency,Frequency,Monetary,r_seg,f_seg,m_seg,RFMScore,prediction,Store,Report Date,Name,Store Status,Address,State,Zip Code,latitude,longitude,City
888,4184,0,808,108527.21,1,2,2,122,1,4184,2022-11-01,FAREWAY STORES #998 / MUSCATINE,A,2100 CEDAR PLAZA DR,IA,52761,41.435515,-91.081922,MUSCATINE
889,2500,5,4562,897830.01,2,1,1,211,0,2500,2022-11-01,HY-VEE FOOD STORE #1 / AMES,A,3800 W LINCOLN WAY,IA,50010,42.022832,-93.669899,AMES
890,2566,3,2004,341499.32,1,1,1,111,1,2566,2022-11-01,HY-VEE FOOD STORE / KNOXVILLE,A,813 N LINCOLN STE 1,IA,50138,,,KNOXVILLE
891,4641,3,957,92170.94,1,2,2,122,1,4641,2022-11-01,KUM & GO #573 / SE 14TH DM,A,5830 SE 14TH ST,IA,50315,41.533413,-93.596875,DES MOINES
892,5975,3,391,41488.09,1,3,3,133,1,5975,2022-11-01,CASEY'S GENERAL STORE #1676 / CARLISLE,A,1001 HWY 5,IA,50047,41.49837,-93.497184,CARLISLE
893,6166,178,748,74814.55,4,2,2,422,1,6166,2022-11-01,DANNYS TOBACCO & LIQUOR / GUTTENBERG,I,531 U.S. 52,IA,52052,,,GUTTENBERG
894,4551,17,523,55456.28,4,3,3,433,1,4551,2022-11-01,CASEY'S GENERAL STORE #2845 / URBANA,A,201 SUNSET ST,IA,52345,,,URBANA
895,4720,10,383,57024.03,3,3,2,332,1,4720,2022-11-01,CHARITON BP,A,107 EAST GRACE,IA,50049,41.005258,-93.293312,CHARITON
896,5217,3,148,12034.67,1,4,4,144,1,5217,2022-11-01,CASEY'S GENERAL STORE #1511 / SEYMOU,A,500 W MAIN ST,IA,52590,40.681485,-93.121487,SEYMOUR
897,4779,3,222,38947.66,1,4,3,143,1,4779,2022-11-01,CASEY'S GENERAL STORE #3782 / MOUNT AYR,A,1305 E SOUTH STREET,IA,50854,40.711112,-94.22241,MOUNT AYR
898,3917,5,1840,98540.47,2,1,2,212,1,3917,2022-11-01,SMOKIN' JOE'S #2 TOBACCO AND LIQUOR OUTLET,A,1606 W LOCUST ST,IA,52804,41.538254,-90.599037,DAVENPORT
899,6032,14,284,29806.89,4,3,4,434,1,6032,2022-11-01,CASEY'S GENERAL STORE #1167 / HOLSTEIN,A,714 S MAIN ST,IA,51025,42.480404,-95.544807,HOLSTEIN
900,10059,12,18,3849.14,4,4,4,444,1,10059,2022-11-01,VALENTINA MEXICAN GROCERY STORE / EAGLE GROVE,A,223 WEST BROADWAY STREET,IA,50533,42.664079,-93.904251,EAGLE GROVE
901,2502,3,8685,1805732.97,1,1,1,111,0,2502,2022-11-01,HY-VEE WINE AND SPIRITS / ANKENY,A,410 NORTH ANKENY BLVD,IA,50021,41.734636,-93.600406,ANKENY
902,5484,4,408,60372.87,2,3,2,232,1,5484,2022-11-01,CASEY'S GENERAL STORE #3610 / CEDAR FALLS,A,1225 FOUNTAINS WAY,IA,50613,,,CEDAR FALLS
903,4697,6,1403,398134.09,3,1,1,311,1,4697,2022-11-01,SOUTHSIDE LIQUOR & TOBACCO / IOWA CITY,A,1921 KEOKUK ST,IA,52240,41.641878,-91.524879,IOWA CITY
904,6126,3,1329,182061.7,1,1,1,111,1,6126,2022-11-01,CASH SAVER #34 / DES MOINES,A,4121 FLEUR DRIVE,IA,50321,41.546859,-93.64492,DES MOINES
905,5968,10,267,30840.55,3,3,4,334,1,5968,2022-11-01,CASEY'S GENERAL STORE #1496 / RED OAK,A,201 N. BROADWAY ST,IA,51566,41.006837,-95.23275,RED OAK
906,6085,31,270,19931.4,4,3,4,434,1,6085,2022-11-01,CIRCLE K #22654122 / BOONE,A,1704 S STORY ST,IA,50036,42.037102,-93.879597,BOONE
907,5667,28,133,17197.44,4,4,4,444,1,5667,2022-11-01,STANWOOD FOOD MART LLC,A,1118 HWY 30,IA,52337,41.888461,-91.146702,STANWOOD
908,2635,0,5650,1249410.54,1,1,1,111,0,2635,2022-11-01,HY-VEE #4 / DAVENPORT,A,4064 E 53RD ST,IA,52807,41.574973,-90.513769,DAVENPORT
909,5612,13,243,32512.56,4,4,3,443,1,5612,2022-11-01,CASEY'S GENERAL STORE #66 / LAPORTE CITY,A,402 HWY 218 N,IA,50651,42.319133,-92.196459,LA PORTE CITY
910,4231,6,1009,216248.69,3,2,1,321,1,4231,2022-11-01,FAREWAY STORES #719 / LE MARS,A,115 PLYMOUTH ST NE,IA,51031,42.793066,-96.164909,LE MARS
911,4981,20,251,29496.47,4,4,4,444,1,4981,2022-11-01,SINCLAIR FOOD MART,A,206 N MAIN ST,IA,50675,42.196408,-92.465474,TRAER
912,5989,13,400,25028.25,4,3,4,434,1,5989,2022-11-01,CASEY'S GENERAL STORE #1134 / GRINNELL,A,1718 6TH AVE,IA,50112,41.746159,-92.710948,GRINNELL
913,6071,0,540,127760.95,1,3,2,132,1,6071,2022-11-01,A&Z LIQUORS / HAMPTON,A,721 CENTRAL AVE W,IA,50441,42.741728,-93.216945,HAMPTON
914,5209,35,121,19885.92,4,4,4,444,1,5209,2022-11-01,KWIK STOP #848 / DUBUQUE,A,3201 CENTRAL AVE,IA,52001,42.527712,-90.683042,DUBUQUE
915,3896,230,263,12992.78,4,3,4,434,1,3896,2022-11-01,SMOKIN' JOE'S #18 TOBACCO AND LIQUOR OUTLET,I,1901 BROADWAY ST,IA,52240,41.641383,-91.520308,IOWA CITY
916,6054,6,1637,335076.86,3,1,1,311,1,6054,2022-11-01,LIBERTY VIEW WINE & SPIRITS / NORTH LIBERTY,A,595 COUNTRY LANE  STE 1,IA,52317,41.751844,-91.622337,NORTH LIBERTY
917,4191,5,604,86570.97,2,2,2,222,1,4191,2022-11-01,FAREWAY STORES #995 / PELLA,A,2010 WASHINGTON ST,IA,50219,41.412275,-92.942111,PELLA
918,6051,3,245,33126.5,1,4,3,143,1,6051,2022-11-01,CASEY'S GENERAL STORE #1712 / SHENANDOAH,A,605 S FREMONT ST,IA,51601,40.76144,-95.385108,SHENANDOAH
919,5716,0,552,45732.01,1,3,3,133,1,5716,2022-11-01,BIG 10 MART #69,A,2480 EAST 53RD,IA,52722,41.575178,-90.498167,BETTENDORF
920,4385,13,686,35196.14,4,2,3,423,1,4385,2022-11-01,KUM & GO #43 / NEW VIRGINIA,A,1453 CO HWY G76,IA,50210,,,NEW VIRGINIA
921,4902,6,1104,145293.59,3,2,2,322,1,4902,2022-11-01,BROADWAY LIQUOR,A,821 BROADWAY ST,IA,50703,42.513772,-92.345144,WATERLOO
922,4275,3,949,212049.18,1,2,1,121,1,4275,2022-11-01,FAREWAY STORES #980 / KNOXVILLE,A,1308 S LINCOLN ST,IA,50138,41.30826,-93.109476,KNOXVILLE
923,4346,3,1866,94465.64,1,1,2,112,1,4346,2022-11-01,ROY'S FOODLAND,A,105 PEARL ST,IA,52332,,,SHELLSBURG
924,4368,4,547,49254.28,2,3,3,233,1,4368,2022-11-01,KUM & GO #570 / JOHNSTON,A,5800 NORTHGLEN DR,IA,50131,41.682764,-93.698137,JOHNSTON
925,4596,3,1341,54227.8,1,1,3,113,1,4596,2022-11-01,QUIK TRIP #534 / E UNIVERSITY DM,A,2945 E UNIVERSITY,IA,50317,41.600468,-93.55893,DES MOINES
926,4811,3,261,34098.12,1,4,3,143,1,4811,2022-11-01,CASEY'S GENERAL STORE #1327 / LOVILIA,A,1807 HWY 5 S,IA,50150,41.135611,-92.906673,LOVILIA
927,6050,3,469,43726.42,1,3,3,133,1,6050,2022-11-01,CASEY'S GENERAL STORE #2539 / SHENANDOAH,A,501 W CLARINDA AVE,IA,51601,40.765317,-95.371672,SHENANDOAH
928,5963,12,342,35121.32,4,3,3,433,1,5963,2022-11-01,CASEY'S GENERAL STORE #1798 / FOREST CITY,A,106 HWY 69 S,IA,50436,43.263043,-93.63303,FOREST CITY
929,5417,0,982,93198.36,1,2,2,122,1,5417,2022-11-01,CASEY'S GENERAL STORE # 2792/CEDAR RAPIDS,A,9001 6TH STREET SW,IA,52404,41.88924,-91.675979,CEDAR RAPIDS
930,5827,5,282,46229.03,2,3,3,233,1,5827,2022-11-01,CASEY'S GENERAL STORE #2636 / KEOKUK,A,3530 MAIN ST,IA,52632,40.422712,-91.410366,KEOKUK
931,4571,21,295,43286.81,4,3,3,433,1,4571,2022-11-01,CASEY'S GENERAL STORE #2357 / ALLISON,A,"100, CHERRY ST",IA,50602,42.745202,-92.790457,ALLISON
932,5483,123,132,10691.11,4,4,4,444,1,5483,2022-11-01,TIGER MART,A,708 MAIN,IA,51535,41.234726,-95.139217,GRISWOLD
933,4301,0,1622,414298.84,1,1,1,111,1,4301,2022-11-01,SAHOTA FOOD MART,A,1805 SE 14TH ST,IA,50320,41.57222,-93.596849,DES MOINES
934,4169,3,5029,349070.07,1,1,1,111,0,4169,2022-11-01,SUPER QUICK 2 / HUBBELL,A,1824 HUBBELL AVE,IA,50317,41.596083,-93.586527,DES MOINES
935,5558,3,435,52390.7,1,3,3,133,1,5558,2022-11-01,CASEY'S GENERAL STORE #1280 / FORT DODGE,A,1133 S 22ND ST,IA,50501,42.49188,-94.167864,FORT DODGE
936,4643,10,117,24159.68,3,4,4,344,1,4643,2022-11-01,CUBBY'S RED OAK,A,"2405, N BROADWAY ST",IA,51566,41.027387,-95.232924,RED OAK
937,5879,11,223,29106.08,3,4,4,344,1,5879,2022-11-01,HOMETOWN FOODS - CONRAD,A,119 N MAIN ST,IA,50621,42.225148,-92.874589,CONRAD
938,6239,6,1095,105413.1,3,2,2,322,1,6239,2022-11-01,LARCHWOOD QUICK STOP / LARCHWOOD,A,832 BROADWAY STREET,IA,51241,43.45255,-96.43415,LARCHWOOD
939,4711,105,85,11700.89,4,4,4,444,1,4711,2022-11-01,WALGREENS #06154 / DUBUQUE,A,2260 JOHN F KENNEDY RD,IA,52002,42.51147,-90.720519,DUBUQUE
940,9002,5,42,116847.12,2,4,2,242,1,9002,2022-11-01,MISSISSIPPI RIVER DISTILLERY - LECLAIRE,I,303 N CODY RD,IA,52753,41.599733,-90.343594,LECLAIRE
941,6332,7,138,16085.29,3,4,4,344,1,6332,2022-11-01,KWIK STAR #1107 / CEDAR RAPIDS,A,1900 16TH AVE SW,IA,52404,41.962504,-91.699055,CEDAR RAPIDS
942,2582,4,4695,623855.73,2,1,1,211,0,2582,2022-11-01,HY-VEE #2 FOOD STORE / MASON CITY,A,551 S ILLINOIS AVE,IA,50401,43.14623,-93.17114,MASON CITY
943,5197,6,1829,80338.75,3,1,2,312,1,5197,2022-11-01,KUM & GO #201 / CORALVILLE,A,822 1ST  AVE,IA,52241,41.68129,-91.565761,CORALVILLE
944,5848,6,257,15299.85,3,4,4,344,1,5848,2022-11-01,WEST FORTY MARKET - GREENE,A,107 E TRAER ST,IA,50636,42.895914,-92.801846,GREENE
945,5931,6,398,44377.94,3,3,3,333,1,5931,2022-11-01,THRIFTWAY / LA PORTE CITY,A,304 4TH ST,IA,50651,42.316113,-92.190524,LA PORTE CITY
946,5983,3,115,15213.54,1,4,4,144,1,5983,2022-11-01,CASEY'S GENERAL STORE #1997 / WAUKON,A,516 ROSSVILLE RD,IA,52172,43.264239,-91.474407,WAUKON
947,9049,5,7,12263.4,2,4,4,244,1,9049,2022-11-01,TYCOGA VINEYARD & WINERY,I,2585 195TH ST,IA,52742,41.89179,-90.588386,DEWITT
948,4739,18,82,17239.14,4,4,4,444,1,4739,2022-11-01,WALGREENS #05306 / COUNCIL BLUFFS,A,301 W BENNETT AVE,IA,51503,41.244764,-95.828329,COUNCIL BLUFFS
949,3390,5,5218,1481016.59,2,1,1,211,0,3390,2022-11-01,OKOBOJI AVENUE LIQUOR,A,1610 OKOBOJI AVENUE,IA,51351,43.331525,-95.149955,MILFORD
950,6201,0,1320,177674.23,1,1,1,111,1,6201,2022-11-01,NEIGHBORHOOD TOBACCO OUTLET / MARION,A,2500 7TH AVENUE,IA,52302,42.033257,-91.585363,MARION
951,2688,10,212,23330.7,3,4,4,344,1,2688,2022-11-01,HY-VEE C-STORE - EAST HICKMAN,A,1025 EAST HICKMAN,IA,50263,41.615059,-93.854273,WAUKEE
952,5803,4,964,79628.4,2,2,2,222,1,5803,2022-11-01,CASEY'S GENERAL STORE #3333 / PLEASANT HILL,A,5550 E UNIVERSITY AVE,IA,50327,41.599179,-93.50413,PLEASANT HILL
953,4513,3,728,79820.29,1,2,2,122,1,4513,2022-11-01,CASEY'S GENERAL STORE #1144 / POLK CITY,A,1100 S 3RD ST,IA,50226,41.763975,-93.717066,POLK CITY
954,4780,12,277,47991.78,4,3,3,433,1,4780,2022-11-01,CASEY'S GENERAL STORE #3043 / BRITT,A,"576, N MAIN AVE",IA,50423,43.101934,-93.801984,BRITT
955,4788,49,120,23341.5,4,4,4,444,1,4788,2022-11-01,WALGREENS #12580 / CEDAR RAPIDS,A,324 EDGEWOOD RD NW,IA,52405,41.97504,-91.715942,CEDAR RAPIDS
956,6220,4,391,55471.39,2,3,3,233,1,6220,2022-11-01,PRIME WINE AND SPIRITS / MASON CITY,A,1104 NORTH FEDERAL AVENUE,IA,50401,43.162193,-93.201036,MASON CITY
957,5420,0,344,35953.27,1,3,3,133,1,5420,2022-11-01,CASEY'S GENERAL STORE # 2212/ CEDAR RAPIDS,A,130 41ST AVE. DR. SW,IA,52404,41.937617,-91.656312,CEDAR RAPIDS
958,5506,7,277,25325.79,3,3,4,334,1,5506,2022-11-01,CASEY'S GENERAL STORE #2168 / DAVENPORT,A,1691 W 53RD ST,IA,52806,41.574434,-90.599933,DAVENPORT
959,4945,224,288,10682.13,4,3,4,434,1,4945,2022-11-01,OSAGE LIQUORS,I,"508, MAIN ST",IA,50461,43.284116,-92.814028,OSAGE
960,2627,4,2023,330495.91,2,1,1,211,1,2627,2022-11-01,HY-VEE WINE & SPIRITS #1 / MLK,A,3330 MARTIN LUTHER KING JR PKWY,IA,50310,41.625924,-93.650787,DES MOINES
961,5623,3,1872,298651.25,1,1,1,111,1,5623,2022-11-01,EASYGO,A,2723 GRAND AVE,IA,50312,41.584417,-93.654205,DES MOINES
962,6129,4,3680,261065.93,2,1,1,211,0,6129,2022-11-01,EAST END LIQUOR / DES MOINES,A,3804 HUBBELL AVE,IA,50317,41.630882,-93.541387,DES MOINES
963,4380,0,341,28315.95,1,3,4,134,1,4380,2022-11-01,KUM & GO #254 / WEST BRANCH,A,620 S DOWNEY ST,IA,52358,41.668271,-91.346676,WEST BRANCH
964,5557,3,456,47235.42,1,3,3,133,1,5557,2022-11-01,CASEY'S GENERAL STORE #2014 / FORT DODGE,A,2206 2ND AVE N,IA,50501,42.508417,-94.167532,FORT DODGE
965,5118,0,178,16863.49,1,4,4,144,1,5118,2022-11-01,KWIK STOP #82  /  PEOSTA,A,"185, PEOSTA ST",IA,52068,42.442888,-90.850388,PEOSTA
966,6114,26,65,8014.46,4,4,4,444,1,6114,2022-11-01,STAN'S CORNER / LAKE PARK,A,301 N MARKET STREET,IA,51347,43.456102,-95.320596,LAKE PARK
967,6011,4,290,39622.75,2,3,3,233,1,6011,2022-11-01,CASEY'S GENERAL STORE #2437 / MASON CITY,A,2701 19TH ST SW,IA,50401,43.133815,-93.241027,MASON CITY
968,2579,6,1424,293385.68,3,1,1,311,1,2579,2022-11-01,HY-VEE FOOD STORE / GRINNELL,A,320 WEST STREET SOUTH,IA,50112,41.7283,-92.727343,GRINNELL
969,6108,3,2202,264407.73,1,1,1,111,1,6108,2022-11-01,DOUBLE D LIQUOR STORE / WAUKON,A,618 ROSSVILLE RD,IA,52172,43.262112,-91.473633,WAUKON
970,2851,45,73,13510.08,4,4,4,444,1,2851,2022-11-01,CVS / PHARMACY #10282 / FORT DODGE,A,2029 5TH AVE SOUTH,IA,50501,42.501169,-94.170324,FORT DODGE
971,4605,10,726,47587.36,3,2,3,323,1,4605,2022-11-01,KUM & GO #509 / MARION,A,1203 BLAIRS FERRY RD,IA,52302,42.032437,-91.624929,MARION
972,5184,0,815,60923.13,1,2,2,122,1,5184,2022-11-01,CASEY'S GENERAL STORE #3440 / CAMANC,A,"614, S  WASHINGTON BLVD",IA,52730,41.787752,-90.256225,CAMANCHE
973,5726,3,2203,106720.83,1,1,2,112,1,5726,2022-11-01,EHLINGER'S VINTON EXPRESS,A,310 K AVENUE SOUTH,IA,52349,42.168297,-92.037532,VINTON
974,4285,6,1277,207887.83,3,1,1,311,1,4285,2022-11-01,FAREWAY STORES #922 / NEW HAMPTON,A,102 S WATER AVE,IA,50659,43.058019,-92.312904,NEW HAMPTON
975,4202,4,976,181366.49,2,2,1,221,1,4202,2022-11-01,FAREWAY STORES #829 / SIOUX CITY,A,4267 SERGEANT ROAD,IA,51106,42.449933,-96.354307,SIOUX CITY
976,5295,6,382,56053.08,3,3,3,333,1,5295,2022-11-01,YESWAY STORE # 10023/ WATERLOO,A,117 SAN MARNAN DR E,IA,50702,42.457845,-92.355673,WATERLOO
977,4999,0,887,44109.32,1,2,3,123,1,4999,2022-11-01,CASEY'S GENERAL STORE #2680 / CLARKS,A,213 S MAIN ST,IA,50619,42.783193,-92.667759,CLARKSVILLE
978,5055,4,186,21497.44,2,4,4,244,1,5055,2022-11-01,LATIMER COMMUNITY GROCERY,A,"110, S  AKIR  ST",IA,50452,42.763103,-93.368266,LATIMER
979,6061,0,1027,103821.54,1,2,2,122,1,6061,2022-11-01,BROOKLYN GROCERY,A,122 E FRONT ST,IA,52211,41.728699,-92.444377,BROOKLYN
980,4735,53,120,24453.18,4,4,4,444,1,4735,2022-11-01,WALGREENS #01301 / OTTUMWA,A,327 W 4TH ST,IA,52501,41.021661,-92.413515,OTTUMWA
981,6169,117,591,43630.32,4,2,3,423,1,6169,2022-11-01,JACK & JILL STORE / WEST BRANCH,I,115 E MAIN ST,IA,52358,41.671391,-91.343394,WEST BRANCH
982,5542,21,363,50745.43,4,3,3,433,1,5542,2022-11-01,CASEY'S GENERAL STORE #2578 / MAQUOKETA,A,801 E PLATT,IA,52060,42.069166,-90.657171,MAQUOKETA
983,6211,6,46,5860.59,3,4,4,344,1,6211,2022-11-01,MCELROY'S FOOD / WINTHROP,A,135 MADISON STREET,IA,50682,42.473031,-91.732493,WINTHROP
984,6236,0,7346,383143.99,1,1,1,111,0,6236,2022-11-01,WESTSIDE SPIRITS / CEDAR RAPIDS,A,3330 16TH AVE. SW,IA,52404,41.963571,-91.715563,CEDAR RAPIDS
985,5244,6,2934,398031.06,3,1,1,311,1,5244,2022-11-01,THE OX & WREN SPIRITS AND GIFTS,A,708 2ND  AVE  SE,IA,52136,43.371131,-92.106529,CRESCO
986,5805,0,228,28865.43,1,4,4,144,1,5805,2022-11-01,CASEY'S GENERAL STORE #2229 / OSAGE,A,1430 MAIN ST,IA,50461,43.284162,-92.797458,OSAGE
987,4933,3,158,15149.82,1,4,4,144,1,4933,2022-11-01,RIVER MART,A,2107 AGENCY ST,IA,52601,40.814541,-91.129659,BURLINGTON
988,4450,3,1241,55489.23,1,1,3,113,1,4450,2022-11-01,KUM & GO #157 / URBANDALE,A,4585 156TH ST,IA,50323,41.6432,-93.833463,URBANDALE
989,4190,0,1457,170130.83,1,1,1,111,1,4190,2022-11-01,FAREWAY STORES #888 / JEFFERSON,A,1207 N ELM ST,IA,50129,42.026833,-94.377667,JEFFERSON
990,5268,3,1028,59751.31,1,2,2,122,1,5268,2022-11-01,THE DEPOT ATKINS,A,"188, PARKRIDGE RD",IA,52206,41.992623,-91.862705,ATKINS
991,3465,3,1449,138878.71,1,1,2,112,1,3465,2022-11-01,HOMETOWN FOODS / PANORA,A,601 E MAIN,IA,50216,41.69182,-94.357201,PANORA
992,4505,4,1682,64355.36,2,1,2,212,1,4505,2022-11-01,CASEY'S GENERAL STORE #2816 / JOHNSTON,A,6417 NORTHGLEN DR,IA,50131,41.688076,-93.706057,JOHNSTON
993,5762,5,397,36068.87,2,3,3,233,1,5762,2022-11-01,CASEY'S GENERAL STORE #1329 / ESTHERVILLE,A,8 CENTRAL AVE,IA,51334,43.401909,-94.843561,ESTHERVILLE
994,3881,6,2656,565742.5,3,1,1,311,1,3881,2022-11-01,7 RAYOS LIQUOR STORE,A,120 E MAIN ST,IA,50158,42.049166,-92.910406,MARSHALLTOWN
995,4161,5,1023,154630.87,2,2,1,221,1,4161,2022-11-01,FAREWAY STORES #950 / IOWA CITY,A,2530 WESTWINDS DR,IA,52246,41.650827,-91.575682,IOWA CITY
996,4110,0,913,128133.72,1,2,2,122,1,4110,2022-11-01,"BROTHERS MARKET, INC.",A,706 HIGHWAY 57,IA,50665,42.570357,-92.785196,PARKERSBURG
997,5841,3,444,35848.18,1,3,3,133,1,5841,2022-11-01,SWEETWATER SPIRITS - LIVERMORE,A,405 4TH AVENUE,IA,50558,42.868501,-94.185291,LIVERMORE
998,5718,6,277,43284.2,3,3,3,333,1,5718,2022-11-01,CASEY'S GENERAL STORE #1303,A,111 N. 3RD AVENUE,IA,50158,42.051313,-92.908033,MARSHALLTOWN
999,4915,21,324,58975.24,4,3,2,432,1,4915,2022-11-01,CASEY'S GENERAL STORE #2429 / BETTENDORF,A,"3902, STATE ST",IA,52722,41.530641,-90.478588,BETTENDORF
1000,5837,5,237,32570.9,2,4,3,243,1,5837,2022-11-01,CASEY'S GENERAL STORE #2681 / OKOBOJI,A,1802 HWY 71 N,IA,51355,43.391834,-95.127165,OKOBOJI
1001,5795,0,213,34763.54,1,4,3,143,1,5795,2022-11-01,CASEY'S GENERAL STORE #61 / WILTON,A,624 W 5TH ST,IA,52778,41.59,-91.02618,WILTON
1002,6034,5,276,39744.63,2,3,3,233,1,6034,2022-11-01,THREE DOORS DOWN LIQUOR,A,417 BROAD ST.,IA,50598,43.063592,-94.423056,WHITTEMORE
1003,4602,31,748,95408.2,4,2,2,422,1,4602,2022-11-01,CHEAP SMOKES / BEER CITY,I,58231 190TH ST,IA,51561,41.041739,-95.822983,PACIFIC JUNCTION
1004,6040,6,617,78575.07,3,2,2,322,1,6040,2022-11-01,HOMETOWN FOODS / TRAER,A,420 SECOND STREET,IA,50675,42.193386,-92.468086,TRAER
1005,5720,13,282,53237.35,4,3,3,433,1,5720,2022-11-01,CASEY'S GENERAL STORE #1921- ACKLEY,A,512 SHERMAN AVENUE,IA,50601,42.556729,-93.055213,ACKLEY
1006,5388,0,458,63696.25,1,3,2,132,1,5388,2022-11-01,KUM & GO #119/ NORTHWOOD,A,818 HWY 105,IA,50459,43.44408,-93.220653,NORTHWOOD
1007,10065,0,267,100564.78,1,3,2,132,1,10065,2022-11-01,MADELLA WINE AND SPIRITS / BETTENDORF,A,3263 MOENCKS COURT UNIT 3265,IA,52722,41.55596,-90.44919,BETTENDORF
1008,4493,7,348,49353.15,3,3,3,333,1,4493,2022-11-01,CASEY'S GENERAL STORE #2850 / CEDAR RAPIDS,A,5655 C ST SW,IA,52404,41.922514,-91.637307,CEDAR RAPIDS
1009,5978,5,146,19564.85,2,4,4,244,1,5978,2022-11-01,CASEY'S GENERAL STORE #2460 / ALGONA,A,1414 N MAIN ST,IA,50511,43.081618,-94.217892,ALGONA
1010,4689,40,96,12049.9,4,4,4,444,1,4689,2022-11-01,WALGREENS #11759 / FORT MADISON,A,2639 AVENUE L,IA,52627,40.626968,-91.344306,FORT MADISON
1011,4311,3,926,169553.39,1,2,1,121,1,4311,2022-11-01,FAREWAY STORES #508 / FORT DODGE,A,1231  1ST AVE S,IA,50501,42.505129,-94.181544,FORT DODGE
1012,4754,41,88,16654.92,4,4,4,444,1,4754,2022-11-01,WALGREENS #12148 / WAVERLY,A,320 W BREMER AVE,IA,50677,42.725721,-92.475049,WAVERLY
1013,5766,0,514,51884.58,1,3,3,133,1,5766,2022-11-01,CASEY'S GENERAL STORE #2944 / MUSCATINE,A,3010 UNIVERSITY DR,IA,52761,,,MUSCATINE
1014,5819,0,73,13155.52,1,4,4,144,1,5819,2022-11-01,CASEY'S GENERAL STORE #2530 / ALTA,A,303 E HWY 7,IA,51002,42.675347,-95.301987,ALTA
1015,4810,12,1101,55681.55,4,2,3,423,1,4810,2022-11-01,KUM & GO #518 / ANKENY,A,3603 NE OTTERVIEW CIRCLE,IA,50021,41.761832,-93.572091,ANKENY
1016,3769,4,2846,528246.77,2,1,1,211,1,3769,2022-11-01,WAL-MART 0753 / CEDAR FALLS,A,525 BRANDILYNN BLVD,IA,50613,42.485038,-92.440035,CEDAR FALLS
1017,5821,3,287,42718.35,1,3,3,133,1,5821,2022-11-01,CASEY'S GENERAL STORE #3645 / LONE TREE,A,302 N DEVOE ST,IA,52755,41.490723,-91.425665,LONE TREE
1018,5754,10,284,52903.6,3,3,3,333,1,5754,2022-11-01,CASEY'S GENERAL STORE #2342 / BURLINGTON,A,3105 WEST AVE,IA,52601,40.800395,-91.140725,BURLINGTON
1019,5300,10,194,32852.4,3,4,3,343,1,5300,2022-11-01,YESWAY STORE # 10013/ OTTUMWA,A,534 CHURCH ST,IA,52501,41.009435,-92.418553,OTTUMWA
1020,6044,14,338,39883.98,4,3,3,433,1,6044,2022-11-01,CASEY'S GENERAL STORE #2297 / WDM,A,108 8TH ST,IA,50265,41.570164,-93.713067,WEST DES MOINES
1021,5276,3,178,26813.5,1,4,4,144,1,5276,2022-11-01,CASEY'S GENERAL STORE # 3502/ STANTO,A,616 HALLAND AVE,IA,51573,40.986507,-95.099535,STANTON
1022,3907,0,1195,47106.73,1,2,3,123,1,3907,2022-11-01,SMOKIN' JOE'S #16 TOBACCO AND LIQUOR OUTLET,A,1504 PARK AVE,IA,52761,41.442624,-91.030569,MUSCATINE
1023,4858,24,128,9644.96,4,4,4,444,1,4858,2022-11-01,HWY 34 TRUCKSTOP,A,4305 W MT PLEASANT,IA,52655,40.82658,-91.208324,WEST BURLINGTON
1024,4745,21,147,26579.22,4,4,4,444,1,4745,2022-11-01,WALGREENS #05042 / CEDAR RAPIDS,A,3325 16TH AVE SW,IA,52404,41.963477,-91.715363,CEDAR RAPIDS
1025,2686,4,236,28534.84,2,4,4,244,1,2686,2022-11-01,HY-VEE GAS - PLEASANT HILL,A,4910 MAPLE DR.,IA,50237,41.598077,-93.517637,PLEASANT HILL
1026,10035,0,703,35035.44,1,2,3,123,1,10035,2022-11-01,LIQUOR TOBACCO & VAPE / CLINTON,A,122 SOUTH 2ND STREET,IA,52732,41.844723,-90.188296,CLINTON
1027,3763,6,500,55165.37,3,3,3,333,1,3763,2022-11-01,MAIN STREET LIQUORS / HAWARDEN,A,911 CENTRAL AVE,IA,51023,42.9961,-96.485189,HAWARDEN
1028,4427,27,666,26683.97,4,2,4,424,1,4427,2022-11-01,KUM & GO #507 / NORTH LIBERTY,A,610 N KANSAS AVE,IA,52317,41.752948,-91.636982,NORTH LIBERTY
1029,2629,5,8522,1505955.63,2,1,1,211,0,2629,2022-11-01,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,A,1745 MADISON AVE,IA,51503,41.244233,-95.827277,COUNCIL BLUFFS
1030,3899,5,3143,573674.88,2,1,1,211,1,3899,2022-11-01,WAL-MART 3762 / WDM,A,6365 STAGECOACH DR,IA,50266,41.55824,-93.795445,WEST DES MOINES
1031,2507,3,1395,210947.76,1,1,1,111,1,2507,2022-11-01,HY-VEE FOOD STORE #1 / BURLINGTON,A,939 ANGULAR,IA,52601,40.801889,-91.110752,BURLINGTON
1032,3880,11,599,109354.26,3,2,2,322,1,3880,2022-11-01,TARGET STORE T-2454 / COUNCIL BLUFFS,A,3804 METRO DR,IA,51503,41.220603,-95.837208,COUNCIL BLUFFS
1033,5200,12,201,28048.32,4,4,4,444,1,5200,2022-11-01,OTTER CREEK COUNTRY STORE,A,"3445, COUNTY HOME RD",IA,52328,42.093172,-91.698337,ROBINS
