_c0,Store Number,Recency,Frequency,Monetary,r_seg,f_seg,m_seg,RFMScore,prediction,Store,Report Date,Name,Store Status,Address,State,Zip Code,latitude,longitude,City
1724,3776,0,1767,280251.49,1,1,1,111,1,3776,2022-11-01,WAL-MART 5115 / DAVENPORT,A,3101 WEST KIMBERLY RD,IA,52806,41.558031,-90.62274,DAVENPORT
1725,4001,0,1181,200164.98,1,2,1,121,1,4001,2022-11-01,WAL-MART 1787 / CARROLL,A,2014 KITTY HAWK AVE,IA,51401,42.081312,-94.893501,CARROLL
1726,6000,0,1414,67284.74,1,1,2,112,1,6000,2022-11-01,PORTERS CONVENIENCE 66 / CLINTON,A,1512 LINCOLN WAY,IA,52732,41.817449,-90.221831,CLINTON
1727,3528,4,572,118169.32,2,2,2,222,1,3528,2022-11-01,SUPER TARGET T-0804 MASON CITY,A,3450  4TH ST SW,IA,50401,43.148375,-93.252371,MASON CITY
1728,4492,0,1228,125699.11,1,1,2,112,1,4492,2022-11-01,CASEY'S GENERAL STORE #2773 / CEDAR RAPIDS,A,3625 EDGEWOOD RD SW,IA,52404,41.942366,-91.715911,CEDAR RAPIDS
1729,4482,6,696,90068.29,3,2,2,322,1,4482,2022-11-01,INDY 66 WEST #929 / INDIANOLA,A,2001 WEST 2ND AVE,IA,50125,41.356153,-93.587628,INDIANOLA
1730,5263,6,1209,171005.15,3,1,1,311,1,5263,2022-11-01,BERNIE'S BOOZE LLC,A,"950, WEST VIEW DR",IA,51247,,,ROCK VALLEY
1731,5477,3,207,37800.28,1,4,3,143,1,5477,2022-11-01,CASEY'S GENERAL STORE #3293 / MARQUETTE,A,103 1ST ST,IA,52158,43.148082,-91.766633,MARQUETTE
1732,4084,5,1369,279206.93,2,1,1,211,1,4084,2022-11-01,FAREWAY STORES #061 / ANKENY,A,3205 NORTH ANKENY BLVD,IA,50021,41.757078,-93.600265,ANKENY
1733,4171,3,873,78482.64,1,2,2,122,1,4171,2022-11-01,"BROTHERS MARKET, INC. / CASCADE",A,105 SE NIXON ST,IA,52033,42.3036,-90.993859,CASCADE
1734,10034,3,198,28621.56,1,4,4,144,1,10034,2022-11-01,HY-VEE FAST AND FRESH #5 / URBANDALE,A,15501 MEREDITH DRIVE,IA,50323,41.643792,-93.832158,URBANDALE
1735,4439,10,796,44097.7,3,2,3,323,1,4439,2022-11-01,CENTER POINT FOODS,A,800 FORD LANE,IA,52213,42.177736,-91.775736,CENTER POINT
1736,5851,3,237,24319.08,1,4,4,144,1,5851,2022-11-01,CASEY'S GENERAL STORE #74 - MORNING SUN,A,618 S CHURCH STREET,IA,52640,41.089418,-91.254443,MORNING SUN
1737,2130,4,2764,1157402.66,2,1,1,211,1,2130,2022-11-01,SYCAMORE CONVENIENCE,A,617 SYCAMORE,IA,50703,42.497854,-92.335358,WATERLOO
1738,4898,0,908,77280.94,1,2,2,122,1,4898,2022-11-01,BURLINGTON SHELL,A,130 S ROOSEVELT AVE,IA,52601,40.808239,-91.140986,BURLINGTON
1739,4306,0,1365,68260.5,1,1,2,112,1,4306,2022-11-01,NORTHSIDE ONE STOP / HAMPTON,A,1208  4TH ST NE,IA,50441,42.753008,-93.202452,HAMPTON
1740,5813,0,648,60204.75,1,2,2,122,1,5813,2022-11-01,CASEY'S GENERAL STORE #2791 / CEDAR RAPIDS,A,9125 ATLANTIC DR SW,IA,52404,41.8913,-91.679307,CEDAR RAPIDS
1741,5944,49,86,12492.6,4,4,4,444,1,5944,2022-11-01,CEDAR RAPIDS BP,I,2330 WILEY BLVD,IA,52404,41.956137,-91.725833,CEDAR RAPIDS
1742,5878,7,283,29139.61,3,3,4,334,1,5878,2022-11-01,HOMETOWN FOODS - HUBBARD,A,210 E MAPLE ST,IA,50122,42.305556,-93.298265,HUBBARD
1743,5759,10,229,25741.16,3,4,4,344,1,5759,2022-11-01,CASEY'S GENERAL STORE #42 / WELLMAN,A,700 6TH ST,IA,52356,41.467439,-91.836968,WELLMAN
1744,5625,10,1063,61165.13,3,2,2,322,1,5625,2022-11-01,OASIS / DES MOINES,A,5120 NE 14TH ST,IA,50313,41.653002,-93.60054,DES MOINES
1745,6256,3,2691,265158.32,1,1,1,111,1,6256,2022-11-01,821 SQ LIQUOR / DES MOINES,A,821 EAST EUCLID AVENUE,IA,50316,41.627722,-93.607565,DES MOINES
1746,9042,3,79,48830.4,1,4,3,143,1,9042,2022-11-01,"AMERICAN HERITAGE DISTILLERS, LLC",I,PO BOX 1317,IA,51301,,,SPENCER
1747,4893,4,631,75505.23,2,2,2,222,1,4893,2022-11-01,CASEY'S GENERAL STORE #3098 / WDM,A,105 GRAND AVE,IA,50265,41.582697,-93.703789,WEST DES MOINES
1748,2248,4,3411,442750.57,2,1,1,211,0,2248,2022-11-01,INGERSOLL LIQUOR AND BEVERAGE,A,3500 INGERSOLL AVE,IA,50312,41.586323,-93.664564,DES MOINES
1749,5873,0,2376,289712.04,1,1,1,111,1,5873,2022-11-01,WEST D LIQUORS,A,5014 EP TRUE PKWY,IA,50265,41.572094,-93.772906,WEST DES MOINES
1750,5252,3,1095,108204.82,1,2,2,122,1,5252,2022-11-01,FREEMAN FOODS OF NORTH ENGLISH,A,"119, MAIN ST",IA,52316,41.575084,-92.166582,NORTH ENGLISH
1751,4504,13,410,49025.29,4,3,3,433,1,4504,2022-11-01,JIFFY EXPRESS #921 / INDIANOLA,A,311 NORTH JEFFERSON,IA,50125,,,INDIANOLA
1752,5489,12,335,33368.43,4,3,3,433,1,5489,2022-11-01,CASEY'S GENERAL STORE #1550 / WINFIELD,A,201 N LOCUST,IA,52659,41.129927,-91.43791,WINFIELD
1753,5481,0,1094,279115.62,1,2,1,121,1,5481,2022-11-01,TOBACCO OUTLET & LIQUOR,A,1545 1ST AVE SE,IA,52402,41.989033,-91.650633,CEDAR RAPIDS
1754,6102,34,363,47277.2,4,3,3,433,1,6102,2022-11-01,BREW OIL #53 / SIBLEY,A,1026 2ND AVE,IA,51249,43.39743,-95.752119,SIBLEY
1755,5681,6,1091,94494.37,3,2,2,322,1,5681,2022-11-01,QUICK CORNER / HAWARDEN,A,901 10TH ST,IA,51023,42.9968,-96.482036,HAWARDEN
1756,5810,5,382,36004.07,2,3,3,233,1,5810,2022-11-01,CASEY'S GENERAL STORE #2576 / WHAT CHEER,A,410 S BARNES ST,IA,50268,41.398987,-92.354652,WHAT CHEER
1757,5537,20,461,39160.78,4,3,3,433,1,5537,2022-11-01,PRONTO MARKET / SUMNER,A,117 W 1ST ST,IA,50674,42.847481,-92.098713,SUMNER
1758,5964,10,285,44899.24,3,3,3,333,1,5964,2022-11-01,CASEY'S GENERAL STORE #3032 / CHARITON,A,335 N MAIN ST,IA,50049,41.017872,-93.308367,CHARITON
1759,6267,3,1502,144859.5,1,1,2,112,1,6267,2022-11-01,POLK CITY LIQUOR / POLK CITY,A,201 NORTH 3RD STREET,IA,50226,41.77284,-93.712741,POLK CITY
1760,2551,3,3987,442216.91,1,1,1,111,0,2551,2022-11-01,HY-VEE FOOD STORE / CHARITON,A,2001 WEST COURT,IA,50049,,,CHARITON
1761,6082,3,1252,81978.94,1,1,2,112,1,6082,2022-11-01,CASEY'S #2654 / STUART,A,708 S DIVISION ST,IA,50250,41.496321,-94.318487,STUART
1762,5740,3,1242,147069.85,1,1,2,112,1,5740,2022-11-01,NEW STAR / KNOXVILLE,A,901 WEST PLEASANT ST,IA,50138,41.320745,-93.107835,KNOXVILLE
1763,4321,6,633,66920.79,3,2,2,322,1,4321,2022-11-01,FAREWAY STORES #501 / CHARLES CITY,A,210 11TH STREET,IA,50616,43.052712,-92.674449,CHARLES CITY
1764,5858,17,332,46985.22,4,3,3,433,1,5858,2022-11-01,TAYLOR QUIK PIK - SHELBY,A,12 EAST STREET,IA,51570,41.506035,-95.450952,SHELBY
1765,4770,48,145,21627.58,4,4,4,444,1,4770,2022-11-01,CASEY'S GENERAL STORE #3080 / HUDSON,A,"354, E ELDORA RD",IA,50643,42.409554,-92.449412,HUDSON
1766,4153,6,1504,133813.38,3,1,2,312,1,4153,2022-11-01,FAREWAY STORES #067 / EVANSDALE,A,215 S EVANS RD,IA,50707,42.475631,-92.287834,EVANSDALE
1767,5293,5,4154,878115.92,2,1,1,211,0,5293,2022-11-01,THE BOONEDOCKS,A,"228, N HWY 71",IA,51331,43.370941,-95.125928,ARNOLDS PARK
1768,3562,3,2675,439088.09,1,1,1,111,1,3562,2022-11-01,WAL-MART 0797 / W BURLINGTON,A,324 WEST AGENCY RD,IA,52655,40.813125,-91.158407,WEST BURLINGTON
1769,5868,24,854,80091.04,4,2,2,422,1,5868,2022-11-01,BROTHERS MARKET / BLOOMFIELD,A,207 E LOCUST ST,IA,52537,40.752691,-92.412846,BLOOMFIELD
1770,4753,10,558,43363.6,3,3,3,333,1,4753,2022-11-01,CASEY'S GENERAL STORE #2521 / ADAIR,A,110 S 5TH ST,IA,50002,,,ADAIR
1771,4155,3,608,160842.44,1,2,1,121,1,4155,2022-11-01,FAREWAY STORES #949 / MARION,A,3300 10TH AVE,IA,52302,42.036023,-91.576523,MARION
1772,4027,3,1123,179658.36,1,2,1,121,1,4027,2022-11-01,WAL-MART 1621 / CENTERVILLE,A,23148 HWY 5,IA,52544,40.709212,-92.867859,CENTERVILLE
1773,5790,34,364,52951.81,4,3,3,433,1,5790,2022-11-01,CASEY'S GENERAL STORE #1166 / HULL,A,612 DIVISION ST,IA,51239,43.18538,-96.137604,HULL
1774,6148,6,1136,140939.94,3,2,2,322,1,6148,2022-11-01,BEER ON FLOYD / SIOUX CITY,A,3132 FLOYD BLVD,IA,51108,42.531448,-96.372185,SIOUX CITY
1775,5526,5,2367,284935.44,2,1,1,211,1,5526,2022-11-01,RANDALL'S STOP N SHOP,A,320 5TH ST,IA,50643,42.406565,-92.45494,HUDSON
1776,2517,5,3503,699042.61,2,1,1,211,0,2517,2022-11-01,HY-VEE FOOD STORE #1 / NEWTON,A,1501 FIRST AVENUE EAST,IA,50208,41.699159,-93.03411,NEWTON
1777,5235,3,661,54005.18,1,2,3,123,1,5235,2022-11-01,KUM & GO #540 / WAUKEE,A,3105 GRAND PRAIRIE PARKWAY,IA,50263,41.574209,-93.85358,WAUKEE
1778,2558,5,3977,693092.55,2,1,1,211,0,2558,2022-11-01,HY-VEE FOOD STORE / MOUNT PLEASANT,A,1700 E WASHINGTON,IA,52641,40.962331,-91.52888,MOUNT PLEASANT
1779,6080,10,353,14181.18,3,3,4,334,1,6080,2022-11-01,CHEEMA GAS AND LIQUORS / NEW SHARON,I,202 S MAIN ST,IA,50207,41.468586,-92.651525,NEW SHARON
1780,3749,0,1236,198878.48,1,1,1,111,1,3749,2022-11-01,WAL-MART 1526 / STORM LAKE,A,1831 LAKE AVE NW,IA,50588,42.663904,-95.200739,STORM LAKE
1781,4853,11,795,47314.36,3,2,3,323,1,4853,2022-11-01,KUM & GO #62 / JOHNSTON,A,6130 NW 86TH ST,IA,50131,41.671801,-93.736532,JOHNSTON
1782,6103,5,319,49384.96,2,3,3,233,1,6103,2022-11-01,BREW OIL #50 / HARTLEY,A,361 3RD ST NW,IA,51346,43.184882,-95.482442,HARTLEY
1783,6328,41,150,23871.84,4,4,4,444,1,6328,2022-11-01,BEST DEALS / RAYMOND,I,101 COMMERCIAL STREET,IA,50667,42.466286,-92.219401,RAYMOND
1784,4162,0,1306,246859.22,1,1,1,111,1,4162,2022-11-01,FAREWAY STORES #963 / CEDAR RAPIDS,A,4220  16TH AVE SW,IA,52404,41.963791,-91.726727,CEDAR RAPIDS
1785,6020,0,899,130796.95,1,2,2,122,1,6020,2022-11-01,I TOWNER STOP / INDIANOLA,A,403 W 2ND AVE,IA,50125,41.358365,-93.565855,INDIANOLA
1786,3886,3,1530,251243.89,1,1,1,111,1,3886,2022-11-01,WAL-MART 0646 / ANAMOSA,A,101  115 ST,IA,52205,42.10167,-91.264951,ANAMOSA
1787,6105,14,265,18455.32,4,3,4,434,1,6105,2022-11-01,BREW OIL #42,A,210 W MAIN ST,IA,50583,42.421866,-94.986598,SAC CITY
1788,6186,7,1806,206388.68,3,1,1,311,1,6186,2022-11-01,SAVE MORE SUPER MARKET / DAVENPORT,A,"6723 NORTHWEST BOULEVARD, UNIT 2",IA,52806,41.589369,-90.609747,DAVENPORT
1789,4710,21,145,21767.27,4,4,4,444,1,4710,2022-11-01,WALGREENS #09708 / DUBUQUE,A,55 JOHN F KENNEDY RD,IA,52002,42.493304,-90.71557,DUBUQUE
1790,6095,3,1158,138296.61,1,2,2,122,1,6095,2022-11-01,LIQUOR TOBACCO OUTLET / FORT DODGE,A,902 1ST AVE N,IA,50501,42.506332,-94.186138,FORT DODGE
1791,4152,6,4500,206509.71,3,1,1,311,0,4152,2022-11-01,FOOD LAND SUPER MARKETS,A,407 W HURON,IA,51555,41.557401,-95.899264,MISSOURI VALLEY
1792,4718,11,137,27570.0,3,4,4,344,1,4718,2022-11-01,WALGREENS #06623 / WEST DES MOINES,A,1660 22ND ST,IA,50266,41.597591,-93.736119,WEST DES MOINES
1793,5946,5,820,115351.42,2,2,2,222,1,5946,2022-11-01,TOBACCO OUTLET PLUS #530 / AMES,A,204 S DUFF AVE,IA,50010,42.021383,-93.610357,AMES
1794,6286,0,394,54312.52,1,3,3,133,1,6286,2022-11-01,GM FOOD MART / MUSCATINE,A,1814 E AVENUE,IA,52761,41.475193,-91.002146,MUSCATINE
1795,6275,5,1313,138549.9,2,1,2,212,1,6275,2022-11-01,LOCAL CRAFT CELLAR / CEDAR RAPIDS,A,"7085 C AVENUE NORTHEAST, UNIT A1",IA,52402,42.048851,-91.638569,CEDAR RAPIDS
1796,5784,5,263,26249.86,2,3,4,234,1,5784,2022-11-01,CASEY'S GENERAL STORE #2023 / FT MADISON,A,1208 AVE H,IA,52627,40.630103,-91.319538,FORT MADISON
1797,5540,6,375,43019.39,3,3,3,333,1,5540,2022-11-01,CASEY'S GENERAL STORE #2447 / SERGEANT BLUFF,A,111 GAUL DR,IA,51054,42.398573,-96.352258,SERGEANT BLUFF
1798,10005,6,892,76687.45,3,2,2,322,1,10005,2022-11-01,THE CROWN LIQUOR / IOWA CITY,A,324 EAST WASHINGTON STREET,IA,52240,41.660063,-91.530922,IOWA CITY
1799,6260,189,8,526.66,4,4,4,444,1,6260,2022-11-01,SUPERQUICK LIQUOR VINE / WEST DES MOINES,A,2704 VINE STREET,IA,50265,41.580206,-93.741511,WEST DES MOINES
1800,2656,3,1675,153674.01,1,1,1,111,1,2656,2022-11-01,HY-VEE FOOD STORE / CORNING,A,300  10TH ST,IA,50841,40.991872,-94.732594,CORNING
1801,5108,0,1084,127484.02,1,2,2,122,1,5108,2022-11-01,TOBACCO 4 LESS / STATE ST,A,1032 STATE ST,IA,52722,41.525233,-90.518085,BETTENDORF
1802,5767,17,133,16383.7,4,4,4,444,1,5767,2022-11-01,CASEY'S GENERAL STORE #1678 / OTTUMWA,A,346 RICHMOND AVE,IA,52501,41.006117,-92.428313,OTTUMWA
1803,5655,5,1390,196958.67,2,1,1,211,1,5655,2022-11-01,ONE STOP SHOP #3 / ALGONA,A,220 S PHILLIPS ST,IA,50511,43.067162,-94.226879,ALGONA
1804,4522,4,950,65676.21,2,2,2,222,1,4522,2022-11-01,CASEY'S GENERAL STORE #2523 / MONROE,A,201 RALPH ST,IA,50170,41.509806,-93.099657,MONROE
1805,5358,4,560,56329.51,2,3,3,233,1,5358,2022-11-01,KUM & GO #1056/ BEVINGTON,A,101 E IA HWY 92,IA,50033,41.360431,-93.790419,BEVINGTON
1806,4463,5,1322,105948.29,2,1,2,212,1,4463,2022-11-01,CASEY'S GENERAL STORE #3031 / GARNER,A,145 US HWY 18 W,IA,50438,43.105833,-93.603007,GARNER
1807,6009,3,183,28525.62,1,4,4,144,1,6009,2022-11-01,CASEY'S GENERAL STORE #1081 / FONTANELLE,A,304 WASHINGTON ST,IA,50846,41.289592,-94.563621,FONTANELLE
1808,4338,174,29,9395.7,4,4,4,444,1,4338,2022-11-01,RANDHAWA'S TRAVEL CENTER,I,1659D MARSHALLTOWN BLVD,IA,50162,41.954019,-93.099878,MELBOURNE
1809,5753,6,192,22519.98,3,4,4,344,1,5753,2022-11-01,CASEY'S GENERAL STORE #2639 / MAYNARD,A,525 MAIN ST W,IA,50655,42.773818,-91.883533,MAYNARD
1810,5900,6,1407,150925.88,3,1,2,312,1,5900,2022-11-01,NEW STAR FLETCHER / WATERLOO,A,315 FLETCHER AVE,IA,50701,42.489119,-92.367142,WATERLOO
1811,3829,4,1575,115250.99,2,1,2,212,1,3829,2022-11-01,GARY'S FOODS / MT VERNON,A,715  1ST AVE S,IA,52314,41.91672,-91.422471,MOUNT VERNON
1812,5844,3,517,60298.65,1,3,2,132,1,5844,2022-11-01,CASEY'S GENERAL STORE #3826 - ADEL,A,1738 NILE KINNICK S.,IA,50003,41.602331,-94.013373,ADEL
1813,4857,3,618,20605.1,1,2,4,124,1,4857,2022-11-01,WESTLAND FAST BREAK,A,1108 W AGENCY RD,IA,52655,40.811817,-91.169516,WEST BURLINGTON
1814,5126,95,1199,182693.19,4,2,1,421,1,5126,2022-11-01,PRICE CHOPPER  /  MERLE HAY #1315,I,4343 MERLE HAY RD,IA,50310,41.637368,-93.697648,DES MOINES
1815,5335,5,1179,161923.88,2,2,1,221,1,5335,2022-11-01,EXPO LIQUOR,A,1810 STATE STREET,IA,52722,41.525308,-90.506775,BETTENDORF
1816,5548,7,306,34031.81,3,3,3,333,1,5548,2022-11-01,CASEY'S GENERAL STORE #2628 / LAKE CITY,A,1001 W MAIN ST,IA,51449,42.267261,-94.744317,LAKE CITY
1817,4233,6,938,106349.16,3,2,2,322,1,4233,2022-11-01,FAREWAY STORES #815 / CRESCO,A,112 S ELM ST,IA,52136,43.371089,-92.116902,CRESCO
1818,5319,42,864,106437.73,4,2,2,422,1,5319,2022-11-01,WEST SIDE GROCERY,I,1802 W 7TH ST,IA,52802,41.526774,-90.60134,DAVENPORT
1819,5994,6,470,116157.24,3,3,2,332,1,5994,2022-11-01,HAWKEYE SMOKE AND LIQUOR / IOWA CITY,A,108 E. COLLEGE ST,IA,52240,41.658979,-91.533522,IOWA CITY
1820,5171,48,100,34191.12,4,4,3,443,1,5171,2022-11-01,GARY'S LIQUOR & WINE LTD,A,"110, E JEFFERSON ST",IA,52036,42.473759,-91.344498,DELAWARE
1821,6123,0,192,15288.1,1,4,4,144,1,6123,2022-11-01,PRESTON COUNTRY STORE,A,21 E WHITE ST,IA,52069,42.052542,-90.393594,PRESTON
1822,3719,6,1490,242352.68,3,1,1,311,1,3719,2022-11-01,WAL-MART 0581 / MARSHALLTOWN,A,2802 S CENTER ST,IA,50158,42.012065,-92.912317,MARSHALLTOWN
1823,2539,0,3859,600661.33,1,1,1,111,0,2539,2022-11-01,HY-VEE FOOD STORE / IOWA FALLS,A,640 S. OAK,IA,50126,42.508569,-93.262361,IOWA FALLS
1824,3842,5,2364,355263.99,2,1,1,211,1,3842,2022-11-01,BANCROFT LIQUOR STORE,A,107 NORTH PORTLAND STREET,IA,50517,43.29356,-94.218,BANCROFT
1825,6060,7,1477,92347.22,3,1,2,312,1,6060,2022-11-01,A TO Z LIQUOR / CHEROKEE,A,114 S 2ND ST,IA,51012,42.749013,-95.55132,CHEROKEE
1826,5389,13,140,21263.9,4,4,4,444,1,5389,2022-11-01,CASEY'S GENERAL STORE # 2511/ CRESCO,A,601 2ND AVE. S.W.,IA,52136,43.371147,-92.125702,CRESCO
1827,4798,227,18,3492.78,4,4,4,444,1,4798,2022-11-01,WALGREENS #05721 / DES MOINES,A,3140 SE 14TH ST,IA,50320,41.556042,-93.596913,DES MOINES
1828,2548,5,6026,1470281.7,2,1,1,211,0,2548,2022-11-01,HY-VEE FOOD STORE / ALTOONA,A,100 8TH STREET SW,IA,50009,41.644041,-93.465301,ALTOONA
1829,5061,0,670,96982.06,1,2,2,122,1,5061,2022-11-01,CASEY'S GENERAL STORE #3382 / CEDAR,A,"560, 33RD AVE SW",IA,52404,41.943129,-91.675611,CEDAR RAPIDS
1830,5371,5,636,102175.67,2,2,2,222,1,5371,2022-11-01,STATE FOOD MART,A,3715 STATE ST.,IA,52722,41.528972,-90.482018,BETTENDORF
1831,2527,0,5125,983558.03,1,1,1,111,0,2527,2022-11-01,HY-VEE FOOD STORE #5 / DES MOINES,A,1107 SE ARMY POST RD,IA,50315,41.526291,-93.602514,DES MOINES
1832,4284,0,514,114270.79,1,3,2,132,1,4284,2022-11-01,FAREWAY STORES #559 / IOWA FALLS,A,500 IOWA ST,IA,50126,42.522324,-93.263746,IOWA FALLS
1833,5296,31,123,22909.14,4,4,4,444,1,5296,2022-11-01,YESWAY STORE # 10021/ WEBSTER CITY,A,1102 2ND ST,IA,50595,42.469524,-93.831461,WEBSTER CITY
1834,4443,3,599,114462.75,1,2,2,122,1,4443,2022-11-01,PALO MINI MART,A,1204 1ST ST,IA,52324,42.070316,-91.795808,PALO
1835,3782,3,877,102682.85,1,2,2,122,1,3782,2022-11-01,BENDER FOODS / GUTTENBERG,A,619 S HWY 52,IA,52052,42.77964,-91.100489,GUTTENBERG
1836,3045,5,907,113841.53,2,2,2,222,1,3045,2022-11-01,BRITT FOOD CENTER,A,8 2ND ST NW,IA,50423,43.098694,-93.802597,BRITT
1837,4543,3,450,47543.73,1,3,3,133,1,4543,2022-11-01,CASEY'S GENERAL STORE #2924 / MARION,A,1100 EAGLE VIEW DR,IA,52302,42.037621,-91.553462,MARION
1838,4734,53,164,35960.49,4,4,3,443,1,4734,2022-11-01,WALGREENS #04973 / URBANDALE,A,7000 DOUGLAS AVE,IA,50322,41.629407,-93.712848,URBANDALE
1839,6230,7,61,18841.74,3,4,4,344,1,6230,2022-11-01,BREW #1 WEST LAKE GENERAL STORE / STORM LAKE,A,6087 IOWA 110,IA,50588,42.634202,-95.239509,STORM LAKE
1840,4455,49,223,17408.05,4,4,4,444,1,4455,2022-11-01,KUM & GO #1959 / ELDORA,A,2359 EDGINGTON AVE,IA,50627,42.360613,-93.113808,ELDORA
1841,5260,216,65,8449.78,4,4,4,444,1,5260,2022-11-01,GM FOOD MART,I,"2881, HIGHWAY 61",IA,52761,41.387459,-91.097752,MUSCATINE
1842,2848,33,16,2237.88,4,4,4,444,1,2848,2022-11-01,CVS PHARMACY #10114 / ANKENY,A,104 E FIRST ST,IA,50023,,,ANKENY
1843,2518,3,2781,489935.53,1,1,1,111,1,2518,2022-11-01,HY-VEE WINE AND SPIRITS / RED OAK,A,1607 NORTH BROADWAY,IA,51566,41.019275,-95.232783,RED OAK
1844,5462,0,826,120698.92,1,2,2,122,1,5462,2022-11-01,7STAR LIQUOR & TOBACCO OUTLET,A,502 E AVE NW,IA,52405,41.977958,-91.680323,CEDAR RAPIDS
1845,5847,0,748,108086.77,1,2,2,122,1,5847,2022-11-01,MOTI'S FOOD,A,1717 WEST 3RD STREET,IA,52802,41.522305,-90.601883,DAVENPORT
1846,4790,17,417,15613.34,4,3,4,434,1,4790,2022-11-01,MEDIAPOLIS FAST BREAK,A,"109, WAPELLO ST",IA,52405,41.007416,-91.170025,MEDIAPOLIS
1847,5322,3,773,78532.37,1,2,2,122,1,5322,2022-11-01,AVOCA FOOD LAND,A,212 WEST WOOD ST.,IA,51521,41.487429,-95.337677,AVOCA
1848,5826,12,378,58545.15,4,3,2,432,1,5826,2022-11-01,CASEY'S GENERAL STORE #2595 / KEOKUK,A,326 MAIN ST,IA,52632,40.394861,-91.38238,KEOKUK
1849,3942,6,1675,278742.66,3,1,1,311,1,3942,2022-11-01,TWIN TOWN LIQUOR,A,104 HIGHWAY 30 WEST,IA,52342,41.985985,-92.579446,TOLEDO
1850,10017,26,142,18576.29,4,4,4,444,1,10017,2022-11-01,KWIK STAR #1119 / EMMETSBURG,A,1303 MAIN ST,IA,50536,43.111971,-94.668298,EMMETSBURG
1851,6039,13,266,38934.66,4,3,3,433,1,6039,2022-11-01,CASEY'S GENERAL STORE #2879 / WATERLOO,A,3260 UNIVERSITY AVE,IA,50701,42.501032,-92.388614,WATERLOO
1852,2852,39,114,18357.84,4,4,4,444,1,2852,2022-11-01,CVS PHARMACY #10329 / MERLE HAY,A,2303 MERLE HAY RD,IA,50310,41.615221,-93.697742,DES MOINES
1853,6297,17,113,16576.2,4,4,4,444,1,6297,2022-11-01,JET STOP BURLINGTON NORTH / BURLINGTON,A,2760 MT PLEASANT ST.,IA,52601,40.825832,-91.14022,BURLINGTON
1854,5466,3,1445,197907.27,1,1,1,111,1,5466,2022-11-01,SOUTHSIDE TOBACCO & LIQUOR,A,2424 SW 9TH ST #1,IA,50315,41.563906,-93.624612,DES MOINES
1855,5003,5,1470,269527.71,2,1,1,211,1,5003,2022-11-01,FAMOUS LIQUORS,A,2604 W LOCUST ST,IA,52804,41.538186,-90.615543,DAVENPORT
1856,4387,12,413,40446.33,4,3,3,433,1,4387,2022-11-01,KUM & GO #117 / SPIRIT LAKE,A,300 18TH ST,IA,51360,43.422645,-95.094324,SPIRIT LAKE
1857,4527,10,232,19123.94,3,4,4,344,1,4527,2022-11-01,CASEY'S GENERAL STORE #30 / GILMORE CITY,A,105 SE FIRST ST,IA,50541,42.732227,-94.44175,GILMORE CITY
1858,2707,0,357,28671.97,1,3,4,134,1,2707,2022-11-01,HY-VEE FAST AND FRESH - URBANDALE,A,9915 DOUGLAS AVE,IA,50322,41.629451,-93.755543,URBANDALE
1859,6063,11,267,40226.49,3,3,3,333,1,6063,2022-11-01,CASEY'S GENERAL STORE #2406 / PLEASANT HILL,A,1125 N HICKORY BLVD,IA,50327,41.600074,-93.517037,PLEASANT HILL
1860,2849,234,61,10725.12,4,4,4,444,1,2849,2022-11-01,CVS PHARMACY #10162 / DES MOINES,A,3151 SE 14TH ST,IA,50320,41.55707,-93.596776,DES MOINES
1861,5504,6,1187,110842.36,3,2,2,322,1,5504,2022-11-01,NEIGHBORHOOD MART,A,2102 LAFAYETTE ST,IA,50703,42.489893,-92.313923,WATERLOO
1862,5916,3,8232,4650808.79,1,1,1,111,0,5916,2022-11-01,ANOTHER ROUND / DEWITT,A,622 S 6TH AVE,IA,52742,41.80989,-90.539056,DEWITT
1863,5185,6,753,43221.9,3,2,3,323,1,5185,2022-11-01,KUM & GO #521  /  CORALVILLE,A,205 2ND ST,IA,52241,41.669786,-91.567979,CORALVILLE
1864,4496,4,749,47936.64,2,2,3,223,1,4496,2022-11-01,B P ON 1ST,A,"2824, 1ST AVE NE",IA,52402,42.005867,-91.634838,CEDAR RAPIDS
1865,5097,4,884,183209.63,2,2,1,221,1,5097,2022-11-01,FAREWAY STORES #151 / CEDAR RAPIDS,A,3717 1ST AVE SE,IA,52403,42.016901,-91.634507,CEDAR RAPIDS
1866,5539,18,476,52683.03,4,3,3,433,1,5539,2022-11-01,CASEY'S GENERAL STORE #1901 / DES MOINES,A,2541 NW 66TH AVE,IA,50313,41.680392,-93.652641,DES MOINES
1867,4737,133,22,4275.54,4,4,4,444,1,4737,2022-11-01,WALGREENS #11330 / STORM LAKE,A,800 LAKE AVE,IA,50588,42.647103,-95.200778,STORM LAKE
1868,6298,17,83,11777.76,4,4,4,444,1,6298,2022-11-01,BP TO GO #6 / MARION,A,1010 EAST POST ROAD,IA,52302,42.020154,-91.598281,MARION
1869,2651,4,7327,953132.02,2,1,1,211,0,2651,2022-11-01,HY-VEE / WAVERLY,A,1311 4 STREET SW,IA,50677,42.712263,-92.475403,WAVERLY
1870,5157,3,659,101873.25,1,2,2,122,1,5157,2022-11-01,KIMMES MANSON COUNTRY STORE #10,A,208 MAIN ST,IA,50563,42.517855,-94.534532,MANSON
