Store Number,Recency,Frequency,Monetary,r_seg,f_seg,m_seg,RFMScore,prediction,Store,Report Date,Name,Store Status,Address,State,Zip Code,longitude,latitude,City
5805,0,228,28865.43,1,4,4,144,0,5805,2022-11-01,CASEY'S GENERAL STORE #2229 / OSAGE,A,1430 MAIN ST,IA,50461,-92.797458,43.284162,OSAGE
4933,3,158,15149.82,1,4,4,144,0,4933,2022-11-01,RIVER MART,A,2107 AGENCY ST,IA,52601,-91.129659,40.814541,BURLINGTON
4450,3,1241,55489.23,1,1,3,113,0,4450,2022-11-01,KUM & GO #157 / URBANDALE,A,4585 156TH ST,IA,50323,-93.833463,41.6432,URBANDALE
4190,0,1457,170130.83,1,1,1,111,0,4190,2022-11-01,FAREWAY STORES #888 / JEFFERSON,A,1207 N ELM ST,IA,50129,-94.377667,42.026833,JEFFERSON
5268,3,1028,59751.31,1,2,2,122,0,5268,2022-11-01,THE DEPOT ATKINS,A,"188, PARKRIDGE RD",IA,52206,-91.862705,41.992623,ATKINS
3465,3,1449,138878.71,1,1,2,112,0,3465,2022-11-01,HOMETOWN FOODS / PANORA,A,601 E MAIN,IA,50216,-94.357201,41.69182,PANORA
4505,4,1682,64355.36,2,1,2,212,0,4505,2022-11-01,CASEY'S GENERAL STORE #2816 / JOHNSTON,A,6417 NORTHGLEN DR,IA,50131,-93.706057,41.688076,JOHNSTON
5762,5,397,36068.87,2,3,3,233,0,5762,2022-11-01,CASEY'S GENERAL STORE #1329 / ESTHERVILLE,A,8 CENTRAL AVE,IA,51334,-94.843561,43.401909,ESTHERVILLE
3881,6,2656,565742.5,3,1,1,311,0,3881,2022-11-01,7 RAYOS LIQUOR STORE,A,120 E MAIN ST,IA,50158,-92.910406,42.049166,MARSHALLTOWN
4161,5,1023,154630.87,2,2,1,221,0,4161,2022-11-01,FAREWAY STORES #950 / IOWA CITY,A,2530 WESTWINDS DR,IA,52246,-91.575682,41.650827,IOWA CITY
4110,0,913,128133.72,1,2,2,122,0,4110,2022-11-01,"BROTHERS MARKET, INC.",A,706 HIGHWAY 57,IA,50665,-92.785196,42.570357,PARKERSBURG
5841,3,444,35848.18,1,3,3,133,0,5841,2022-11-01,SWEETWATER SPIRITS - LIVERMORE,A,405 4TH AVENUE,IA,50558,-94.185291,42.868501,LIVERMORE
5718,6,277,43284.2,3,3,3,333,0,5718,2022-11-01,CASEY'S GENERAL STORE #1303,A,111 N. 3RD AVENUE,IA,50158,-92.908033,42.051313,MARSHALLTOWN
4915,21,324,58975.24,4,3,2,432,0,4915,2022-11-01,CASEY'S GENERAL STORE #2429 / BETTENDORF,A,"3902, STATE ST",IA,52722,-90.478588,41.530641,BETTENDORF
5837,5,237,32570.9,2,4,3,243,0,5837,2022-11-01,CASEY'S GENERAL STORE #2681 / OKOBOJI,A,1802 HWY 71 N,IA,51355,-95.127165,43.391834,OKOBOJI
5795,0,213,34763.54,1,4,3,143,0,5795,2022-11-01,CASEY'S GENERAL STORE #61 / WILTON,A,624 W 5TH ST,IA,52778,-91.02618,41.59,WILTON
6034,5,276,39744.63,2,3,3,233,0,6034,2022-11-01,THREE DOORS DOWN LIQUOR,A,417 BROAD ST.,IA,50598,-94.423056,43.063592,WHITTEMORE
4602,31,748,95408.2,4,2,2,422,0,4602,2022-11-01,CHEAP SMOKES / BEER CITY,I,58231 190TH ST,IA,51561,-95.822983,41.041739,PACIFIC JUNCTION
6040,6,617,78575.07,3,2,2,322,0,6040,2022-11-01,HOMETOWN FOODS / TRAER,A,420 SECOND STREET,IA,50675,-92.468086,42.193386,TRAER
5720,13,282,53237.35,4,3,3,433,0,5720,2022-11-01,CASEY'S GENERAL STORE #1921- ACKLEY,A,512 SHERMAN AVENUE,IA,50601,-93.055213,42.556729,ACKLEY
5388,0,458,63696.25,1,3,2,132,0,5388,2022-11-01,KUM & GO #119/ NORTHWOOD,A,818 HWY 105,IA,50459,-93.220653,43.44408,NORTHWOOD
10065,0,267,100564.78,1,3,2,132,0,10065,2022-11-01,MADELLA WINE AND SPIRITS / BETTENDORF,A,3263 MOENCKS COURT UNIT 3265,IA,52722,-90.44919,41.55596,BETTENDORF
4493,7,348,49353.15,3,3,3,333,0,4493,2022-11-01,CASEY'S GENERAL STORE #2850 / CEDAR RAPIDS,A,5655 C ST SW,IA,52404,-91.637307,41.922514,CEDAR RAPIDS
5978,5,146,19564.85,2,4,4,244,0,5978,2022-11-01,CASEY'S GENERAL STORE #2460 / ALGONA,A,1414 N MAIN ST,IA,50511,-94.217892,43.081618,ALGONA
4689,40,96,12049.9,4,4,4,444,0,4689,2022-11-01,WALGREENS #11759 / FORT MADISON,A,2639 AVENUE L,IA,52627,-91.344306,40.626968,FORT MADISON
4311,3,926,169553.39,1,2,1,121,0,4311,2022-11-01,FAREWAY STORES #508 / FORT DODGE,A,1231  1ST AVE S,IA,50501,-94.181544,42.505129,FORT DODGE
4754,41,88,16654.92,4,4,4,444,0,4754,2022-11-01,WALGREENS #12148 / WAVERLY,A,320 W BREMER AVE,IA,50677,-92.475049,42.725721,WAVERLY
5766,0,514,51884.58,1,3,3,133,0,5766,2022-11-01,CASEY'S GENERAL STORE #2944 / MUSCATINE,A,3010 UNIVERSITY DR,IA,52761,,,MUSCATINE
5819,0,73,13155.52,1,4,4,144,0,5819,2022-11-01,CASEY'S GENERAL STORE #2530 / ALTA,A,303 E HWY 7,IA,51002,-95.301987,42.675347,ALTA
4810,12,1101,55681.55,4,2,3,423,0,4810,2022-11-01,KUM & GO #518 / ANKENY,A,3603 NE OTTERVIEW CIRCLE,IA,50021,-93.572091,41.761832,ANKENY
3769,4,2846,528246.77,2,1,1,211,0,3769,2022-11-01,WAL-MART 0753 / CEDAR FALLS,A,525 BRANDILYNN BLVD,IA,50613,-92.440035,42.485038,CEDAR FALLS
5821,3,287,42718.35,1,3,3,133,0,5821,2022-11-01,CASEY'S GENERAL STORE #3645 / LONE TREE,A,302 N DEVOE ST,IA,52755,-91.425665,41.490723,LONE TREE
5754,10,284,52903.6,3,3,3,333,0,5754,2022-11-01,CASEY'S GENERAL STORE #2342 / BURLINGTON,A,3105 WEST AVE,IA,52601,-91.140725,40.800395,BURLINGTON
5300,10,194,32852.4,3,4,3,343,0,5300,2022-11-01,YESWAY STORE # 10013/ OTTUMWA,A,534 CHURCH ST,IA,52501,-92.418553,41.009435,OTTUMWA
6044,14,338,39883.98,4,3,3,433,0,6044,2022-11-01,CASEY'S GENERAL STORE #2297 / WDM,A,108 8TH ST,IA,50265,-93.713067,41.570164,WEST DES MOINES
5276,3,178,26813.5,1,4,4,144,0,5276,2022-11-01,CASEY'S GENERAL STORE # 3502/ STANTO,A,616 HALLAND AVE,IA,51573,-95.099535,40.986507,STANTON
3907,0,1195,47106.73,1,2,3,123,0,3907,2022-11-01,SMOKIN' JOE'S #16 TOBACCO AND LIQUOR OUTLET,A,1504 PARK AVE,IA,52761,-91.030569,41.442624,MUSCATINE
4858,24,128,9644.96,4,4,4,444,0,4858,2022-11-01,HWY 34 TRUCKSTOP,A,4305 W MT PLEASANT,IA,52655,-91.208324,40.82658,WEST BURLINGTON
4745,21,147,26579.22,4,4,4,444,0,4745,2022-11-01,WALGREENS #05042 / CEDAR RAPIDS,A,3325 16TH AVE SW,IA,52404,-91.715363,41.963477,CEDAR RAPIDS
2686,4,236,28534.84,2,4,4,244,0,2686,2022-11-01,HY-VEE GAS - PLEASANT HILL,A,4910 MAPLE DR.,IA,50237,-93.517637,41.598077,PLEASANT HILL
10035,0,703,35035.44,1,2,3,123,0,10035,2022-11-01,LIQUOR TOBACCO & VAPE / CLINTON,A,122 SOUTH 2ND STREET,IA,52732,-90.188296,41.844723,CLINTON
3763,6,500,55165.37,3,3,3,333,0,3763,2022-11-01,MAIN STREET LIQUORS / HAWARDEN,A,911 CENTRAL AVE,IA,51023,-96.485189,42.9961,HAWARDEN
4427,27,666,26683.97,4,2,4,424,0,4427,2022-11-01,KUM & GO #507 / NORTH LIBERTY,A,610 N KANSAS AVE,IA,52317,-91.636982,41.752948,NORTH LIBERTY
2629,5,8522,1505955.63,2,1,1,211,3,2629,2022-11-01,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,A,1745 MADISON AVE,IA,51503,-95.827277,41.244233,COUNCIL BLUFFS
3899,5,3143,573674.88,2,1,1,211,0,3899,2022-11-01,WAL-MART 3762 / WDM,A,6365 STAGECOACH DR,IA,50266,-93.795445,41.55824,WEST DES MOINES
2507,3,1395,210947.76,1,1,1,111,0,2507,2022-11-01,HY-VEE FOOD STORE #1 / BURLINGTON,A,939 ANGULAR,IA,52601,-91.110752,40.801889,BURLINGTON
3880,11,599,109354.26,3,2,2,322,0,3880,2022-11-01,TARGET STORE T-2454 / COUNCIL BLUFFS,A,3804 METRO DR,IA,51503,-95.837208,41.220603,COUNCIL BLUFFS
5200,12,201,28048.32,4,4,4,444,0,5200,2022-11-01,OTTER CREEK COUNTRY STORE,A,"3445, COUNTY HOME RD",IA,52328,-91.698337,42.093172,ROBINS
4533,0,268,49366.44,1,3,3,133,0,4533,2022-11-01,CASEY'S GENERAL STORE #1985 / ST. ANSGAR,A,110 N HWY 218,IA,50472,-92.917588,43.378704,ST ANSGAR
5888,0,974,78506.52,1,2,2,122,0,5888,2022-11-01,BIG 10 MART #62 / BETTENDORF,A,999 MIDDLE RD,IA,52722,-90.51902,41.539963,BETTENDORF
5940,12,408,29888.86,4,3,4,434,0,5940,2022-11-01,LAKELAND EZ STOP / RUTHVEN,A,3474 OLD HWY 18,IA,51358,-94.898534,43.126496,RUTHVEN
3901,3,361,80552.86,1,3,2,132,0,3901,2022-11-01,TARGET STORE T-0878 / FORT DODGE,A,2910  1 AVE S,IA,50501,-94.157021,42.505334,FORT DODGE
4622,3,1613,77032.29,1,1,2,112,0,4622,2022-11-01,QUIK TRIP #544 / SE 14TH DM,A,3941 SE 14TH ST,IA,50320,-93.596748,41.548497,DES MOINES
6055,10,335,36546.47,3,3,3,333,0,6055,2022-11-01,CASEY'S GENERAL STORE #1428 / MILO,A,426 N 2ND ST,IA,50166,-93.439586,41.291083,MILO
2584,5,2483,220255.08,2,1,1,211,0,2584,2022-11-01,HY-VEE FOOD STORE / FORT MADISON,A,2606 AVENUE L,IA,52627,-91.343751,40.626983,FORT MADISON
2636,4,3271,603368.06,2,1,1,211,0,2636,2022-11-01,HY-VEE WINE AND SPIRITS / HUBBELL,A,2310 HUBBELL AVE,IA,50317,-93.573845,41.604312,DES MOINES
2658,3,975,143949.34,1,2,2,122,0,2658,2022-11-01,HY-VEE FOOD STORE / MOUNT AYR,A,201 N FILLMORE ST,IA,50854,-94.238795,40.715937,MOUNT AYR
5708,0,1071,127667.7,1,2,2,122,0,5708,2022-11-01,BROTHERS MARKET,A,103 W. WALNUT,IA,52361,-92.007391,41.662819,WILLIAMSBURG
5914,6,570,83363.68,3,2,2,322,0,5914,2022-11-01,UNI MART / WATERLOO,A,1615 BISHOP AVE,IA,50703,-92.293057,42.49807,WATERLOO
5552,4,365,56644.03,2,3,2,232,0,5552,2022-11-01,CASEY'S GENERAL STORE #2905 / AMES,A,3612 STANGE RD,IA,50010,-93.644937,42.056564,AMES
5781,0,434,50847.67,1,3,3,133,0,5781,2022-11-01,CASEY'S GENERAL STORE #2898 / CLARENCE,A,93 LOMBARD ST,IA,52216,-91.065862,41.888723,CLARENCE
5691,6,1055,357588.99,3,2,1,321,0,5691,2022-11-01,LOGAN AVE CONVENIENCE STORE / WATERLOO,A,735 LOGAN AVE,IA,50703,-92.337744,42.510453,WATERLOO
5991,24,156,15430.26,4,4,4,444,0,5991,2022-11-01,CASEY'S GENERAL STORE #1827 / KNOXVILLE,A,1007 N LINCOLN ST,IA,50138,-93.109511,41.327109,KNOXVILLE
3456,4,5321,575466.4,2,1,1,211,3,3456,2022-11-01,QUICK SHOP / CLEAR LAKE,A,904 N 8TH ST,IA,50428,-93.378772,43.142868,CLEARLAKE
2233,5,1507,201354.78,2,1,1,211,0,2233,2022-11-01,FORBES LIQUOR LOCKER / REMI,A,2508 ENTERPRISE AVE,IA,51360,-95.126786,43.416433,SPIRIT LAKE
6026,19,260,25624.03,4,4,4,444,0,6026,2022-11-01,MOD / KEOKUK,A,3345 MAIN ST,IA,52632,-91.406416,40.417909,KEOKUK
5216,3,236,34325.32,1,4,3,143,0,5216,2022-11-01,CASEY'S GENERAL STORE #2683  /  RUNN,A,"6301, SE 116TH ST",IA,50237,-93.357883,41.52247,RUNNELLS
5794,0,374,42611.95,1,3,3,133,0,5794,2022-11-01,CASEY'S GENERAL STORE #1922 / WALCOTT,A,780 N MAIN ST,IA,52773,-90.774559,41.59208,WALCOTT
5737,3,321,66161.27,1,3,2,132,0,5737,2022-11-01,SUPER STOP & SHOP / BALDWIN,A,5358 HWY 64,IA,52207,-90.834314,42.073361,BALDWIN
2600,5,1048,175146.62,2,2,1,221,0,2600,2022-11-01,HY-VEE FOOD STORE / OSKALOOSA,A,110  S  D  ST,IA,52577,-92.649764,41.295218,OSKALOOSA
3943,4,2169,129877.87,2,1,2,212,0,3943,2022-11-01,GOOD AND QUICK CO,A,519 LINCOLNWAY,IA,50201,-93.453317,42.02271,NEVADA
5333,3,1260,134035.05,1,1,2,112,0,5333,2022-11-01,FAREWAY STORES #166/ ANAMOSA,A,402 E MAIN,IA,52205,-91.281467,42.108278,ANAMOSA
6072,0,1185,157488.89,1,2,1,121,0,6072,2022-11-01,PEARL CITY TOBACCO & LIQUOR OUTLET / MUSCATINE,A,200 GREEN ST,IA,52761,-91.057868,41.413913,MUSCATINE
5618,7,836,62405.76,3,2,2,322,0,5618,2022-11-01,CASEY'S GENERAL STORE #1446 / LISBON,A,150 E. BUSINESS 30,IA,52253,,,LISBON
5382,11,639,58338.51,3,2,2,322,0,5382,2022-11-01,CASEY'S GENERAL STORE # 2870/ ALTOONA,A,1419 1ST AVE N,IA,50009,-93.464479,41.663585,ALTOONA
5976,10,260,41058.99,3,4,3,343,0,5976,2022-11-01,CASEY'S GENERAL STORE #2422 / CRESTON,A,403 E TOWNLINE ST,IA,50801,-94.357385,41.071088,CRESTON
10057,4,158,19360.02,2,4,4,244,0,10057,2022-11-01,KWIK STAR #1186 / ALTOONA,A,2030 21ST ST NW,IA,50009,,,ALTOONA
4203,6,1816,233550.13,3,1,1,311,0,4203,2022-11-01,LIQUOR AND TOBACCO OUTLET /,A,620 W BREMER AVE,IA,50677,-92.47898,42.725694,WAVERLY
5648,4,314,64908.99,2,3,2,232,0,5648,2022-11-01,FAREWAY STORES #189 / AMES,A,3720 LINCOLN WAY,IA,50014,-93.668529,42.022819,AMES
5435,12,815,60743.44,4,2,2,422,0,5435,2022-11-01,JUNCTION LIQUOR,A,"10 3RD ST. NW, STE B",IA,51346,-95.477367,43.184821,HARTLEY
10028,3,218,28554.63,1,4,4,144,0,10028,2022-11-01,DUAL STOP CARTER LAKE / CARTER LAKE,A,109 EAST LOCUST STREET,IA,51510,,,CARTER LAKE
4655,12,481,37914.22,4,3,3,433,0,4655,2022-11-01,CASEY'S GENERAL STORE #2237 / PRAIRIE CITY,A,1002 W 2ND ST,IA,50228,-93.247591,41.596714,PRAIRIE CITY
4070,0,1823,170641.08,1,1,1,111,0,4070,2022-11-01,GRIEDER BEVERAGE DEPOT,A,708  13TH ST,IA,52208,-92.278,41.897054,BELLE PLAINE
5255,0,369,83548.72,1,3,2,132,0,5255,2022-11-01,WHOLE FOODS MARKET,A,4100 UNIVERSITY AVE,IA,50266,-93.759524,41.600393,WEST DES MOINES
4746,21,78,6565.76,4,4,4,444,0,4746,2022-11-01,WALGREENS #05885 / MUSCATINE,A,1703 PARK AVE,IA,52761,-91.030378,41.444702,MUSCATINE
2665,4,7338,1932931.17,2,1,1,211,3,2665,2022-11-01,HY-VEE / WAUKEE,A,1005 E HICKMAN RD,IA,50263,-93.854473,41.615059,WAUKEE
2593,4,4998,1159148.66,2,1,1,211,3,2593,2022-11-01,HY-VEE FOOD STORE / CARROLL,A,905 US HIGHWAY 30 WEST,IA,51401,-94.876789,42.070666,CARROLL
2672,6,1122,216687.99,3,2,1,321,0,2672,2022-11-01,HY-VEE / WINTERSET,A,923 N  1ST ST,IA,50273,-94.013482,41.342665,WINTERSET
6175,10,277,16307.96,3,3,4,334,0,6175,2022-11-01,MALCOM GAS & FOOD / MALCOM,A,203 MONTEZUMA STREET,IA,50157,-92.552146,41.706416,MALCOM
5239,10,247,30785.84,3,4,4,344,0,5239,2022-11-01,LEFTY'S CONVENIENCE STORE INC.,A,4649 HWY 13,IA,52214,-91.532662,42.19892,CENTRAL CITY
5452,31,129,17749.4,4,4,4,444,0,5452,2022-11-01,CASEY'S GENERAL STORE # 1591/ DECORAH,A,401 COLLEGE DR.,IA,52101,-91.79783,43.308962,DECORAH
6190,6,1676,170181.5,3,1,1,311,0,6190,2022-11-01,HAWKS LIQUOR & TOBACCO / CORALVILLE,A,2425 2ND STREET,IA,52241,-91.600764,41.684274,CORALVILLE
5100,0,816,161123.04,1,2,1,121,0,5100,2022-11-01,SAM'S FOOD,A,648 N  MARQUETTE ST,IA,52802,-90.590879,41.526469,DAVENPORT
4491,11,442,65899.94,3,3,2,332,0,4491,2022-11-01,CASEY'S GENERAL STORE #2772 / CEDAR RAPIDS,A,3349 MT VERNON RD SE,IA,52403,-91.619026,41.976807,CEDAR RAPIDS
5207,0,1994,323873.05,1,1,1,111,0,5207,2022-11-01,JIM'S FOODS  /  CEDAR RAPIDS,A,"812, SIXTH  ST SW",IA,52404,-91.677073,41.968016,CEDAR RAPIDS
3756,6,1894,96493.99,3,1,2,312,0,3756,2022-11-01,MAIN STREET LIQUORS / MANNING,A,316 MAIN ST,IA,51455,-95.065122,41.908573,MANNING
3818,114,2320,116325.41,4,1,2,412,2,3818,2022-11-01,ROUND WINDOW LIQUOR,I,703 W PLEASANT ST,IA,50138,-93.105641,41.320746,KNOXVILLE
2679,4,1703,109844.74,2,1,2,212,0,2679,2022-11-01,HY-VEE FAST & FRESH/ALTOONA,A,3950 PRARIE FIRE NW,IA,50009,,,ALTOONA
4051,0,1558,266879.71,1,1,1,111,0,4051,2022-11-01,FAREWAY STORES #639 / MAQUOKETA,A,110 WESTGATE DR,IA,52060,-90.680623,42.067391,MAQUOKETA
4824,3,598,97236.46,1,2,2,122,0,4824,2022-11-01,CASEY'S GENERAL STORE #3852 / CRESTON,A,107 W TAYLOR ST,IA,50801,-94.362115,41.049213,CRESTON
5807,3,248,26442.78,1,4,4,144,0,5807,2022-11-01,CASEY'S GENERAL STORE #1028 / MIDDLETOWN,A,75 MAIN ST,IA,52638,,,MIDDLETOWN
5846,0,1204,190674.7,1,2,1,121,0,5846,2022-11-01,ROCKINGHAM LIQUOR - DAVENPORT,A,2423 ROCKINGHAM ROAD,IA,52802,-90.613625,41.514051,DAVENPORT
6318,13,297,17595.0,4,3,4,434,0,6318,2022-11-01,PRIME STOP.INC / MELBOURNE,A,1659 MARSHALLTOWN BOULEVARD,IA,50162,-93.100118,41.953842,MELBOURNE
5901,28,1102,161557.03,4,2,1,421,0,5901,2022-11-01,LE CLAIRE GROCERY STORE,I,536 N CODY RD,IA,52753,-90.343746,41.602983,LE CLAIRE
3806,0,1068,260831.16,1,2,1,121,0,3806,2022-11-01,TARGET STORE T-1901 / WDM,A,5405 MILLS CIVIC PKWY,IA,50266,-93.779582,41.559274,WEST DES MOINES
5604,4,574,55610.55,2,2,3,223,0,5604,2022-11-01,CASEY'S GENERAL STORE #1599 / MT VERNON,A,323 HWY 30 W,IA,52314,-91.424821,41.91623,MOUNT VERNON
5920,18,965,61271.44,4,2,2,422,0,5920,2022-11-01,KUM & GO #0131 / HUXLEY,A,1706 HWY 210,IA,50046,,,HUXLEY
5114,6,394,56174.21,3,3,3,333,0,5114,2022-11-01,CASEY'S GENERAL STORE #2612 / MISSOU,A,"106, E  ERIE ST",IA,51555,-95.894278,41.556431,MISSOURI VALLEY
5909,0,940,96876.49,1,2,2,122,0,5909,2022-11-01,EZ STOP 1 / DUBUQUE,A,1101 RHOMBERG AVE,IA,52001,-90.660293,42.519473,DUBUQUE
5446,293,62,7248.83,4,4,4,444,1,5446,2022-11-01,PUMP N PAK,I,1004 MAIN ST.,IA,51247,-96.294824,43.200164,ROCK VALLEY
5198,0,1984,281968.42,1,1,1,111,0,5198,2022-11-01,RIVERSIDE LIQUOR,A,826 E RIVER DR,IA,52803,-90.561741,41.524926,DAVENPORT
6228,97,585,90776.74,4,2,2,422,2,6228,2022-11-01,OELWEIN LIQUOR TOBACCO & GAS / OELWEIN,I,801 EAST CHARLES STREET,IA,50662,-91.902413,42.678786,OELWEIN
4228,3,1041,189118.65,1,2,1,121,0,4228,2022-11-01,FAREWAY STORES #462 / VINTON,A,501 A AVE,IA,52349,-92.025603,42.166166,VINTON
5411,3,805,109175.13,1,2,2,122,0,5411,2022-11-01,BLUEJAY MARKET,A,2810 WILLS AVE,IA,50220,-94.081127,41.838488,PERRY
4000,6,1882,90748.61,3,1,2,312,0,4000,2022-11-01,FOODLAND SUPER MARKETS / WOODBINE,A,62 5TH ST,IA,51579,-95.70282,41.737038,WOODBINE
5535,6,415,38064.82,3,3,3,333,0,5535,2022-11-01,CASEY'S GENERAL STORE #2097 / INDIANOLA,A,1006 W 2ND AVE,IA,50125,-93.574611,41.357751,INDIANOLA
2716,7,547,93790.99,3,3,2,332,0,2716,2022-11-01,HY-VEE HAMPTON DOLLAR FRESH,A,808 4TH ST SE,IA,50441,-93.202507,42.734292,HAMPTON
4559,0,1319,160436.51,1,1,1,111,0,4559,2022-11-01,RANDY'S NEIGHBORHOOD MARKET / OSAGE,A,633 CHASE ST,IA,50461,-92.811538,43.285134,OSAGE
6099,12,605,35711.39,4,2,3,423,0,6099,2022-11-01,BREW OIL #29 / EMMETSBURG,A,2401 MAIN ST,IA,50536,-94.681939,43.111913,EMMETSBURG
6284,13,351,43249.4,4,3,3,433,0,6284,2022-11-01,CASEY'S #3962 / SIOUX CITY,A,1419 HAMILTON BOULEVARD,IA,51103,-96.41671,42.505896,SIOUX CITY
9051,116,1,180.0,4,4,4,444,2,9051,2022-11-01,WILDCAT DISTILLING,I,2652 235TH ST,IA,50532,-94.074806,42.448661,DUNCOMBE
3628,5,1000,182609.55,2,2,1,221,0,3628,2022-11-01,WAL-MART 1528 / CEDAR RAPIDS,A,2645 BLAIRS FERRY RD NE,IA,52402,-91.681997,42.034753,CEDAR RAPIDS
5410,6,216,30426.19,3,4,4,344,0,5410,2022-11-01,UMIYA FOODMART INC,A,318 E NORTH ST.,IA,50257,-93.843364,41.209914,TRURO
2513,5,3677,428525.43,2,1,1,211,3,2513,2022-11-01,HY-VEE FOOD STORE #2 / IOWA CITY,A,812 S 1ST AVE,IA,52240,-91.501984,41.650954,IOWA CITY
6283,0,305,29592.13,1,3,4,134,0,6283,2022-11-01,KIMMES CARROLL COUNTRY STORE 1 / CARROLL,A,1511 US 71,IA,51401,-94.87861,42.075224,CARROLL
5514,6,3241,540837.5,3,1,1,311,0,5514,2022-11-01,JOHNCY'S LIQUOR STORE,A,585 HWY 965 STE D & E,IA,52317,-91.60761,41.738129,NORTH LIBERTY
2806,0,2058,287012.96,1,1,1,111,0,2806,2022-11-01,OSCO #1118 / CLINTON,A,1307 N SECOND,IA,52732,-90.184797,41.858932,CLINTON
4452,6,1677,183365.65,3,1,1,311,0,4452,2022-11-01,SELECT MART    GORDON DR,A,2825 GORDON DR,IA,51105,-96.372005,42.48963,SIOUX CITY
5073,4,700,152942.6,2,2,1,221,0,5073,2022-11-01,"WILLIAMS BOULEVARD SERVICE, INC.",A,"2601, WILLIAMS BLVD SW",IA,52404,-91.706863,41.964546,CEDAR RAPIDS
5021,19,279,27982.81,4,3,4,434,0,5021,2022-11-01,KUM & GO #608 / OKOBOJI,A,1001 SANBORN AVE,IA,51355,-95.129129,43.382148,OKOBOJI
6258,5,857,123170.63,2,2,2,222,0,6258,2022-11-01,FORT MADISON TOBACCO AND LIQUOR OUTLET PLUS / FORT MADISON,A,1735 AVENUE H,IA,52627,-91.329796,40.63021,FORT MADISON
2506,3,7193,1050235.36,1,1,1,111,3,2506,2022-11-01,HY-VEE #1044 / BURLINGTON,A,3140 AGENCY,IA,52601,-91.136655,40.814666,BURLINGTON
5177,10,275,42068.78,3,3,3,333,0,5177,2022-11-01,CASEY'S GENERAL STORE #3204 / MINDEN,A,33280 335TH ST,IA,51553,-95.54617,41.495961,MINDEN
2713,3,561,148872.3,1,2,2,122,0,2713,2022-11-01,HY-VEE DYERSVILLE DOLLAR FRESH,A,1201 12TH AVE SE,IA,52040,-91.110641,42.475284,DYERSVILLE
2619,0,7329,1817763.19,1,1,1,111,3,2619,2022-11-01,HY-VEE WINE AND SPIRITS / WDM,A,1725  74TH ST,IA,50266,-93.808855,41.598515,WEST DES MOINES
2674,3,361,34322.63,1,3,3,133,0,2674,2022-11-01,HY-VEE FOOD STORE / LAMONI,A,720 EAST MAIN,IA,50140,-93.924475,40.623647,LAMONI
5616,13,497,31838.34,4,3,3,433,0,5616,2022-11-01,CASEY'S GENERAL STORE #2623 / FAIRBANK,A,103 24TH ST,IA,50629,,,FAIRBANK
5763,5,306,31094.03,2,3,3,233,0,5763,2022-11-01,CASEY'S GENERAL STORE #1374 / COLFAX,A,501 W STATE ST,IA,50054,-93.251941,41.673594,COLFAX
4982,7,192,26386.08,3,4,4,344,0,4982,2022-11-01,KIMMES COUNTRY STORE ALTA 05,A,101 E. HWY 7,IA,51002,-95.303731,42.675619,ALTA
2692,125,29,4487.7,4,4,4,444,2,2692,2022-11-01,HY-VEE FAST & FRESH EXPRESS -OSCELOA,A,518 W MCLANE STREET,IA,50213,-93.773044,41.030573,OSCEOLA
5808,4,402,34993.56,2,3,3,233,0,5808,2022-11-01,CASEY'S GENERAL STORE #1373 / BONDURANT,A,302 2ND ST NE,IA,50035,-93.459274,41.702943,BONDURANT
5294,13,72,8669.47,4,4,4,444,0,5294,2022-11-01,YESWAY STORE # 10022/ WATERLOO,A,1976 FRANKLIN ST,IA,50703,-92.314939,42.495308,WATERLOO
6016,3,221,32681.53,1,4,3,143,0,6016,2022-11-01,CASEY'S GENERAL STORE #2467 / CLARINDA,A,318 E WASHINGTON STREET,IA,51632,-95.034526,40.739281,CLARINDA
5463,3,769,138948.46,1,2,2,122,0,5463,2022-11-01,BACKWATER SPIRITS AND MORE,A,116 W WATER ST STE D,IA,52101,-91.786674,43.304224,DECORAH
3417,0,2951,263862.16,1,1,1,111,0,3417,2022-11-01,BIG G FOOD STORE,A,PO BOX 261  310 W DILLON,IA,52301,,,MARENGO
6223,6,1274,308852.26,3,1,1,311,0,6223,2022-11-01,PRIME MART / WATERLOO,A,508 BROADWAY STREET,IA,50703,-92.345104,42.510573,WATERLOO
4797,3,106,21989.52,1,4,4,144,0,4797,2022-11-01,WALGREENS #05362 / DES MOINES,A,1330 E UNIVERSITY AVE,IA,50316,-93.601331,41.600612,DES MOINES
4554,20,268,27727.68,4,3,4,434,0,4554,2022-11-01,KUM & GO #229 / SIOUX CITY,A,1821 HAMILTON BLVD,IA,51103,-96.416824,42.510269,SIOUX CITY
5336,28,221,21702.69,4,4,4,444,0,5336,2022-11-01,EXPRESS MART,I,4804 S HIGHWAY 61,IA,52761,,,MUSCATINE
4760,6,321,57718.02,3,3,2,332,0,4760,2022-11-01,WALGREENS #07455 / WATERLOO,A,111 W RIDGEWAY AVE,IA,50701,-92.357476,42.469401,WATERLOO
5597,0,1677,336867.58,1,1,1,111,0,5597,2022-11-01,LIQUOR TOBACCO & GAS,A,1401 CENTRAL AVE,IA,52001,-90.667836,42.506482,DUBUQUE
