index,Store Number,Recency,Frequency,Monetary,r_seg,f_seg,m_seg,RFMScore,prediction
1610,10060,4,239,25208.11,2,4,4,244,0
1611,5080,5,1931,235410.58,2,1,1,211,0
1612,6326,4,292,52910.65,2,3,3,233,0
1613,2607,3,2602,335307.99,1,1,1,111,0
1614,3461,3,1514,138074.0,1,1,2,112,0
1615,5565,5,817,88369.19,2,2,2,222,0
1616,5748,18,280,17369.01,4,3,4,434,0
1617,5223,3,578,51637.31,1,2,3,123,0
1618,2662,0,3522,596676.47,1,1,1,111,3
1619,4503,11,392,28976.75,3,3,4,334,0
1620,2689,14,169,26231.97,4,4,4,444,0
1621,4591,5,380,49339.58,2,3,3,233,0
1622,5232,13,245,21474.57,4,4,4,444,0
1623,5850,14,263,42936.36,4,3,3,433,0
1624,5343,6,1269,53514.55,3,1,3,313,0
1625,6202,4,785,132805.48,2,2,2,222,0
1626,6235,3,2737,251559.13,1,1,1,111,0
1627,4801,53,246,50650.92,4,4,3,443,2
1628,5206,0,862,94826.52,1,2,2,122,0
1629,5783,12,298,31048.55,4,3,4,434,0
1630,5918,48,240,40624.69,4,4,3,443,2
1631,6189,6,707,175398.42,3,2,1,321,0
1632,10074,0,13,17261.1,1,4,4,144,0
1633,6013,124,756,34092.8,4,2,3,423,2
1634,5800,6,1003,76465.79,3,2,2,322,0
1635,4119,4,345,71600.04,2,3,2,232,0
1636,4687,4,1395,60430.95,2,1,2,212,0
1637,4956,0,720,72927.56,1,2,2,122,0
1638,5806,26,150,14366.38,4,4,4,444,0
1639,5804,0,186,16338.91,1,4,4,144,0
1640,10070,0,125,13678.92,1,4,4,144,0
1641,3484,12,640,55954.1,4,2,3,423,0
1642,4876,10,1056,171083.77,3,2,1,321,0
1643,6271,5,482,75258.51,2,3,2,232,0
1644,5650,0,285,19918.58,1,3,4,134,0
1645,5354,0,351,34693.15,1,3,3,133,0
1646,4692,5,127,16901.34,2,4,4,244,0
1647,6266,13,415,52261.89,4,3,3,433,0
1648,5054,6,3590,379486.07,3,1,1,311,3
1649,5459,3,399,34308.49,1,3,3,133,0
1650,5496,0,988,180770.8,1,2,1,121,0
1651,4803,10,494,96866.4,3,3,2,332,0
1652,3679,3,1919,142935.37,1,1,2,112,0
1653,5373,24,324,33170.57,4,3,3,433,0
1654,5561,3,928,56033.0,1,2,3,123,0
1655,5743,5,905,70342.67,2,2,2,222,0
1656,5559,5,1146,159967.54,2,2,1,221,0
1657,6299,4,622,40273.97,2,2,3,223,0
1658,3805,0,1014,241302.76,1,2,1,121,0
1659,5775,13,341,52924.31,4,3,3,433,0
1660,4793,5,384,23943.14,2,3,4,234,0
1661,4645,24,182,21603.24,4,4,4,444,0
1662,5796,5,200,26864.88,2,4,4,244,0
1663,10018,20,158,19327.24,4,4,4,444,0
1664,4673,5,1094,157879.19,2,2,1,221,0
1665,6052,3,568,46183.45,1,2,3,123,0
1666,3592,3,2599,460952.28,1,1,1,111,0
1667,5478,3,354,50772.5,1,3,3,133,0
1668,6089,3,619,28725.21,1,2,4,124,0
1669,4578,12,317,43850.16,4,3,3,433,0
1670,6218,68,138,20850.27,4,4,4,444,2
1671,4419,24,235,20340.57,4,4,4,444,0
1672,5393,14,231,40352.04,4,4,3,443,0
1673,10061,5,101,4921.1,2,4,4,244,0
1674,2706,11,146,11514.4,3,4,4,344,0
1675,3932,6,1994,206801.88,3,1,1,311,0
1676,5279,4,582,52652.46,2,2,3,223,0
1677,3784,6,1417,148105.68,3,1,2,312,0
1678,4254,5,518,67290.09,2,3,2,232,0
1679,6331,0,1091,23880.3,1,2,4,124,0
1680,5825,10,414,52143.08,3,3,3,333,0
1681,4500,13,305,50017.3,4,3,3,433,0
1682,3710,17,57,12551.21,4,4,4,444,0
1683,3888,6,850,175780.22,3,2,1,321,0
1684,4674,4,975,70660.88,2,2,2,222,0
1685,6010,6,81,10369.92,3,4,4,344,0
1686,5715,6,492,35127.49,3,3,3,333,0
1687,2602,3,4243,487180.11,1,1,1,111,3
1688,5903,10,388,61154.59,3,3,2,332,0
1689,4183,3,1358,202565.04,1,1,1,111,0
1690,3916,3,992,43849.36,1,2,3,123,0
1691,5006,21,177,10539.54,4,4,4,444,0
1692,5089,6,608,51353.77,3,2,3,323,0
1693,5875,34,128,14777.45,4,4,4,444,0
1694,6241,6,159,15892.65,3,4,4,344,0
1695,4497,21,184,25302.27,4,4,4,444,0
1696,5871,13,854,161480.36,4,2,1,421,0
1697,5236,3,4002,433371.77,1,1,1,111,3
1698,4532,10,294,29682.51,3,3,4,334,0
1699,5077,3,1787,294659.99,1,1,1,111,0
1700,4428,4,1926,79663.58,2,1,2,212,0
1701,5070,0,1523,61635.29,1,1,2,112,0
1702,4872,5,919,65756.27,2,2,2,222,0
1703,5771,13,186,29708.96,4,4,4,444,0
1704,9039,12,43,159021.24,4,4,1,441,0
1705,6170,4,676,53764.61,2,2,3,223,0
1706,6295,5,327,43674.42,2,3,3,233,0
1707,5666,6,599,1299116.14,3,2,1,321,0
1708,5928,19,165,22600.95,4,4,4,444,0
1709,2585,5,2602,603922.11,2,1,1,211,0
1710,4103,4,1592,253658.0,2,1,1,211,0
1711,5945,0,381,47865.66,1,3,3,133,0
1712,3385,4,2396,2711642.61,2,1,1,211,3
1713,5801,3,165,19347.88,1,4,4,144,0
1714,5746,21,174,27193.87,4,4,4,444,0
1715,5039,0,373,50438.19,1,3,3,133,0
1716,4234,5,529,120650.3,2,3,2,232,0
1717,4657,6,442,42839.52,3,3,3,333,0
1718,6097,5,350,50693.9,2,3,3,233,0
1719,4396,6,269,35417.69,3,3,3,333,0
1720,10063,6,138,13757.89,3,4,4,344,0
1721,2722,35,30,5145.14,4,4,4,444,0
1722,5522,6,583,45159.69,3,2,3,323,0
1723,3890,0,2314,103100.43,1,1,2,112,0
1724,3776,0,1767,280251.49,1,1,1,111,0
1725,4001,0,1181,200164.98,1,2,1,121,0
1726,6000,0,1414,67284.74,1,1,2,112,0
1727,3528,4,572,118169.32,2,2,2,222,0
1728,4492,0,1228,125699.11,1,1,2,112,0
1729,4482,6,696,90068.29,3,2,2,322,0
1730,5263,6,1209,171005.15,3,1,1,311,0
1731,5477,3,207,37800.28,1,4,3,143,0
1732,4084,5,1369,279206.93,2,1,1,211,0
1733,4171,3,873,78482.64,1,2,2,122,0
1734,10034,3,198,28621.56,1,4,4,144,0
1735,4439,10,796,44097.7,3,2,3,323,0
1736,5851,3,237,24319.08,1,4,4,144,0
1737,2130,4,2764,1157402.66,2,1,1,211,0
1738,4898,0,908,77280.94,1,2,2,122,0
1739,4306,0,1365,68260.5,1,1,2,112,0
1740,5813,0,648,60204.75,1,2,2,122,0
1741,5944,49,86,12492.6,4,4,4,444,2
1742,5878,7,283,29139.61,3,3,4,334,0
1743,5759,10,229,25741.16,3,4,4,344,0
1744,5625,10,1063,61165.13,3,2,2,322,0
1745,6256,3,2691,265158.32,1,1,1,111,0
1746,9042,3,79,48830.4,1,4,3,143,0
1747,4893,4,631,75505.23,2,2,2,222,0
1748,2248,4,3411,442750.57,2,1,1,211,3
1749,5873,0,2376,289712.04,1,1,1,111,0
1750,5252,3,1095,108204.82,1,2,2,122,0
1751,4504,13,410,49025.29,4,3,3,433,0
1752,5489,12,335,33368.43,4,3,3,433,0
1753,5481,0,1094,279115.62,1,2,1,121,0
1754,6102,34,363,47277.2,4,3,3,433,0
1755,5681,6,1091,94494.37,3,2,2,322,0
1756,5810,5,382,36004.07,2,3,3,233,0
1757,5537,20,461,39160.78,4,3,3,433,0
1758,5964,10,285,44899.24,3,3,3,333,0
1759,6267,3,1502,144859.5,1,1,2,112,0
1760,2551,3,3987,442216.91,1,1,1,111,3
1761,6082,3,1252,81978.94,1,1,2,112,0
1762,5740,3,1242,147069.85,1,1,2,112,0
1763,4321,6,633,66920.79,3,2,2,322,0
1764,5858,17,332,46985.22,4,3,3,433,0
1765,4770,48,145,21627.58,4,4,4,444,2
1766,4153,6,1504,133813.38,3,1,2,312,0
1767,5293,5,4154,878115.92,2,1,1,211,3
1768,3562,3,2675,439088.09,1,1,1,111,0
1769,5868,24,854,80091.04,4,2,2,422,0
1770,4753,10,558,43363.6,3,3,3,333,0
1771,4155,3,608,160842.44,1,2,1,121,0
1772,4027,3,1123,179658.36,1,2,1,121,0
1773,5790,34,364,52951.81,4,3,3,433,0
1774,6148,6,1136,140939.94,3,2,2,322,0
1775,5526,5,2367,284935.44,2,1,1,211,0
1776,2517,5,3503,699042.61,2,1,1,211,3
1777,5235,3,661,54005.18,1,2,3,123,0
1778,2558,5,3977,693092.55,2,1,1,211,3
1779,6080,10,353,14181.18,3,3,4,334,0
1780,3749,0,1236,198878.48,1,1,1,111,0
1781,4853,11,795,47314.36,3,2,3,323,0
1782,6103,5,319,49384.96,2,3,3,233,0
1783,6328,41,150,23871.84,4,4,4,444,0
1784,4162,0,1306,246859.22,1,1,1,111,0
1785,6020,0,899,130796.95,1,2,2,122,0
1786,3886,3,1530,251243.89,1,1,1,111,0
1787,6105,14,265,18455.32,4,3,4,434,0
1788,6186,7,1806,206388.68,3,1,1,311,0
1789,4710,21,145,21767.27,4,4,4,444,0
1790,6095,3,1158,138296.61,1,2,2,122,0
1791,4152,6,4500,206509.71,3,1,1,311,3
1792,4718,11,137,27570.0,3,4,4,344,0
1793,5946,5,820,115351.42,2,2,2,222,0
1794,6286,0,394,54312.52,1,3,3,133,0
1795,6275,5,1313,138549.9,2,1,2,212,0
1796,5784,5,263,26249.86,2,3,4,234,0
1797,5540,6,375,43019.39,3,3,3,333,0
1798,10005,6,892,76687.45,3,2,2,322,0
1799,6260,189,8,526.66,4,4,4,444,1
1800,2656,3,1675,153674.01,1,1,1,111,0
1801,5108,0,1084,127484.02,1,2,2,122,0
1802,5767,17,133,16383.7,4,4,4,444,0
1803,5655,5,1390,196958.67,2,1,1,211,0
1804,4522,4,950,65676.21,2,2,2,222,0
1805,5358,4,560,56329.51,2,3,3,233,0
1806,4463,5,1322,105948.29,2,1,2,212,0
1807,6009,3,183,28525.62,1,4,4,144,0
1808,4338,174,29,9395.7,4,4,4,444,1
1809,5753,6,192,22519.98,3,4,4,344,0
1810,5900,6,1407,150925.88,3,1,2,312,0
1811,3829,4,1575,115250.99,2,1,2,212,0
1812,5844,3,517,60298.65,1,3,2,132,0
1813,4857,3,618,20605.1,1,2,4,124,0
1814,5126,95,1199,182693.19,4,2,1,421,2
1815,5335,5,1179,161923.88,2,2,1,221,0
1816,5548,7,306,34031.81,3,3,3,333,0
1817,4233,6,938,106349.16,3,2,2,322,0
1818,5319,42,864,106437.73,4,2,2,422,0
1819,5994,6,470,116157.24,3,3,2,332,0
1820,5171,48,100,34191.12,4,4,3,443,2
1821,6123,0,192,15288.1,1,4,4,144,0
1822,3719,6,1490,242352.68,3,1,1,311,0
1823,2539,0,3859,600661.33,1,1,1,111,3
1824,3842,5,2364,355263.99,2,1,1,211,0
1825,6060,7,1477,92347.22,3,1,2,312,0
1826,5389,13,140,21263.9,4,4,4,444,0
1827,4798,227,18,3492.78,4,4,4,444,1
1828,2548,5,6026,1470281.7,2,1,1,211,3
1829,5061,0,670,96982.06,1,2,2,122,0
1830,5371,5,636,102175.67,2,2,2,222,0
1831,2527,0,5125,983558.03,1,1,1,111,3
1832,4284,0,514,114270.79,1,3,2,132,0
1833,5296,31,123,22909.14,4,4,4,444,0
1834,4443,3,599,114462.75,1,2,2,122,0
1835,3782,3,877,102682.85,1,2,2,122,0
1836,3045,5,907,113841.53,2,2,2,222,0
1837,4543,3,450,47543.73,1,3,3,133,0
1838,4734,53,164,35960.49,4,4,3,443,2
1839,6230,7,61,18841.74,3,4,4,344,0
1840,4455,49,223,17408.05,4,4,4,444,2
1841,5260,216,65,8449.78,4,4,4,444,1
1842,2848,33,16,2237.88,4,4,4,444,0
1843,2518,3,2781,489935.53,1,1,1,111,0
1844,5462,0,826,120698.92,1,2,2,122,0
1845,5847,0,748,108086.77,1,2,2,122,0
1846,4790,17,417,15613.34,4,3,4,434,0
1847,5322,3,773,78532.37,1,2,2,122,0
1848,5826,12,378,58545.15,4,3,2,432,0
1849,3942,6,1675,278742.66,3,1,1,311,0
1850,10017,26,142,18576.29,4,4,4,444,0
1851,6039,13,266,38934.66,4,3,3,433,0
1852,2852,39,114,18357.84,4,4,4,444,0
1853,6297,17,113,16576.2,4,4,4,444,0
1854,5466,3,1445,197907.27,1,1,1,111,0
1855,5003,5,1470,269527.71,2,1,1,211,0
1856,4387,12,413,40446.33,4,3,3,433,0
1857,4527,10,232,19123.94,3,4,4,344,0
1858,2707,0,357,28671.97,1,3,4,134,0
1859,6063,11,267,40226.49,3,3,3,333,0
1860,2849,234,61,10725.12,4,4,4,444,1
1861,5504,6,1187,110842.36,3,2,2,322,0
1862,5916,3,8232,4650808.79,1,1,1,111,3
1863,5185,6,753,43221.9,3,2,3,323,0
1864,4496,4,749,47936.64,2,2,3,223,0
1865,5097,4,884,183209.63,2,2,1,221,0
1866,5539,18,476,52683.03,4,3,3,433,0
1867,4737,133,22,4275.54,4,4,4,444,2
1868,6298,17,83,11777.76,4,4,4,444,0
1869,2651,4,7327,953132.02,2,1,1,211,3
1870,5157,3,659,101873.25,1,2,2,122,0
1871,2515,4,8435,1459037.43,2,1,1,211,3
1872,5993,19,281,37555.32,4,3,3,433,0
1873,4795,4,487,80298.08,2,3,2,232,0
1874,10064,10,24,2496.75,3,4,4,344,0
1875,5897,123,554,98988.01,4,3,2,432,2
1876,3845,31,142,22031.01,4,4,4,444,0
1877,4688,21,216,27474.03,4,4,4,444,0
1878,5641,0,215,24122.68,1,4,4,144,0
1879,4849,10,231,131240.82,3,4,2,342,0
1880,4501,12,475,51879.4,4,3,3,433,0
1881,6276,48,265,31374.7,4,3,3,433,2
1882,4695,25,190,22192.72,4,4,4,444,0
1883,5274,257,141,16460.82,4,4,4,444,1
1884,2620,5,5770,833480.8,2,1,1,211,3
1885,4629,3,863,84674.35,1,2,2,122,0
1886,5131,3,1511,194099.57,1,1,1,111,0
1887,3477,4,1709,1692093.16,2,1,1,211,0
1888,4069,3,1141,222724.74,1,2,1,121,0
1889,6265,3,695,50374.91,1,2,3,123,0
1890,4529,5,415,42043.5,2,3,3,233,0
1891,4800,38,91,19692.42,4,4,4,444,0
1892,5363,4,717,55928.79,2,2,3,223,0
1893,5887,4,597,61204.51,2,2,2,222,0
1894,5270,4,599,73589.88,2,2,2,222,0
1895,2698,21,140,13343.54,4,4,4,444,0
1896,5379,5,91,11215.23,2,4,4,244,0
1897,6115,5,233,31018.74,2,4,4,244,0
1898,5390,6,629,55815.94,3,2,3,323,0
1899,5864,3,276,44772.41,1,3,3,133,0
1900,2655,3,1776,162214.1,1,1,1,111,0
1901,4057,3,2404,294225.94,1,1,1,111,0
1902,5292,3,903,57797.4,1,2,2,122,0
1903,5269,73,38,6581.16,4,4,4,444,2
1904,4566,0,1720,62801.52,1,1,2,112,0
1905,6301,19,83,12728.2,4,4,4,444,0
1906,2704,6,916,159017.68,3,2,1,321,0
1907,3611,6,649,85602.3,3,2,2,322,0
1908,5035,32,261,47118.11,4,4,3,443,0
1909,2535,6,2547,557750.26,3,1,1,311,0
1910,6205,5,1506,137778.56,2,1,2,212,0
1911,6270,49,122,17592.42,4,4,4,444,2
1912,5127,4,2158,315014.91,2,1,1,211,0
1913,4520,4,329,39959.02,2,3,3,233,0
1914,5594,0,451,29718.26,1,3,4,134,0
1915,2590,5,8485,1259162.32,2,1,1,211,3
1916,5601,3,741,37569.91,1,2,3,123,0
1917,5639,13,185,22208.61,4,4,4,444,0
1918,4106,7,448,20615.42,3,3,4,334,0
1919,6344,6,522,83748.12,3,3,2,332,0
1920,2647,0,11562,1762098.29,1,1,1,111,3
1921,2509,0,3108,514826.56,1,1,1,111,0
1922,4375,3,1231,64322.3,1,1,2,112,0
1923,10016,101,114,15788.55,4,4,4,444,2
1924,4268,5,813,81797.57,2,2,2,222,0
1925,6168,5,540,51949.34,2,3,3,233,0
1926,5636,5,1418,216529.85,2,1,1,211,0
1927,3696,0,1127,203087.53,1,2,1,121,0
1928,10045,0,298,27894.64,1,3,4,134,0
1929,4709,54,160,31086.69,4,4,3,443,2
1930,4744,52,159,30492.42,4,4,4,444,2
1931,4866,4,1676,104155.6,2,1,2,212,0
1932,3403,3,2109,102977.63,1,1,2,112,0
1933,5787,10,520,28720.78,3,3,4,334,0
1934,3705,6,2248,223507.93,3,1,1,311,0
1935,2536,5,4965,909861.52,2,1,1,211,3
1936,4804,11,215,44071.86,3,4,3,343,0
1937,4154,5,791,137538.29,2,2,2,222,0
1938,5544,3,203,29085.91,1,4,4,144,0
1939,5147,14,394,26454.51,4,3,4,434,0
1940,4421,35,231,22438.0,4,4,4,444,0
1941,6311,3,826,51979.32,1,2,3,123,0
1942,5176,0,3555,152582.77,1,1,1,111,3
1943,5567,13,703,29308.17,4,2,4,424,0
1944,5952,6,1137,140381.18,3,2,2,322,0
1945,5893,6,401,50996.54,3,3,3,333,0
1946,2678,0,1530,110055.89,1,1,2,112,0
1947,5570,7,421,56778.71,3,3,2,332,0
1948,2505,3,4561,688995.7,1,1,1,111,3
1949,4794,3,2374,156341.75,1,1,1,111,0
1950,5588,7,167,18787.85,3,4,4,344,0
1951,5328,3,100,14024.05,1,4,4,144,0
1952,2838,7,103,15795.29,3,4,4,344,0
1953,2524,3,5908,1494037.44,1,1,1,111,3
1954,6137,3,1545,112854.52,1,1,2,112,0
1955,4997,3,1634,241495.58,1,1,1,111,0
1956,4888,6,1339,72808.43,3,1,2,312,0
1957,5004,6,1190,110497.52,3,2,2,322,0
1958,5298,3,1150,246748.65,1,2,1,121,0
1959,6306,5,630,103698.77,2,2,2,222,0
1960,2677,3,263,31165.28,1,3,3,133,0
1961,4854,5,492,61245.99,2,3,2,232,0
1962,4923,0,118,18244.81,1,4,4,144,0
1963,5793,6,108,13568.32,3,4,4,344,0
1964,3443,0,3571,526667.94,1,1,1,111,3
1965,5406,6,669,58360.46,3,2,2,322,0
1966,4411,10,560,46295.93,3,3,3,333,0
1967,6145,3,446,32139.3,1,3,3,133,0
1968,4921,0,1246,81834.92,1,1,2,112,0
1969,5188,6,352,47470.67,3,3,3,333,0
1970,5869,4,1191,178251.98,2,2,1,221,0
1971,4604,0,2827,328010.82,1,1,1,111,0
1972,4761,46,129,24765.42,4,4,4,444,2
1973,5086,6,2051,175989.42,3,1,1,311,0
1974,4180,3,3023,123195.35,1,1,2,112,0
1975,2543,3,4459,740562.44,1,1,1,111,3
1976,4377,3,1196,38732.13,1,2,3,123,0
1977,5106,3,1601,172463.54,1,1,1,111,0
1978,2618,3,3777,380855.21,1,1,1,111,3
1979,6144,0,3948,1371042.03,1,1,1,111,3
1980,5761,12,149,27884.94,4,4,4,444,0
1981,5750,12,516,57596.59,4,3,2,432,0
1982,5153,3,819,65646.18,1,2,2,122,0
1983,3920,0,1877,84708.58,1,1,2,112,0
1984,5852,10,198,24022.46,3,4,4,344,0
1985,6254,3,341,26088.1,1,3,4,134,0
1986,6068,3,1023,113328.58,1,2,2,122,0
1987,5957,0,954,134571.99,1,2,2,122,0
1988,3715,5,1544,186513.63,2,1,1,211,0
1989,5891,3,416,40968.56,1,3,3,133,0
1990,5885,6,205,14018.16,3,4,4,344,0
1991,4229,6,1136,217348.17,3,2,1,321,0
1992,5353,12,548,49606.17,4,3,3,433,0
1993,4379,0,925,48747.72,1,2,3,123,0
1994,5884,20,356,31726.3,4,3,3,433,0
1995,2717,109,18,2165.44,4,4,4,444,2
1996,5877,5,600,51261.27,2,2,3,223,0
1997,6058,34,161,11245.58,4,4,4,444,0
1998,2854,60,48,8638.74,4,4,4,444,2
1999,9052,61,3,5616.0,4,4,4,444,2
2000,6196,272,7,1582.5,4,4,4,444,1
2001,9038,61,5,130380.0,4,4,2,442,2
2002,9046,45,1,1209.6,4,4,4,444,2
