City,Category Name,Avg Growth Rate
PANORA,TRIPLE SEC,-0.10633123599714402
TRIPOLI,100% AGAVE TEQUILA,-0.10634124357750603
LISBON,STRAIGHT BOURBON WHISKIES,-0.10642358176720268
MONTROSE,IMPORTED VODKAS,-0.1064665364174492
EVANSDALE,SPECIAL ORDER ITEMS,-0.1064918452190599
MAXWELL,SPICED RUM,-0.10664885017025787
GRUNDY CENTER,IMPORTED SCHNAPPS,-0.10682899526995766
PERRY,NEUTRAL GRAIN SPIRITS,-0.10694274142311401
CONRAD,IMPORTED VODKAS,-0.1072433380501423
MONONA,AMERICAN FLAVORED VODKA,-0.10731094669370071
SWISHER,IMPORTED VODKAS,-0.1074750588706314
SIOUX RAPIDS,IMPORTED VODKAS,-0.10762031420010636
MARQUETTE,IMPORTED VODKAS,-0.1076378442984419
CAMANCHE,IMPORTED VODKAS,-0.10777130063736044
LEON,AMERICAN SCHNAPPS,-0.1078201293654376
CALMAR,WHISKEY LIQUEUR,-0.10794859334427462
MONTICELLO,IMPORTED SCHNAPPS,-0.10803335324755071
TRAER,STRAIGHT BOURBON WHISKIES,-0.10829181310946588
MANLY,AMERICAN FLAVORED VODKA,-0.10924477594943917
HOLY CROSS,SPICED RUM,-0.10945252115157876
WELLMAN,AMERICAN DRY GINS,-0.10962141510014907
AUDUBON,TRIPLE SEC,-0.10982601929953269
ROCKWELL,IMPORTED VODKAS,-0.10983218381439182
RIVERSIDE,SCOTCH WHISKIES,-0.10984917873189017
GRUNDY CENTER,GOLD RUM,-0.11030882821547383
SUTHERLAND,MIXTO TEQUILA,-0.11031285276568298
WOODWARD,WHITE RUM,-0.11032486627746751
MITCHELLVILLE,IMPORTED VODKAS,-0.11072354128860179
ELDORA,AMERICAN DRY GINS,-0.11074357437892297
MAPLETON,BLENDED WHISKIES,-0.11091938226753133
ST LUCAS,NEUTRAL GRAIN SPIRITS,-0.1111111111111111
ROCK RAPIDS,AMERICAN DISTILLED SPIRIT SPECIALTY,-0.1111111111111111
WEST BEND,AMERICAN SCHNAPPS,-0.1112071710249652
SIBLEY,IMPORTED VODKAS,-0.11125168800005658
TOLEDO,IMPORTED CORDIALS & LIQUEUR,-0.11138447171567312
WOODWARD,BLENDED WHISKIES,-0.11140576711051968
BEVINGTON,AMERICAN DRY GINS,-0.11145595909979106
CORNING,NEUTRAL GRAIN SPIRITS FLAVORED,-0.11152005105839805
MUSCATINE,IMPORTED VODKAS,-0.11155572619317033
BETTENDORF,SPECIAL ORDER ITEMS,-0.11157828090733453
MELCHER-DALLAS,TENNESSEE WHISKIES,-0.11166628989108995
COLO,AMERICAN SCHNAPPS,-0.11197110355602961
CENTERVILLE,IMPORTED FLAVORED VODKA,-0.11207583481306399
COON RAPIDS,IMPORTED VODKAS,-0.11217630419339726
MIDDLETOWN,TENNESSEE WHISKIES,-0.1121888702180034
FOREST CITY,BOTTLED IN BOND BOURBON,-0.1122070484581498
MAQUOKETA,AMERICAN SCHNAPPS,-0.112577099301643
ODEBOLT,SPICED RUM,-0.11258006961303356
TEMPLETON,STRAIGHT RYE WHISKIES,-0.11264428633540029
RIVERSIDE,CREAM LIQUEURS,-0.11269023085335528
WINTHROP,IMPORTED SCHNAPPS,-0.11276578965064295
LEON,WHITE RUM,-0.11282991782763124
MITCHELLVILLE,CREAM LIQUEURS,-0.1129153181128517
MONTEZUMA,IMPORTED FLAVORED VODKA,-0.11299546330561307
JEFFERSON,SPICED RUM,-0.11304588500565456
POSTVILLE,WHITE RUM,-0.11311743035190125
FARMINGTON,100% AGAVE TEQUILA,-0.11330049261083744
MECHANICSVILLE,IOWA SPIRITS MANUFACTURERS,-0.11333135097631085
WEBSTER CITY,IRISH WHISKIES,-0.11335927723591754
WELLMAN,BLENDED WHISKIES,-0.1133800498881989
SAC CITY,GOLD RUM,-0.1136138418471435
KELLOGG,IMPORTED VODKAS,-0.11382484931411974
LIVERMORE,AMERICAN SCHNAPPS,-0.11384038418283783
GOLDFIELD,CREAM LIQUEURS,-0.11407739075951452
STORY CITY,FLAVORED RUM,-0.1141038175773826
SHENANDOAH,IMPORTED VODKAS,-0.11410571173171456
LISBON,AMERICAN CORDIALS & LIQUEUR,-0.11432429670768812
KEOKUK,GOLD RUM,-0.11454609628439838
HAZLETON,WHITE RUM,-0.11480665083124401
MT PLEASANT,IMPORTED FLAVORED VODKA,-0.11480698163348863
ZWINGLE,AMERICAN SCHNAPPS,-0.11481428667499238
SHENANDOAH,IMPORTED DRY GINS,-0.11491461026636107
HUXLEY,NEUTRAL GRAIN SPIRITS,-0.1151921440998187
ARLINGTON,AMERICAN FLAVORED VODKA,-0.11527941873311402
AKRON,WHITE RUM,-0.1153373683615342
ODEBOLT,IOWA SPIRITS MANUFACTURERS,-0.1154072620215899
DAYTON,IMPORTED FLAVORED VODKA,-0.11555484853771858
IDA GROVE,IMPORTED VODKAS,-0.11563891945311044
ANAMOSA,GOLD RUM,-0.11615948645462766
BURLINGTON,GOLD RUM,-0.11638370135319204
CARROLL,IMPORTED FLAVORED VODKA,-0.11695170487381767
GRAETTINGER,WHITE RUM,-0.1170295293574659
WEST POINT,IMPORTED VODKAS,-0.11725760536455236
LA PORTE CITY,SPICED RUM,-0.11746699177664378
HUXLEY,GOLD RUM,-0.11747636811109581
MOUNT VERNON,SPECIAL ORDER ITEMS,-0.11749628575783555
FLOYD,AMERICAN BRANDIES,-0.11759290846820723
ROCKWELL,STRAIGHT BOURBON WHISKIES,-0.11772128562689461
ANITA,SPICED RUM,-0.1182029354289923
WELLMAN,AMERICAN BRANDIES,-0.11832860211585638
STANTON,FLAVORED RUM,-0.11843921900772049
COLUMBUS JUNCTION,SPICED RUM,-0.11853985367232771
BETTENDORF,NEUTRAL GRAIN SPIRITS,-0.11886295300130911
OAKLAND,NEUTRAL GRAIN SPIRITS,-0.11891793754538854
ST ANSGAR,AMERICAN BRANDIES,-0.11917957173749055
MELCHER-DALLAS,IMPORTED DRY GINS,-0.11923480962476248
DUMONT,CANADIAN WHISKIES,-0.11933765574333638
MAQUOKETA,BOTTLED IN BOND BOURBON,-0.11940571926797819
MARSHALLTOWN,IMPORTED FLAVORED VODKA,-0.11945416901168103
SHELLSBURG,CREAM LIQUEURS,-0.11955296498457169
TRAER,STRAIGHT RYE WHISKIES,-0.1196252496808899
BONDURANT,AMERICAN DRY GINS,-0.11965048301342918
LAKE MILLS,AMERICAN CORDIALS & LIQUEUR,-0.1199021654258844
DUNLAP,IMPORTED VODKAS,-0.12008410897018822
POCAHONTAS,IMPORTED VODKAS,-0.1202322047615268
HOLSTEIN,GOLD RUM,-0.12030359003710074
JOHNSTON,AMERICAN BRANDIES,-0.12046760231325786
ACKLEY,IMPORTED CORDIALS & LIQUEUR,-0.12049598340058969
KEOKUK,MEZCAL,-0.12051970599010221
HILLS,WHITE RUM,-0.12068965517241377
CORNING,IMPORTED VODKAS,-0.12101705071601691
SIOUX RAPIDS,AMERICAN FLAVORED VODKA,-0.12115609441178203
ALBIA,NEUTRAL GRAIN SPIRITS,-0.12117018363701225
PARKERSBURG,IMPORTED SCHNAPPS,-0.12123362966203527
WELLMAN,IRISH WHISKIES,-0.12137054597573539
KINGSLEY,CREAM LIQUEURS,-0.12138716915689014
SULLY,IMPORTED VODKAS,-0.12158488777547882
MILFORD,SINGLE MALT SCOTCH,-0.12159403879376425
WAVERLY,GOLD RUM,-0.12168379913701462
BELMOND,GOLD RUM,-0.12168965804793279
GRISWOLD,IMPORTED CORDIALS & LIQUEUR,-0.12170137720721906
PRIMGHAR,AMERICAN CORDIALS & LIQUEUR,-0.12176258720298028
CORALVILLE,NEUTRAL GRAIN SPIRITS,-0.12176634914532221
GREENE,COCKTAILS/RTD,-0.12183858309864558
ANTHON,BLENDED WHISKIES,-0.12188020481993367
OSAGE,AMERICAN FLAVORED VODKA,-0.12190913976747315
RIVERSIDE,IMPORTED CORDIALS & LIQUEUR,-0.1219364046177633
LOST NATION,SPICED RUM,-0.12207391904767899
WALFORD,AMERICAN CORDIALS & LIQUEUR,-0.1222222222222223
TEMPLETON,CANADIAN WHISKIES,-0.12249451331163465
REDFIELD,IRISH WHISKIES,-0.12271223298192262
SHELLSBURG,AMERICAN FLAVORED VODKA,-0.12295383275157896
WHEATLAND,SPICED RUM,-0.12310257880172515
OSCEOLA,AMERICAN BRANDIES,-0.12314330186469828
ORANGE CITY,BLENDED WHISKIES,-0.12328236757762416
EXIRA,CREAM LIQUEURS,-0.12338090010976958
HOLY CROSS,BLENDED WHISKIES,-0.12342452145035084
DUBUQUE,GOLD RUM,-0.12342776434290925
CUMMING,WHITE RUM,-0.12355337793934285
MELCHER-DALLAS,WHISKEY LIQUEUR,-0.12371895571794621
CALMAR,CANADIAN WHISKIES,-0.12378567588875206
MOUNT VERNON,AMERICAN DRY GINS,-0.12379603740768824
HUMBOLDT,IMPORTED VODKAS,-0.12384738813432165
ARNOLDS PARK,IMPORTED BRANDIES,-0.12402646994163168
BEDFORD,TENNESSEE WHISKIES,-0.12405124974045158
BUFFALO CENTER,AMERICAN SCHNAPPS,-0.12405282998485188
TRIPOLI,IMPORTED VODKAS,-0.12416755245407857
FARMINGTON,AMERICAN DRY GINS,-0.12424729037806327
HUMBOLDT,SCOTCH WHISKIES,-0.12426063990529677
CENTERVILLE,AMERICAN BRANDIES,-0.1242923900179999
SANBORN,WHITE RUM,-0.12473399596909142
STRATFORD,IMPORTED BRANDIES,-0.12499166388796261
PRIMGHAR,IMPORTED CORDIALS & LIQUEURS,-0.125
NEW LONDON,AMERICAN BRANDIES,-0.125
DUMONT,AMERICAN DRY GINS,-0.12500000000000003
BEVINGTON,IMPORTED VODKAS,-0.1250054223346642
CLINTON,IMPORTED VODKAS,-0.12524638788792566
WAUKON,SCOTCH WHISKIES,-0.125318778852096
OTHO,CREAM LIQUEURS,-0.12549153254440285
INWOOD,AMERICAN DRY GINS,-0.12560460061568177
SIOUX CITY,AMERICAN SLOE GINS,-0.1259633080285254
URBANA,WHITE RUM,-0.12617102674100208
DENVER,IMPORTED BRANDIES,-0.12652025731445682
CLERMONT,IMPORTED VODKAS,-0.12695924447953327
WEBSTER CITY,AMERICAN SLOE GINS,-0.12707070707070703
WELLMAN,AMERICAN FLAVORED VODKA,-0.12756581188056107
WAUKEE,FLAVORED GIN,-0.12767349701512176
WHAT CHEER,IMPORTED SCHNAPPS,-0.12774377184269214
KELLOGG,AGED DARK RUM,-0.12780120464372577
CHARITON,SCOTCH WHISKIES,-0.12789042068498083
DANVILLE,WHISKEY LIQUEUR,-0.12790493834948402
ESSEX,AMERICAN DRY GINS,-0.12816563997262148
WALKER,AMERICAN SCHNAPPS,-0.12818181818181815
DOWS,AMERICAN SCHNAPPS,-0.1282051282051282
WEST BEND,SCOTCH WHISKIES,-0.12872072092786072
DUBUQUE,IMPORTED FLAVORED VODKA,-0.12876499324970117
CORALVILLE,AMERICAN SLOE GINS,-0.12904483430799227
LOGAN,IMPORTED CORDIALS & LIQUEUR,-0.1290456798067526
LISBON,CREAM LIQUEURS,-0.12909303998031316
FONDA,SPICED RUM,-0.12946395547486422
HARLAN,NEUTRAL GRAIN SPIRITS,-0.12949127653198292
SEYMOUR,SPICED RUM,-0.12966144916179304
HINTON,100% AGAVE TEQUILA,-0.12976213498356215
LECLAIRE,IMPORTED SCHNAPPS,-0.13021615510520912
SHELBY,IRISH WHISKIES,-0.130480625604077
DYSART,IMPORTED FLAVORED VODKA,-0.13051044083526683
SHUEYVILLE,CREAM LIQUEURS,-0.13067347365938728
MELBOURNE,TENNESSEE WHISKIES,-0.1307791095890411
GLIDDEN,GOLD RUM,-0.13085470085470086
WELLSBURG,FLAVORED RUM,-0.13112656556179658
LAURENS,WHITE RUM,-0.13113961027910262
ONAWA,COFFEE LIQUEURS,-0.13130633782557674
WEST BURLINGTON,TRIPLE SEC,-0.1318273230037936
PACIFIC JUNCTION,SCOTCH WHISKIES,-0.13247608758309895
LANSING,WHITE RUM,-0.1325308501404869
BELMOND,AMERICAN FLAVORED VODKA,-0.13316841795717702
MANCHESTER,TRIPLE SEC,-0.1333284010868044
GRAETTINGER,TRIPLE SEC,-0.13333333333333336
WALL LAKE,SINGLE BARREL BOURBON WHISKIES,-0.13351111111111108
HARLAN,WHITE RUM,-0.1336787852953865
MANNING,IMPORTED VODKAS,-0.13410536791616925
LECLAIRE,CREAM LIQUEURS,-0.1342087634062424
TRIPOLI,AMERICAN SCHNAPPS,-0.13429617555809936
MIDDLETOWN,IMPORTED VODKAS,-0.13453053944193388
NASHUA,TEMPORARY & SPECIALTY PACKAGES,-0.13462569233517968
MEDIAPOLIS,MIXTO TEQUILA,-0.13475422595128037
TRIPOLI,CANADIAN WHISKIES,-0.1351374254649547
CARROLL,IMPORTED VODKAS,-0.13515324424971997
WEST LIBERTY,AMERICAN BRANDIES,-0.13546675866868055
BELMOND,TRIPLE SEC,-0.13552383498593698
BROOKLYN,IMPORTED DRY GINS,-0.1356042049041391
PACIFIC JUNCTION,AMERICAN SCHNAPPS,-0.13561718275493806
CONRAD,AMERICAN FLAVORED VODKA,-0.1359687189059312
HOLSTEIN,AMERICAN BRANDIES,-0.13625368075608654
OSCEOLA,WHITE RUM,-0.13641187201128266
CASCADE,AMERICAN FLAVORED VODKA,-0.13648794855481944
MANSON,CANADIAN WHISKIES,-0.1365637486926181
SCHLESWIG,STRAIGHT BOURBON WHISKIES,-0.1366101694915256
NEW HAMPTON,IMPORTED FLAVORED VODKA,-0.1366982131403765
DOWS,100% AGAVE TEQUILA,-0.1367578631179281
FREDERICKSBURG,SPICED RUM,-0.13687103999434388
MANSON,IRISH WHISKIES,-0.1370272117821088
EAGLE GROVE,STRAIGHT RYE WHISKIES,-0.1372939523588738
MADRID,AMERICAN BRANDIES,-0.13729653212894807
FORT MADISON,IRISH WHISKIES,-0.13742703775068485
CORYDON,IMPORTED CORDIALS & LIQUEUR,-0.13749590202250614
TEMPLETON,SPICED RUM,-0.13768138520600132
HUMESTON,SCOTCH WHISKIES,-0.13782933582897275
ANTHON,COCKTAILS/RTD,-0.1384153599489432
ELDORA,TRIPLE SEC,-0.13845590439172503
CENTER POINT,IMPORTED FLAVORED VODKA,-0.1385821838425306
RUNNELLS,AMERICAN CORDIALS & LIQUEUR,-0.13865932047750232
JEFFERSON,FLAVORED GIN,-0.13888888888888887
CENTER POINT,NEUTRAL GRAIN SPIRITS,-0.1388888888888889
NEW VIRGINIA,IMPORTED BRANDIES,-0.1389811498977073
HUMBOLDT,AMERICAN BRANDIES,-0.1391088688985347
GILBERTVILLE,TENNESSEE WHISKIES,-0.13925026599452175
TEMPLETON,WHISKEY LIQUEUR,-0.13965052875556105
AVOCA,NEUTRAL GRAIN SPIRITS FLAVORED,-0.13986013986013987
STORY CITY,BLENDED WHISKIES,-0.13986496945559046
SWISHER,IMPORTED BRANDIES,-0.13988095238095247
ROCKWELL CITY,SPICED RUM,-0.14002619166211708
ONAWA,MIXTO TEQUILA,-0.14005206400566192
STRAWBERRY POINT,IMPORTED VODKAS,-0.1400629541473359
FREMONT,CREAM LIQUEURS,-0.14040114613180524
CLARINDA,GOLD RUM,-0.14118741708995766
RUTHVEN,AMERICAN SCHNAPPS,-0.14118773946360147
MUSCATINE,GOLD RUM,-0.14151337693575014
ONAWA,TRIPLE SEC,-0.14157243418091836
PAULLINA,IRISH WHISKIES,-0.1417893672469471
CLARION,SPICED RUM,-0.14180890216991815
GRISWOLD,SCOTCH WHISKIES,-0.14215221104573905
POSTVILLE,TENNESSEE WHISKIES,-0.14233737868509258
CHEROKEE,TRIPLE SEC,-0.14242571904060608
DANVILLE,CANADIAN WHISKIES,-0.14263604467289515
SANBORN,IMPORTED SCHNAPPS,-0.1426765150542662
STRAWBERRY POINT,AMERICAN CORDIALS & LIQUEUR,-0.14274697055697105
IOWA CITY,NEUTRAL GRAIN SPIRITS,-0.1428060097135468
LAKE MILLS,IMPORTED FLAVORED VODKA,-0.14280627729626064
PACIFIC JUNCTION,SPECIAL ORDER ITEMS,-0.14285714285714282
SHELLSBURG,IMPORTED DRY GINS,-0.14291524853669066
CLEAR LAKE,IMPORTED DISTILLED SPIRIT SPECIALTY,-0.1430960344003823
ESTHERVILLE,IMPORTED VODKAS,-0.14335502978448875
COON RAPIDS,AMERICAN VODKAS,-0.1435030418300758
ROCKWELL CITY,BLENDED WHISKIES,-0.1436077852634127
DYERSVILLE,IMPORTED FLAVORED VODKA,-0.14378980065018404
WINTHROP,IMPORTED CORDIALS & LIQUEUR,-0.14397230625324434
PRINCETON,IMPORTED VODKAS,-0.144046751121173
LAMONT,AMERICAN SCHNAPPS,-0.14408425939565164
TOLEDO,AMERICAN BRANDIES,-0.14464196655597586
MINDEN,SPICED RUM,-0.14479905844061522
ATKINS,IMPORTED VODKAS,-0.1449085716058227
MANSON,SPICED RUM,-0.14518041460399858
STORY CITY,IMPORTED CORDIALS & LIQUEUR,-0.14527920199217267
ST ANSGAR,IRISH WHISKIES,-0.14547748861701185
CORRECTIONVILLE,AMERICAN BRANDIES,-0.1455397418533365
MEDIAPOLIS,SPICED RUM,-0.1457195606127559
INWOOD,IMPORTED DRY GINS,-0.14608294930875576
MANSON,BLENDED WHISKIES,-0.14613771113388876
GOLDFIELD,AMERICAN BRANDIES,-0.14660045573487257
ESTHERVILLE,NEUTRAL GRAIN SPIRITS,-0.14687743388264712
GREENE,AMERICAN SCHNAPPS,-0.1469980602924234
WINTHROP,SPICED RUM,-0.14707590739899443
SHELBY,AMERICAN SCHNAPPS,-0.1476510067114094
SPIRIT LAKE,IMPORTED DISTILLED SPIRIT SPECIALTY,-0.14788641487618948
ALDEN,SCOTCH WHISKIES,-0.1480657731053774
LAMONI,WHITE RUM,-0.14815255190201873
FONDA,AMERICAN FLAVORED VODKA,-0.14824296475668103
LISBON,SPICED RUM,-0.14871559709317564
LA PORTE CITY,IMPORTED CORDIALS & LIQUEUR,-0.14874410172658373
WEST UNION,TRIPLE SEC,-0.14918996418569017
MANNING,WHITE RUM,-0.14929975989093985
ARMSTRONG,BLENDED WHISKIES,-0.14941325160206542
DE SOTO,AMERICAN DRY GINS,-0.1494667354758121
BLOOMFIELD,IMPORTED VODKAS,-0.14960502363393527
CLARINDA,IMPORTED SCHNAPPS,-0.1498188961448583
SHENANDOAH,IRISH WHISKIES,-0.14983338963358991
ADAIR,TENNESSEE WHISKIES,-0.14986850056792392
MAQUOKETA,IMPORTED VODKAS,-0.14993476860432167
WILLIAMSBURG,IMPORTED BRANDIES,-0.1505472959526097
MONTICELLO,IMPORTED VODKAS,-0.15060713968041273
MUSCATINE,AMERICAN BRANDIES,-0.15150058999023555
PRIMGHAR,IRISH WHISKIES,-0.15165031509013047
HARTLEY,WHITE RUM,-0.15176790316916297
MONONA,AMERICAN BRANDIES,-0.151934690047567
MECHANICSVILLE,MIXTO TEQUILA,-0.15195342596199632
GRAETTINGER,IRISH WHISKIES,-0.1521579305198722
FORT ATKINSON,WHISKEY LIQUEUR,-0.15217060426087145
MAQUOKETA,GOLD RUM,-0.15229919544624093
BALDWIN,COCKTAILS/RTD,-0.1525925925925926
APLINGTON,TENNESSEE WHISKIES,-0.15264606108897627
MANSON,AMERICAN BRANDIES,-0.1527833345672693
BAXTER,STRAIGHT BOURBON WHISKIES,-0.1531077789768034
NORA SPRINGS,TENNESSEE WHISKIES,-0.15344393036181112
LIVERMORE,IRISH WHISKIES,-0.15386160302215596
WEST LIBERTY,AGED DARK RUM,-0.15397410307589945
WELLMAN,100% AGAVE TEQUILA,-0.15397652310312945
CLEAR LAKE,MIXTO TEQUILA,-0.1540619217588565
SERGEANT BLUFF,SPECIAL ORDER ITEMS,-0.15416916616676668
NEVADA,SPECIAL ORDER ITEMS,-0.15416916616676668
DYERSVILLE,SPECIAL ORDER ITEMS,-0.15416916616676668
TIFFIN,SPECIAL ORDER ITEMS,-0.15416916616676668
WALKER,IMPORTED SCHNAPPS,-0.1543342759115325
MT PLEASANT,NEUTRAL GRAIN SPIRITS,-0.15436813587010245
MANLY,IMPORTED VODKAS,-0.1545509227926806
WOODBINE,AMERICAN DISTILLED SPIRIT SPECIALTY,-0.15499999999999994
GREENE,WHITE RUM,-0.15516174850502398
GUTHRIE CENTER,IMPORTED SCHNAPPS,-0.15554516682630892
CLIVE,SPECIAL ORDER ITEMS,-0.1556023358649158
MAQUOKETA,IMPORTED SCHNAPPS,-0.15564321891959307
MECHANICSVILLE,IMPORTED VODKAS,-0.1557670848192757
ALBIA,STRAIGHT RYE WHISKIES,-0.15578213817790496
WEST POINT,AMERICAN FLAVORED VODKA,-0.1558226667652225
DE SOTO,IMPORTED VODKAS,-0.15582414928364266
CARROLL,AMERICAN SLOE GINS,-0.15588753607981334
DURANT,IMPORTED CORDIALS & LIQUEUR,-0.15594818275271635
STATE CENTER,AMERICAN BRANDIES,-0.15610756952667906
HUMESTON,IMPORTED SCHNAPPS,-0.15635085175880442
DENISON,COFFEE LIQUEURS,-0.15637936088614152
TRIPOLI,STRAIGHT BOURBON WHISKIES,-0.15730525886654725
SCHLESWIG,WHITE RUM,-0.15744880146464008
LOHRVILLE,CANADIAN WHISKIES,-0.15762172144499623
SWEA CITY,CANADIAN WHISKIES,-0.15791658374210416
WASHBURN,IMPORTED CORDIALS & LIQUEUR,-0.15822547606077433
KANAWHA,IMPORTED SCHNAPPS,-0.158246762631224
INDEPENDENCE,CORN WHISKIES,-0.15824915824915825
WEST UNION,GOLD RUM,-0.15873366188703814
LA PORTE CITY,AMERICAN CORDIALS & LIQUEUR,-0.15888492939626261
BELMOND,CREAM LIQUEURS,-0.15893949662431764
ST ANSGAR,NEUTRAL GRAIN SPIRITS,-0.15910594058323646
MORAVIA,MIXTO TEQUILA,-0.1593876736558919
ELDORA,SCOTCH WHISKIES,-0.1594171854854821
FONDA,COCKTAILS/RTD,-0.15965732087227416
WALNUT,AMERICAN BRANDIES,-0.15972713990160023
MARCUS,AMERICAN BRANDIES,-0.1599740084833056
TRIPOLI,SPICED RUM,-0.16000902754423496
CLEAR LAKE,TRIPLE SEC,-0.1612704902286546
DAYTON,AMERICAN BRANDIES,-0.16191041477864057
WEBSTER CITY,COFFEE LIQUEURS,-0.16207427329589427
SHELBY,TENNESSEE WHISKIES,-0.1625064260010282
MANSON,IMPORTED DRY GINS,-0.1626358129096329
CARTER LAKE,COFFEE LIQUEURS,-0.16265123703133547
OELWEIN,WHITE RUM,-0.1628912822338983
STORY CITY,TRIPLE SEC,-0.16428571428571423
TAMA,IOWA SPIRITS MANUFACTURERS,-0.1645840262270158
SIBLEY,AMERICAN BRANDIES,-0.16473286518435634
ANTHON,AMERICAN CORDIALS & LIQUEUR,-0.16488389843653
MARTELLE,AMERICAN CORDIALS & LIQUEUR,-0.1649899396378271
SWISHER,SINGLE BARREL BOURBON WHISKIES,-0.16538717085167826
ROCKWELL CITY,CREAM LIQUEURS,-0.16552595895096947
ATKINS,IMPORTED CORDIALS & LIQUEUR,-0.16580660903436342
NEW HARTFORD,AMERICAN FLAVORED VODKA,-0.16635874413652194
VINTON,AMERICAN SLOE GINS,-0.16666666666666657
DALLAS CENTER,IMPORTED DRY GINS,-0.1666666666666666
DE SOTO,IMPORTED SCHNAPPS,-0.1666666666666666
HARTLEY,MEZCAL,-0.16666666666666666
LOGAN,TRIPLE SEC,-0.16666666666666666
WILLIAMSBURG,GOLD RUM,-0.16666666666666666
WEST BEND,IMPORTED CORDIALS & LIQUEURS,-0.16666666666666674
DOWS,COCKTAILS/RTD,-0.16682113067655238
LAKE MILLS,AMERICAN BRANDIES,-0.16685668926372896
FORT ATKINSON,AMERICAN CORDIALS & LIQUEUR,-0.16706553508883212
LA PORTE CITY,AMERICAN BRANDIES,-0.16721652217133776
MEDIAPOLIS,TRIPLE SEC,-0.16775836273259218
TRIPOLI,AMERICAN BRANDIES,-0.16787564595031348
DES MOINES,NEUTRAL GRAIN SPIRITS,-0.16792009924736215
ESTHERVILLE,IMPORTED CORDIALS & LIQUEUR,-0.16799561143561656
CLARINDA,FLAVORED GIN,-0.16806048161284304
WAUKON,IMPORTED BRANDIES,-0.16815614459180783
ELY,IMPORTED BRANDIES,-0.1684601206228357
GLADBROOK,CREAM LIQUEURS,-0.1687090241805248
INWOOD,AMERICAN FLAVORED VODKA,-0.168872009513979
STORY CITY,COFFEE LIQUEURS,-0.16898248500819277
FORT MADISON,IMPORTED FLAVORED VODKA,-0.16959422469564964
MADRID,AMERICAN DRY GINS,-0.16961815340565614
PANORA,SINGLE MALT SCOTCH,-0.1698483774380609
ROCKWELL,AMERICAN SCHNAPPS,-0.1704101755756077
GRUNDY CENTER,SCOTCH WHISKIES,-0.1705408355385276
COGGON,COCKTAILS/RTD,-0.1707745671611375
WALFORD,SCOTCH WHISKIES,-0.17087304114259694
GRISWOLD,IMPORTED VODKAS,-0.17133944864133147
INWOOD,WHITE RUM,-0.17136180293661818
LA PORTE CITY,TENNESSEE WHISKIES,-0.17148269008310382
GRANGER,IMPORTED CORDIALS & LIQUEUR,-0.17196537401498374
OAKLAND,GOLD RUM,-0.17221825644943578
FAIRFAX,WHITE RUM,-0.17269184569037702
CLEARLAKE,NEUTRAL GRAIN SPIRITS,-0.172823778945995
ORANGE CITY,IMPORTED DRY GINS,-0.17323899644020715
EARLHAM,100% AGAVE TEQUILA,-0.17328284027926333
DELHI,IRISH WHISKIES,-0.17329376854599407
BONDURANT,AMERICAN DISTILLED SPIRIT SPECIALTY,-0.17337585733882033
JEWELL,AMERICAN BRANDIES,-0.17369346091619076
MEDIAPOLIS,IMPORTED VODKAS,-0.17395377706641138
ANTHON,MIXTO TEQUILA,-0.17439874577406397
MARTENSDALE,AMERICAN VODKAS,-0.17494808424703082
NORTH ENGLISH,TRIPLE SEC,-0.1750631313131313
ARLINGTON,FLAVORED RUM,-0.17511723047390668
EDDYVILLE,AMERICAN BRANDIES,-0.17535070140280562
WEBSTER CITY,SPECIAL ORDER ITEMS,-0.17568080443262193
CLEARLAKE,AMERICAN DRY GINS,-0.17744812935911755
SCHLESWIG,IRISH WHISKIES,-0.17772632292313767
RUDD,STRAIGHT BOURBON WHISKIES,-0.17787180692681398
FARLEY,IMPORTED CORDIALS & LIQUEUR,-0.1779595483992921
FARMINGTON,IMPORTED SCHNAPPS,-0.17811782525117273
ODEBOLT,TENNESSEE WHISKIES,-0.17821154853724197
NORWALK,GOLD RUM,-0.17839351879228513
HAZLETON,MIXTO TEQUILA,-0.17875704170489878
CLARION,IMPORTED VODKAS,-0.1789511791439541
MALVERN,CANADIAN WHISKIES,-0.1789761207439202
TRIPOLI,IMPORTED DRY GINS,-0.1790736145574855
ALLERTON,IMPORTED BRANDIES,-0.1791044776119403
AURELIA,CANADIAN WHISKIES,-0.1794323103339033
SIBLEY,SINGLE MALT SCOTCH,-0.17947347486200016
COGGON,IMPORTED SCHNAPPS,-0.17972464511715408
FORT ATKINSON,SCOTCH WHISKIES,-0.17973180877902392
HARTLEY,SPICED RUM,-0.18058299963130844
SLOAN,BLENDED WHISKIES,-0.18061467218229818
DELMAR,AMERICAN BRANDIES,-0.18079840609278802
CORNING,IMPORTED FLAVORED VODKA,-0.1809113456639563
STANWOOD,STRAIGHT BOURBON WHISKIES,-0.18091168091168086
MANSON,AMERICAN DISTILLED SPIRIT SPECIALTY,-0.1811505097219384
BEVINGTON,AMERICAN BRANDIES,-0.18122524650364447
MARTELLE,AMERICAN VODKAS,-0.18143317366280964
LAKE CITY,IMPORTED FLAVORED VODKA,-0.18164166377079372
BALDWIN,AMERICAN SCHNAPPS,-0.18209556960630954
LECLAIRE,IMPORTED DRY GINS,-0.18209568999604586
ELY,IMPORTED VODKAS,-0.18240827193151635
CLEARLAKE,SCOTCH WHISKIES,-0.1831050619453464
