City,Category Name,Avg Growth Rate
REMSEN,NEUTRAL GRAIN SPIRITS FLAVORED,0.6123188405797101
DAYTON,CREAM LIQUEURS,0.611932063172829
ZWINGLE,WHISKEY LIQUEUR,0.6118654952216848
ELK RUN HEIGHTS,STRAIGHT BOURBON WHISKIES,0.6117858437611264
VAN HORNE,IMPORTED CORDIALS & LIQUEUR,0.6116848179305223
WHITTEMORE,TENNESSEE WHISKIES,0.611421566860151
ANKENY,BOTTLED IN BOND BOURBON,0.6113573475246211
KINGSLEY,IMPORTED CORDIALS & LIQUEUR,0.611190893237975
ST ANSGAR,AMERICAN SLOE GINS,0.611111111111111
FAIRBANK,TRIPLE SEC,0.611111111111111
CHEROKEE,BOTTLED IN BOND BOURBON,0.6110450869884831
RAYMOND,AMERICAN DRY GINS,0.6110146422162855
COLO,AMERICAN CORDIALS & LIQUEUR,0.6109187675070028
HARPERS FERRY,CREAM LIQUEURS,0.6107947658317997
BETTENDORF,TEMPORARY & SPECIALTY PACKAGES,0.6107723220496971
CEDAR RAPIDS,MEZCAL,0.6105725298585875
LAWLER,IMPORTED DRY GINS,0.6103244602090164
BUFFALO CENTER,MIXTO TEQUILA,0.6102756572113547
HUMESTON,SPICED RUM,0.6100382935035089
BELLEVUE,SCOTCH WHISKIES,0.6100255813038941
CRESCO,SINGLE BARREL BOURBON WHISKIES,0.6099930816904241
APLINGTON,WHITE RUM,0.6098134565413652
AMANA,MIXTO TEQUILA,0.6090397828808426
CLERMONT,AMERICAN BRANDIES,0.6088174226268612
VINTON,SINGLE BARREL BOURBON WHISKIES,0.6085163241088642
HUDSON,COCKTAILS/RTD,0.6083303720661125
CLARION,AMERICAN BRANDIES,0.608035081631256
SHELDON,IOWA SPIRITS MANUFACTURERS,0.6080334995880432
BUFFALO CENTER,IMPORTED SCHNAPPS,0.6079681569328431
ALBIA,TEMPORARY & SPECIALTY PACKAGES,0.6074447960081747
BLAIRSTOWN,IMPORTED SCHNAPPS,0.6071233353210098
CLARKSVILLE,IMPORTED BRANDIES,0.6070156695156697
DALLAS CENTER,AMERICAN CORDIALS & LIQUEUR,0.6068878254896704
REINBECK,AMERICAN BRANDIES,0.6068605591234789
INWOOD,IOWA SPIRITS MANUFACTURERS,0.6068065858532204
GRINNELL,IMPORTED BRANDIES,0.6064431264119318
KANAWHA,AMERICAN SCHNAPPS,0.6063596491228069
DUNLAP,IMPORTED BRANDIES,0.6062645685774949
FOREST CITY,AMERICAN DRY GINS,0.6057430357772235
DOWS,STRAIGHT BOURBON WHISKIES,0.6057413009050371
GRAND JUNCTION,STRAIGHT RYE WHISKIES,0.6057081432380422
NEW HAMPTON,SCOTCH WHISKIES,0.6049634672283931
BUFFALO,CREAM LIQUEURS,0.6048538875136681
INDEPENDENCE,AGED DARK RUM,0.6048276611430206
MORNING SUN,WHITE RUM,0.6045979494319136
GLADBROOK,MIXTO TEQUILA,0.6044650034908067
VINTON,TENNESSEE WHISKIES,0.6044630424396898
DEWITT,AMERICAN CORDIALS & LIQUEUR,0.6044413074518397
SAINT ANSGAR,AMERICAN FLAVORED VODKA,0.6043726964199913
CORNING,100% AGAVE TEQUILA,0.6039608772411444
FONDA,WHISKEY LIQUEUR,0.6038905903718192
CORALVILLE,CORN WHISKIES,0.6037438040783591
FORT DODGE,CORN WHISKIES,0.6032945022281836
JEFFERSON,GOLD RUM,0.603100725569026
ATLANTIC,FLAVORED GIN,0.6027977412731006
BAXTER,AMERICAN DRY GINS,0.6024096385542169
SERGEANT BLUFF,IMPORTED BRANDIES,0.602301566024451
FAIRFAX,WHISKEY LIQUEUR,0.6022286218380738
WYOMING,MIXTO TEQUILA,0.6021220159151194
OXFORD,FLAVORED RUM,0.6019264682736437
GLADBROOK,COCKTAILS/RTD,0.6011493660579321
WALFORD,MIXTO TEQUILA,0.6008678011319054
CEDAR FALLS,TEMPORARY & SPECIALTY PACKAGES,0.6008050969513596
LAKE VIEW,TENNESSEE WHISKIES,0.6007610291922812
DEWITT,NEUTRAL GRAIN SPIRITS,0.6002079082513805
LAWLER,AMERICAN CORDIALS & LIQUEUR,0.6001507036185479
HUDSON,FLAVORED GIN,0.6
HUDSON,AGED DARK RUM,0.5999999999999998
GRUNDY CENTER,IMPORTED BRANDIES,0.5999869698207675
PRINCETON,STRAIGHT BOURBON WHISKIES,0.5998438978037015
LAWLER,STRAIGHT RYE WHISKIES,0.5998194980008318
JESUP,STRAIGHT BOURBON WHISKIES,0.5996600821158935
WOODBINE,WHISKEY LIQUEUR,0.5995064423495734
MEDIAPOLIS,AMERICAN FLAVORED VODKA,0.5993364365965569
AKRON,AMERICAN DRY GINS,0.5991729409080538
SLOAN,AMERICAN DRY GINS,0.5988691098764644
INWOOD,SINGLE MALT SCOTCH,0.5985886019137945
ROBINS,IMPORTED CORDIALS & LIQUEUR,0.5984947326425705
HUBBARD,FLAVORED RUM,0.598191269371555
MOUNT VERNON,BOTTLED IN BOND BOURBON,0.5981493873072412
LE GRAND,TENNESSEE WHISKIES,0.597528257573784
TABOR,WHITE RUM,0.5974546196693699
BROOKLYN,IOWA SPIRITS MANUFACTURERS,0.5974397106580926
MUSCATINE,IMPORTED BRANDIES,0.5973957210633781
HIAWATHA,100% AGAVE TEQUILA,0.5969017501528677
SULLY,AMERICAN SCHNAPPS,0.5965801729873587
OELWEIN,100% AGAVE TEQUILA,0.5965520720328691
FLOYD,CREAM LIQUEURS,0.5965456528282624
BROOKLYN,CREAM LIQUEURS,0.5964925491428297
OXFORD,IMPORTED CORDIALS & LIQUEUR,0.5962298724203489
OGDEN,WHISKEY LIQUEUR,0.5960867714259003
COON RAPIDS,AMERICAN CORDIALS & LIQUEUR,0.5959622760682451
MORAVIA,AMERICAN FLAVORED VODKA,0.5959614771506567
NEW SHARON,MIXTO TEQUILA,0.5957861869955868
REDFIELD,SPICED RUM,0.5956921412098857
HUMESTON,STRAIGHT BOURBON WHISKIES,0.5956772315522233
LE GRAND,SPICED RUM,0.5955717436796936
ALBERT CITY,AMERICAN DRY GINS,0.5954271478916028
WEST UNION,COFFEE LIQUEURS,0.5954253536942468
NEW LONDON,FLAVORED RUM,0.5952979550609817
CORYDON,TRIPLE SEC,0.5952948163624597
VAN HORNE,AMERICAN VODKAS,0.5951935697775684
POLK CITY,AMERICAN SCHNAPPS,0.5951892468119134
OSKALOOSA,IMPORTED BRANDIES,0.5948689356768494
MERRILL,BLENDED WHISKIES,0.5945945945945946
OXFORD,STRAIGHT RYE WHISKIES,0.5945377307984788
KELLOGG,STRAIGHT BOURBON WHISKIES,0.5936815805053665
ALLISON,IMPORTED CORDIALS & LIQUEUR,0.5935607816268405
CRESCENT,IMPORTED BRANDIES,0.5933841559383958
CLIVE,100% AGAVE TEQUILA,0.5932548359942432
SOLON,STRAIGHT RYE WHISKIES,0.593177298715538
GREENE,TEMPORARY & SPECIALTY PACKAGES,0.593005482459519
MELBOURNE,CANADIAN WHISKIES,0.5929294885941249
EARLHAM,WHISKEY LIQUEUR,0.5928565675389202
HUMESTON,STRAIGHT RYE WHISKIES,0.5925925925925924
LISBON,SINGLE MALT SCOTCH,0.5923708231103582
SPRINGVILLE,AMERICAN CORDIALS & LIQUEUR,0.5923566878980892
GILMORE CITY,AMERICAN BRANDIES,0.5922393609695635
LIVERMORE,WHISKEY LIQUEUR,0.5922024773180754
DYERSVILLE,COCKTAILS/RTD,0.5921105364271527
GRIMES,100% AGAVE TEQUILA,0.5917346466272476
BELMOND,100% AGAVE TEQUILA,0.5915677783873161
ALBIA,GOLD RUM,0.5915092422833205
CRESCENT,TENNESSEE WHISKIES,0.5915015483236129
CAMANCHE,SINGLE BARREL BOURBON WHISKIES,0.5914308144598601
LAKE VIEW,SCOTCH WHISKIES,0.5910521277217247
WAPELLO,CREAM LIQUEURS,0.5907478854850954
ACKLEY,MIXTO TEQUILA,0.5907289707961443
NORWALK,AMERICAN CORDIALS & LIQUEUR,0.5905125342038684
POLK CITY,STRAIGHT BOURBON WHISKIES,0.5900615204626428
LENOX,IMPORTED VODKAS,0.5900372003517357
HARPERS FERRY,SCOTCH WHISKIES,0.5896466719081338
DYERSVILLE,TEMPORARY & SPECIALTY PACKAGES,0.5895992316500472
EARLY,CREAM LIQUEURS,0.5892316846080615
OXFORD,WHISKEY LIQUEUR,0.5892198018190796
GILBERTVILLE,IRISH WHISKIES,0.5889086507583617
VINTON,IMPORTED CORDIALS & LIQUEUR,0.5885481208625062
FORT MADISON,TEMPORARY & SPECIALTY PACKAGES,0.5882959105976254
COGGON,CANADIAN WHISKIES,0.5882789848153709
JEFFERSON,AMERICAN DISTILLED SPIRIT SPECIALTY,0.5882576867908479
LAKE VIEW,AMERICAN FLAVORED VODKA,0.588255858479842
SPENCER,TEMPORARY & SPECIALTY PACKAGES,0.5881898841959169
GEORGE,FLAVORED RUM,0.5875865554821919
CORNING,TEMPORARY & SPECIALTY PACKAGES,0.5869377250886404
GUTTENBERG,IMPORTED CORDIALS & LIQUEUR,0.5865698649001793
JEFFERSON,IOWA SPIRITS MANUFACTURERS,0.5864737369350265
ROLFE,BLENDED WHISKIES,0.5864602485621636
CENTER POINT,STRAIGHT BOURBON WHISKIES,0.5862109326427417
WALNUT,AMERICAN CORDIALS & LIQUEUR,0.5853170398624944
ALBURNETT,TENNESSEE WHISKIES,0.5850704411063338
JEWELL,CREAM LIQUEURS,0.5850242240316564
GARNER,COFFEE LIQUEURS,0.5843955365906952
LAKE PARK,IMPORTED FLAVORED VODKA,0.5839511292588738
ADAIR,BLENDED WHISKIES,0.5838056239341272
NORWALK,COFFEE LIQUEURS,0.5837245472717725
GRIMES,STRAIGHT BOURBON WHISKIES,0.5835972333143906
GLENWOOD,STRAIGHT RYE WHISKIES,0.5834196095238028
AVOCA,AGED DARK RUM,0.5833333333333333
LE MARS,IMPORTED CORDIALS & LIQUEURS,0.5833333333333333
SWISHER,IMPORTED CORDIALS & LIQUEURS,0.5833333333333333
CARLISLE,FLAVORED RUM,0.5826075318712696
LE CLAIRE,IMPORTED FLAVORED VODKA,0.5825115681060471
SAC CITY,SCOTCH WHISKIES,0.5824784551569855
BLUE GRASS,IMPORTED SCHNAPPS,0.5823570360354123
MANCHESTER,100% AGAVE TEQUILA,0.5823377270190847
MORAVIA,TEMPORARY & SPECIALTY PACKAGES,0.5821625840842298
TRURO,IRISH WHISKIES,0.5818484439325725
URBANA,AMERICAN DRY GINS,0.5817081445899986
OGDEN,IRISH WHISKIES,0.5815607580824973
GLENWOOD,NEUTRAL GRAIN SPIRITS,0.5814827040528514
CARROLL,TEMPORARY & SPECIALTY PACKAGES,0.5814762697865252
PRAIRIE CITY,STRAIGHT BOURBON WHISKIES,0.5814248728426591
WAUKON,COCKTAILS/RTD,0.5814150645999295
OSKALOOSA,100% AGAVE TEQUILA,0.5813254214577807
WESLEY,TEMPORARY & SPECIALTY PACKAGES,0.5807461375937479
EARLHAM,IRISH WHISKIES,0.5802067029554002
LANSING,COCKTAILS/RTD,0.5800281512623103
DENVER,STRAIGHT RYE WHISKIES,0.5793650793650793
GLIDDEN,CREAM LIQUEURS,0.5791783599789501
AKRON,IMPORTED SCHNAPPS,0.5788795813636924
COGGON,SPICED RUM,0.5786868502917246
WILTON,NEUTRAL GRAIN SPIRITS,0.5783950424309249
OSKALOOSA,SPECIAL ORDER ITEMS,0.5783532396554824
HARTLEY,AMERICAN CORDIALS & LIQUEUR,0.5782345008707304
MINDEN,FLAVORED RUM,0.5780921559118888
NORTH ENGLISH,STRAIGHT BOURBON WHISKIES,0.5780544417306951
PARKERSBURG,SINGLE MALT SCOTCH,0.5779178045975132
MITCHELLVILLE,IOWA SPIRITS MANUFACTURERS,0.5778802517932952
NORTHWOOD,GOLD RUM,0.577864284715702
SHELLSBURG,IRISH WHISKIES,0.5773688681704252
STORM LAKE,AMERICAN DISTILLED SPIRIT SPECIALTY,0.5772473959823575
MERRILL,AMERICAN VODKAS,0.5770121901519696
OTTUMWA,IOWA SPIRITS MANUFACTURERS,0.5769953732238714
NEWTON,100% AGAVE TEQUILA,0.5769202919734001
FONDA,TENNESSEE WHISKIES,0.5767172167707405
WINTERSET,IOWA SPIRITS MANUFACTURERS,0.5760948159478435
BLAIRSTOWN,WHISKEY LIQUEUR,0.5757103833766201
LAMONT,AMERICAN VODKAS,0.575640789382939
MAPLETON,IRISH WHISKIES,0.5755747106861997
PLEASANT VALLEY,IMPORTED FLAVORED VODKA,0.5754806566552728
NEW VIRGINIA,COCKTAILS/RTD,0.5753695833787366
NEW HARTFORD,IMPORTED SCHNAPPS,0.575205331431692
DUNLAP,MEZCAL,0.5750932692735792
SPENCER,FLAVORED GIN,0.5750925298541348
FLOYD,AMERICAN CORDIALS & LIQUEUR,0.5748558207643841
WHAT CHEER,AMERICAN FLAVORED VODKA,0.5746914717329726
ROLAND,CANADIAN WHISKIES,0.5746726082166103
ELDON,TENNESSEE WHISKIES,0.5745609393140871
GOWRIE,GOLD RUM,0.5740254122735875
MAYNARD,BLENDED WHISKIES,0.5739675440274243
CONRAD,IMPORTED DRY GINS,0.5736755641885185
SWISHER,NEUTRAL GRAIN SPIRITS FLAVORED,0.5734654168830621
DURANT,100% AGAVE TEQUILA,0.5733811624112016
NORTH ENGLISH,IMPORTED VODKAS,0.5732820396346995
CLINTON,TEMPORARY & SPECIALTY PACKAGES,0.5727783619028202
KALONA,MIXTO TEQUILA,0.5725590516728568
ROCKFORD,TENNESSEE WHISKIES,0.5720225861417757
ARMSTRONG,IMPORTED CORDIALS & LIQUEUR,0.5719096142771838
BEDFORD,WHISKEY LIQUEUR,0.5718747720370279
SUMNER,IMPORTED FLAVORED VODKA,0.5718221396752116
VINTON,STRAIGHT BOURBON WHISKIES,0.5717585069959992
BUFFALO CENTER,WHISKEY LIQUEUR,0.5716866990291604
BAXTER,IMPORTED VODKAS,0.5715081115001407
ATLANTIC,TEMPORARY & SPECIALTY PACKAGES,0.5712888675483919
CLERMONT,100% AGAVE TEQUILA,0.5702460783847669
ESSEX,TEMPORARY & SPECIALTY PACKAGES,0.5701840321382311
BLUE GRASS,IRISH WHISKIES,0.5701421790670531
LIVERMORE,SPICED RUM,0.569957013884551
LIVERMORE,IMPORTED SCHNAPPS,0.5694950248085426
KEOTA,IMPORTED SCHNAPPS,0.5694444444444445
CRESCENT,AMERICAN FLAVORED VODKA,0.5693866535568154
BEVINGTON,IMPORTED BRANDIES,0.5693492148908361
ARMSTRONG,AMERICAN DRY GINS,0.5693244957120425
EVANSDALE,WHISKEY LIQUEUR,0.5689643056225204
LAWLER,NEUTRAL GRAIN SPIRITS,0.5686274509803921
BUFFALO CENTER,AMERICAN FLAVORED VODKA,0.5683507273557104
ROCKWELL CITY,IMPORTED BRANDIES,0.5682231655548817
LAKE VIEW,AMERICAN VODKAS,0.5679520976991257
CORYDON,STRAIGHT BOURBON WHISKIES,0.5677986764695898
TIFFIN,SPICED RUM,0.5677149448323108
LOST NATION,NEUTRAL GRAIN SPIRITS,0.5675813008130082
WILLIAMSBURG,WHISKEY LIQUEUR,0.567574751829541
NEW HAMPTON,WHISKEY LIQUEUR,0.5674488961610127
DAYTON,WHISKEY LIQUEUR,0.5672084109532752
SUTHERLAND,TEMPORARY & SPECIALTY PACKAGES,0.5671126677450384
NEW LONDON,STRAIGHT BOURBON WHISKIES,0.5670777869947496
ROBINS,IMPORTED DRY GINS,0.5670689606364163
WYOMING,CANADIAN WHISKIES,0.5667654485515888
EARLY,WHITE RUM,0.5666886585781931
CORRECTIONVILLE,100% AGAVE TEQUILA,0.5665857395538131
TIPTON,100% AGAVE TEQUILA,0.5665609589025399
EARLHAM,CREAM LIQUEURS,0.5662762971362406
BONDURANT,GOLD RUM,0.5662397755398566
CLARION,IMPORTED SCHNAPPS,0.5662098312659661
ALDEN,IRISH WHISKIES,0.5658823893639164
OSCEOLA,NEUTRAL GRAIN SPIRITS FLAVORED,0.5657354785918653
SIGOURNEY,100% AGAVE TEQUILA,0.5657232831475828
MARQUETTE,MIXTO TEQUILA,0.5656832608895446
TAMA,BLENDED WHISKIES,0.5656740282613812
ROCKWELL,TRIPLE SEC,0.5653438248374958
CRESCENT,FLAVORED RUM,0.5650948991696323
AKRON,STRAIGHT BOURBON WHISKIES,0.564784957727902
MOUNT AYR,IMPORTED VODKAS,0.5647170586843561
NEW VIRGINIA,IMPORTED FLAVORED VODKA,0.5638748900087992
VAN HORNE,SINGLE MALT SCOTCH,0.5637230574785674
CEDAR FALLS,SINGLE BARREL BOURBON WHISKIES,0.563432941982542
MASON CITY,CORN WHISKIES,0.5631162646962898
ANTHON,AMERICAN BRANDIES,0.5629312203068019
TOLEDO,IOWA SPIRITS MANUFACTURERS,0.5628990779789397
FREDERICKSBURG,IMPORTED DRY GINS,0.5627748195833809
REMSEN,MIXTO TEQUILA,0.5626940440477136
ROBINS,AMERICAN FLAVORED VODKA,0.5626862602342055
CASCADE,IMPORTED BRANDIES,0.5625193120396641
LARCHWOOD,NEUTRAL GRAIN SPIRITS,0.5623920066110736
SAC CITY,IRISH WHISKIES,0.562345375581953
SIGOURNEY,AMERICAN CORDIALS & LIQUEUR,0.5621675260753219
EAGLE GROVE,SINGLE MALT SCOTCH,0.5621267640848947
SHELDON,AMERICAN SLOE GINS,0.5619047619047617
CORRECTIONVILLE,IMPORTED VODKAS,0.5618224623088032
GARWIN,BLENDED WHISKIES,0.5617656953952372
ELLSWORTH,SINGLE MALT SCOTCH,0.561683475926858
MARION,IMPORTED BRANDIES,0.5616829130055875
WEST BEND,CREAM LIQUEURS,0.5615136153364108
WASHINGTON,TEMPORARY & SPECIALTY PACKAGES,0.5614080743871525
HUMESTON,IMPORTED CORDIALS & LIQUEUR,0.5613398966058002
HOLSTEIN,STRAIGHT RYE WHISKIES,0.5613032432989601
KNOXVILLE,IOWA SPIRITS MANUFACTURERS,0.561222282188999
WEST BRANCH,CREAM LIQUEURS,0.560857008572083
WEST BURLINGTON,SINGLE MALT SCOTCH,0.5608356201921069
HUMBOLDT,TEMPORARY & SPECIALTY PACKAGES,0.5603101727327205
MT PLEASANT,COCKTAILS/RTD,0.5602284357803446
NORWAY,FLAVORED RUM,0.5596738765810421
GOWRIE,AMERICAN FLAVORED VODKA,0.5596641326202563
HOLSTEIN,BOTTLED IN BOND BOURBON,0.5594613328052281
FORT DODGE,MEZCAL,0.5594314170234099
OELWEIN,STRAIGHT RYE WHISKIES,0.5593582555040811
CASCADE,NEUTRAL GRAIN SPIRITS,0.5586367617617617
LOHRVILLE,AMERICAN FLAVORED VODKA,0.5580829504090178
WALCOTT,MIXTO TEQUILA,0.5580533670314102
HARPERS FERRY,IMPORTED CORDIALS & LIQUEUR,0.5579108428187465
LEON,IMPORTED DRY GINS,0.5575564614525421
WEST BRANCH,TENNESSEE WHISKIES,0.5571663897667963
JESUP,FLAVORED RUM,0.5570877817319099
ATLANTIC,IMPORTED CORDIALS & LIQUEURS,0.5566498316498313
ALTON,MIXTO TEQUILA,0.5563361906288107
LARCHWOOD,COCKTAILS/RTD,0.5562920549456336
GLIDDEN,WHITE RUM,0.5560687488987381
DAYTON,AMERICAN FLAVORED VODKA,0.5560687312992124
ELDON,STRAIGHT BOURBON WHISKIES,0.5557815962103758
HARPERS FERRY,IRISH WHISKIES,0.5557566146090225
KEOTA,COCKTAILS/RTD,0.5555555555555557
WHEATLAND,STRAIGHT BOURBON WHISKIES,0.5555555555555556
WAUKON,BOTTLED IN BOND BOURBON,0.5555555555555556
AUDUBON,AMERICAN SLOE GINS,0.5555555555555555
HIAWATHA,IMPORTED CORDIALS & LIQUEUR,0.5552087703283601
FORT MADISON,IOWA SPIRITS MANUFACTURERS,0.5545280797028808
HUDSON,WHISKEY LIQUEUR,0.5544474115889783
SOLON,TRIPLE SEC,0.5539492374232108
BUFFALO CENTER,AMERICAN BRANDIES,0.5539481801175443
PRAIRIE CITY,AMERICAN FLAVORED VODKA,0.5533314589893537
WHAT CHEER,AMERICAN SCHNAPPS,0.5531818181818182
NEW HAMPTON,IMPORTED CORDIALS & LIQUEUR,0.5530635045964175
ORANGE CITY,AGED DARK RUM,0.5529966970565197
BONDURANT,100% AGAVE TEQUILA,0.5527649100891011
BROOKLYN,AMERICAN VODKAS,0.5527507785741048
MAXWELL,AMERICAN SCHNAPPS,0.5525654751714072
PLEASANT HILL,IMPORTED SCHNAPPS,0.5524760776607469
RED OAK,IOWA SPIRITS MANUFACTURERS,0.5524558297711116
BETTENDORF,BOTTLED IN BOND BOURBON,0.5524558075138197
WALL LAKE,CREAM LIQUEURS,0.5523602886652578
FORT ATKINSON,TEMPORARY & SPECIALTY PACKAGES,0.5523225671484314
HILLS,AMERICAN DRY GINS,0.5520453355880339
RUTHVEN,WHITE RUM,0.5518563357546409
OSKALOOSA,TEMPORARY & SPECIALTY PACKAGES,0.5516906284844975
BUFFALO CENTER,IRISH WHISKIES,0.5512342639489298
NASHUA,IMPORTED CORDIALS & LIQUEUR,0.5512245346163237
GUTHRIE CENTER,IMPORTED DRY GINS,0.5512041761336292
HARLAN,STRAIGHT RYE WHISKIES,0.5495799240302449
SULLY,AMERICAN VODKAS,0.5494141331360193
MECHANICSVILLE,WHISKEY LIQUEUR,0.5491389798196248
SIGOURNEY,STRAIGHT BOURBON WHISKIES,0.5489736654049701
NORTHWOOD,AMERICAN CORDIALS & LIQUEUR,0.5488508956185462
CLINTON,IOWA SPIRITS MANUFACTURERS,0.5486880604759924
NICHOLS,STRAIGHT BOURBON WHISKIES,0.5486638576779027
NORTH LIBERTY,NEUTRAL GRAIN SPIRITS,0.5486442027477559
LAMONI,COFFEE LIQUEURS,0.5484669069485778
DAYTON,IMPORTED CORDIALS & LIQUEUR,0.5483966410063298
WYOMING,IMPORTED VODKAS,0.5483125753314582
WELLMAN,IMPORTED CORDIALS & LIQUEUR,0.5480223652050871
CORRECTIONVILLE,WHITE RUM,0.5479866731716245
DYSART,AMERICAN DRY GINS,0.5476739156011455
COGGON,AMERICAN FLAVORED VODKA,0.5476014186134052
SHENANDOAH,GOLD RUM,0.5475680433879392
RICEVILLE,STRAIGHT BOURBON WHISKIES,0.5469883773165461
CORYDON,IRISH WHISKIES,0.5469706451371582
DELAWARE,IMPORTED FLAVORED VODKA,0.5469222135888804
ESSEX,AMERICAN FLAVORED VODKA,0.5468203991481021
CEDAR RAPIDS,SINGLE BARREL BOURBON WHISKIES,0.546245582822642
WELLSBURG,WHITE RUM,0.5461910116089957
EVANSDALE,STRAIGHT BOURBON WHISKIES,0.5459662631335483
HINTON,TENNESSEE WHISKIES,0.545569488672622
KALONA,AMERICAN SCHNAPPS,0.5454337937506978
GILBERTVILLE,STRAIGHT BOURBON WHISKIES,0.5453418264226301
STANWOOD,MIXTO TEQUILA,0.5451755970299017
LE GRAND,NEUTRAL GRAIN SPIRITS,0.5451388888888888
ALLISON,TEMPORARY & SPECIALTY PACKAGES,0.5450113748063445
WHAT CHEER,SPICED RUM,0.5447350933389855
PACIFIC JUNCTION,STRAIGHT BOURBON WHISKIES,0.5445351007877854
SHELDON,TEMPORARY & SPECIALTY PACKAGES,0.5445255497594425
LAKE CITY,WHISKEY LIQUEUR,0.544305728302913
LIVERMORE,AMERICAN CORDIALS & LIQUEUR,0.5437234740710694
LOST NATION,IMPORTED BRANDIES,0.5437227775703865
EXIRA,COFFEE LIQUEURS,0.5432494866529775
MOUNT AYR,FLAVORED RUM,0.5432133070901916
LE MARS,TEMPORARY & SPECIALTY PACKAGES,0.5427547572967978
SHUEYVILLE,IRISH WHISKIES,0.5425319940456845
BANCROFT,SPECIAL ORDER ITEMS,0.5424596739770312
AMANA,STRAIGHT BOURBON WHISKIES,0.5423859702060231
AURELIA,FLAVORED RUM,0.5422597864768683
WEST DES MOINES,AGED DARK RUM,0.5420299257824354
AVOCA,MIXTO TEQUILA,0.54169319911948
AFTON,IMPORTED SCHNAPPS,0.5416666666666665
COUNCIL BLUFFS,BOTTLED IN BOND BOURBON,0.5410823541601989
LISBON,IOWA SPIRITS MANUFACTURERS,0.5409502047140767
CLARENCE,STRAIGHT BOURBON WHISKIES,0.5405460870505366
DONNELLSON,FLAVORED RUM,0.5404594485076519
ORANGE CITY,GOLD RUM,0.54017255315007
EMMETSBURG,COCKTAILS/RTD,0.5396050879883846
EARLHAM,SCOTCH WHISKIES,0.539524998007333
ROBINS,COCKTAILS/RTD,0.5394708380299432
INWOOD,STRAIGHT BOURBON WHISKIES,0.5394470707275125
WAVERLY,FLAVORED GIN,0.5394283106808776
MARENGO,IRISH WHISKIES,0.5393640845280301
RUDD,MIXTO TEQUILA,0.5390954244431065
MOUNT AYR,WHISKEY LIQUEUR,0.5384272433188316
BLOOMFIELD,SINGLE MALT SCOTCH,0.5383635327914874
MAQUOKETA,100% AGAVE TEQUILA,0.5379321197517217
MOUNT AYR,IRISH WHISKIES,0.5375978483558114
DYSART,MIXTO TEQUILA,0.5375465458256613
MANCHESTER,IMPORTED FLAVORED VODKA,0.5375335351831158
DURANT,IMPORTED DRY GINS,0.53748785304288
MT PLEASANT,SCOTCH WHISKIES,0.5372917655991148
KALONA,AMERICAN DRY GINS,0.5366406398091262
HARPERS FERRY,IMPORTED FLAVORED VODKA,0.5365227447243682
ACKLEY,AMERICAN BRANDIES,0.5364392678868553
HARPERS FERRY,TENNESSEE WHISKIES,0.5364136863908736
FARLEY,MIXTO TEQUILA,0.5363532773412404
ARNOLD'S PARK,AMERICAN DRY GINS,0.5359332426593764
NORWAY,SCOTCH WHISKIES,0.5357256271832328
BELLEVUE,SINGLE MALT SCOTCH,0.5356450857596374
HUBBARD,TENNESSEE WHISKIES,0.5352101305408289
ALTON,AMERICAN SCHNAPPS,0.5350843880943
ELK RUN HEIGHTS,AMERICAN DRY GINS,0.5349528760367422
LARCHWOOD,IMPORTED BRANDIES,0.5344144915343557
CENTER POINT,TRIPLE SEC,0.534329035973773
HUDSON,BLENDED WHISKIES,0.533734496677062
DEWITT,SCOTCH WHISKIES,0.5335000778991422
LATIMER,FLAVORED RUM,0.5326117404836189
CRESTON,SPECIAL ORDER ITEMS,0.5323035368301863
ROLAND,IOWA SPIRITS MANUFACTURERS,0.532101555230626
SHELLSBURG,AMERICAN CORDIALS & LIQUEUR,0.5320734432227364
RICEVILLE,CREAM LIQUEURS,0.5318530503784553
RUNNELLS,IMPORTED CORDIALS & LIQUEUR,0.5316353040640492
GEORGE,BLENDED WHISKIES,0.5314876775849229
WELLMAN,SINGLE BARREL BOURBON WHISKIES,0.5312337946190878
MORAVIA,FLAVORED RUM,0.5311472303402117
BONDURANT,SINGLE MALT SCOTCH,0.5309984530176293
DOWS,BLENDED WHISKIES,0.5308641975308642
GRAND MOUNDS,AMERICAN SCHNAPPS,0.5308516016953487
ALTOONA,IOWA SPIRITS MANUFACTURERS,0.5306301070910542
VINTON,IMPORTED VODKAS,0.5306260440559234
EVANSDALE,MIXTO TEQUILA,0.5305501605593675
MURRAY,STRAIGHT BOURBON WHISKIES,0.5304271246147074
WAVERLY,TEMPORARY & SPECIALTY PACKAGES,0.5303098023701308
ALTA,CREAM LIQUEURS,0.5303031912852796
CORNING,NEUTRAL GRAIN SPIRITS,0.5302778940331565
SHENANDOAH,TEMPORARY & SPECIALTY PACKAGES,0.5301846245698841
PELLA,SPECIAL ORDER ITEMS,0.5299966968377152
BURLINGTON,TEMPORARY & SPECIALTY PACKAGES,0.5297296471960752
GRANGER,MIXTO TEQUILA,0.5296533075025791
CORRECTIONVILLE,IMPORTED SCHNAPPS,0.5293760802683612
ELDON,CANADIAN WHISKIES,0.5293018081464842
LAMONI,STRAIGHT BOURBON WHISKIES,0.5292856428875677
MIDDLETOWN,WHISKEY LIQUEUR,0.5291739931921658
CARROLL,IOWA SPIRITS MANUFACTURERS,0.5288743463453657
